# gdf_enumerate_anchor_top1: full Top-K per anchor (last size tier only)
[GDF] seeds: 三花
[GDF] size=10 top 20
  1. RR=279 anchor_m=7 Swiss=11 | 加速烙刀,绵鳚,篝火,打火机,大钢弩,三花,燃烧响炮
  8. RR=201 anchor_m=201 Swiss=10 | 潜水配重,沙滩充气球,淬锋钢,蔻森娜纹章,吸血章鱼,六分仪,牌桌
  9. RR=192 anchor_m=192 Swiss=10 | 火药角,潜水配重,沙滩充气球,淬锋钢,吸血章鱼,牌桌,六分仪
  10. RR=188 anchor_m=188 Swiss=10 | 六分仪,牌桌,沙滩充气球,淬锋钢,吸血章鱼,潜水配重,拍立蚌
  11. RR=209 anchor_m=128 Swiss=10 | 小冰镐,吸血章鱼,迷幻蝠鲼,水母,雪怪蟹,元素深水炸弹,绵鳚,淬锋钢,鱼饵
  12. RR=180 anchor_m=180 Swiss=11 | 潜水配重,水车,淬锋钢,迷幻蝠鲼,吸血章鱼,六分仪,拍立蚌
  13. RR=173 anchor_m=173 Swiss=10 | 潜水配重,海影宝驹,水车,淬锋钢,吸血章鱼,六分仪
  14. RR=171 anchor_m=171 Swiss=10 | 雪怪蟹,潜水配重,水车,淬锋钢,迷幻蝠鲼,吸血章鱼,六分仪
  15. RR=193 anchor_m=119 Swiss=10 | 小冰镐,吸血章鱼,迷幻蝠鲼,水母,雪怪蟹,元素深水炸弹,绵鳚,淬锋钢,水草
  16. RR=162 anchor_m=162 Swiss=9 | 燃烧子弹,潜水配重,沙滩充气球,淬锋钢,吸血章鱼,六分仪,牌桌
  17. RR=160 anchor_m=160 Swiss=11 | 牌桌,淬锋钢,水车,吸血章鱼,枪套,六分仪
  18. RR=155 anchor_m=155 Swiss=9 | 潜水配重,水车,淬锋钢,理查森先生,迷幻蝠鲼,吸血章鱼,六分仪
  19. RR=154 anchor_m=154 Swiss=10 | 舱底蠕虫,潜水配重,沙滩充气球,淬锋钢,吸血章鱼,六分仪,牌桌
  20. RR=187 anchor_m=74 Swiss=10 | 潜水配重,小冰镐,绵鳚,迷幻蝠鲼,吸血章鱼,水母,雪怪蟹,元素深水炸弹,淬锋钢

[GDF] seeds: 喷射摩托
[GDF] size=10 top 20
  1. RR=269 anchor_m=249 Swiss=11 | 飞鱼,打火机,绵鳚,加速烙刀,喷射摩托,燃烧响炮,枪套
  2. RR=237 anchor_m=236 Swiss=11 | 飞鱼,打火机,绵鳚,抛石机,喷射摩托,燃烧响炮
  3. RR=224 anchor_m=224 Swiss=10 | 飞鱼,打火机,绵鳚,喷射摩托,燃烧响炮,潜行滑翔机
  4. RR=207 anchor_m=207 Swiss=10 | 淬锋钢,喷射摩托,燃烧响炮,飞鱼,潜水配重,六分仪,枪套
  5. RR=206 anchor_m=206 Swiss=10 | 淬锋钢,喷射摩托,潜行滑翔机,飞鱼,潜水配重,珊瑚
  6. RR=206 anchor_m=206 Swiss=10 | 飞鱼,燃烧子弹,打火机,绵鳚,喷射摩托,燃烧响炮,大钢弩
  7. RR=206 anchor_m=206 Swiss=10 | 潜行滑翔机,燃烧子弹,打火机,绵鳚,喷射摩托,燃烧响炮
  8. RR=213 anchor_m=173 Swiss=11 | 淬锋钢,喷射摩托,飞鱼,潜水配重,吸血章鱼,六分仪,枪套
  9. RR=201 anchor_m=194 Swiss=10 | 飞鱼,打火机,绵鳚,加速烙刀,喷射摩托,燃烧响炮,烈酒杯
  10. RR=201 anchor_m=194 Swiss=10 | 珊瑚,淬锋钢,喷射摩托,飞鱼,潜水配重,六分仪,枪套
  11. RR=196 anchor_m=196 Swiss=10 | 淬锋钢,喷射摩托,海影宝驹,飞鱼,潜水配重,六分仪
  12. RR=198 anchor_m=192 Swiss=10 | 淬锋钢,喷射摩托,飞鱼,潜水配重,六分仪,理查森先生,枪套
  13. RR=192 anchor_m=192 Swiss=11 | 枪套,淬锋钢,喷射摩托,龙涎香,飞鱼,潜水配重,六分仪
  14. RR=181 anchor_m=181 Swiss=10 | 淬锋钢,喷射摩托,葡萄弹,飞鱼,潜水配重,六分仪,枪套
  15. RR=179 anchor_m=179 Swiss=11 | 淬锋钢,喷射摩托,弹簧刀,飞鱼,潜水配重,六分仪,枪套
  16. RR=179 anchor_m=177 Swiss=11 | 枪套,淬锋钢,喷射摩托,带刃悬浮板,潜水配重,六分仪
  17. RR=180 anchor_m=174 Swiss=11 | 飞鱼,打火机,绵鳚,加速烙刀,喷射摩托,燃烧响炮,藏刃匕首
  18. RR=174 anchor_m=174 Swiss=9 | 淬锋钢,喷射摩托,葡萄弹,飞鱼,潜水配重,潜行滑翔机
  19. RR=171 anchor_m=171 Swiss=10 | 淬锋钢,喷射摩托,鱼饵,飞鱼,潜水配重,六分仪,枪套
  20. RR=170 anchor_m=170 Swiss=9 | 淬锋钢,喷射摩托,飞鱼,潜水配重,六分仪,藏刃匕首,枪套

[GDF] seeds: 填弹杆
[GDF] size=10 top 20
  1. RR=244 anchor_m=244 Swiss=11 | 流星索,填弹杆,步枪,水车,套娃,小冰镐
  2. RR=217 anchor_m=217 Swiss=10 | 流星索,填弹杆,步枪,水车,小冰镐,藏刃匕首
  3. RR=208 anchor_m=208 Swiss=10 | 流星索,填弹杆,步枪,水车,淬锋钢,拍立蚌
  4. RR=206 anchor_m=206 Swiss=10 | 潜水配重,水车,流星索,填弹杆,步枪,小冰镐
  5. RR=202 anchor_m=202 Swiss=10 | 流星索,填弹杆,步枪,水车,小冰镐,拍立蚌
  6. RR=191 anchor_m=191 Swiss=11 | 流星索,填弹杆,步枪,水车,小冰镐,葡萄弹
  7. RR=182 anchor_m=182 Swiss=10 | 抓钩,流星索,填弹杆,步枪,水车,小冰镐
  8. RR=181 anchor_m=181 Swiss=10 | 珊瑚,流星索,填弹杆,步枪,水车,小冰镐
  9. RR=179 anchor_m=179 Swiss=11 | 雪怪蟹,流星索,填弹杆,步枪,水车,小冰镐
  10. RR=179 anchor_m=179 Swiss=10 | 珊瑚,套娃,水车,步枪,填弹杆,流星索
  11. RR=174 anchor_m=174 Swiss=10 | 流星索,填弹杆,步枪,水车,小冰镐,皮皮虾
  12. RR=174 anchor_m=174 Swiss=9 | 流星索,填弹杆,步枪,水车,小冰镐,迷幻蝠鲼
  13. RR=173 anchor_m=173 Swiss=11 | 流星索,填弹杆,步枪,水车,小冰镐,手斧
  14. RR=167 anchor_m=167 Swiss=10 | 填弹杆,步枪,水车,套娃,淬锋钢,小冰镐
  15. RR=167 anchor_m=167 Swiss=10 | 填弹杆,步枪,套娃,水车,淬锋钢,拍立蚌
  16. RR=166 anchor_m=166 Swiss=10 | 理查森先生,流星索,填弹杆,步枪,水车,淬锋钢
  17. RR=165 anchor_m=165 Swiss=10 | 填弹杆,步枪,水车,小冰镐,码头缆索
  18. RR=164 anchor_m=164 Swiss=9 | 迷幻蝠鲼,流星索,填弹杆,步枪,水车,淬锋钢
  19. RR=161 anchor_m=161 Swiss=11 | 填弹杆,步枪,水车,套娃,小冰镐,拍立蚌
  20. RR=161 anchor_m=161 Swiss=9 | 流星索,填弹杆,步枪,水车,迷你弯刀,小冰镐

[GDF] seeds: 大钢弩
[GDF] size=10 top 20
  1. RR=209 anchor_m=209 Swiss=10 | 大钢弩,炮弹,潜水配重,水车,小冰镐,珊瑚护甲
  2. RR=207 anchor_m=207 Swiss=10 | 大钢弩,炮弹,迷幻蝠鲼,潜水配重,水车,拍立蚌,小冰镐
  3. RR=205 anchor_m=202 Swiss=10 | 大钢弩,炮弹,鱼雷,潜水配重,水车,拍立蚌
  4. RR=200 anchor_m=200 Swiss=10 | 大钢弩,炮弹,潜水配重,水车,拍立蚌,十手,小冰镐
  5. RR=199 anchor_m=199 Swiss=10 | 大钢弩,炮弹,雪怪蟹,潜水配重,水车,拍立蚌,小冰镐
  6. RR=195 anchor_m=195 Swiss=11 | 小冰镐,大钢弩,炮弹,潜水配重,水车,拍立蚌,抓钩
  7. RR=194 anchor_m=194 Swiss=11 | 大钢弩,炮弹,潜水配重,水车,珊瑚护甲,盐钳海盗
  8. RR=187 anchor_m=187 Swiss=10 | 烈酒杯,小冰镐,大钢弩,炮弹,潜水配重,水车,拍立蚌
  9. RR=186 anchor_m=186 Swiss=11 | 大钢弩,炮弹,潜水配重,码头缆索,水车,小冰镐
  10. RR=179 anchor_m=179 Swiss=10 | 飞鱼,迷幻蝠鲼,潜水配重,水车,拍立蚌,火药角,大钢弩
  11. RR=179 anchor_m=179 Swiss=10 | 大钢弩,炮弹,水母,潜水配重,水车,拍立蚌,小冰镐
  12. RR=176 anchor_m=176 Swiss=10 | 大钢弩,炮弹,迷幻蝠鲼,潜水配重,水车,拍立蚌,流星索
  13. RR=174 anchor_m=174 Swiss=10 | 大钢弩,炮弹,理查森先生,潜水配重,水车,拍立蚌,流星索
  14. RR=171 anchor_m=171 Swiss=9 | 大钢弩,炮弹,潜水配重,水车,拍立蚌,盐钳海盗,流星索
  15. RR=169 anchor_m=169 Swiss=10 | 大钢弩,炮弹,绵鳚,潜水配重,水车,拍立蚌,小冰镐
  16. RR=168 anchor_m=168 Swiss=11 | 篝火,大钢弩,炮弹,潜水配重,绵鳚,燃烧响炮,燃烧子弹,十手
  17. RR=168 anchor_m=168 Swiss=10 | 大钢弩,炮弹,潜水配重,水车,拍立蚌,小冰镐,锁镰
  18. RR=166 anchor_m=166 Swiss=10 | 大钢弩,炮弹,飞鱼,迷幻蝠鲼,潜水配重,水车,拍立蚌
  19. RR=164 anchor_m=164 Swiss=10 | 篝火,大钢弩,炮弹,潜水配重,绵鳚,燃烧响炮,流星索,打火机
  20. RR=164 anchor_m=164 Swiss=10 | 大钢弩,炮弹,潜水配重,水车,小冰镐,救生圈

[GDF] seeds: 套娃
[GDF] size=10 top 20
  1. RR=280 anchor_m=231 Swiss=11 | 燃烧响炮,大钢弩,套娃,燃烧子弹,打火机,篝火,加速烙刀
  2. RR=258 anchor_m=255 Swiss=10 | 燃烧响炮,大钢弩,套娃,燃烧子弹,打火机,绵鳚,毒须鲶,篝火
  3. RR=246 anchor_m=237 Swiss=10 | 燃烧响炮,绵鳚,套娃,燃烧子弹,打火机,篝火,加速烙刀,枪套
  4. RR=254 anchor_m=185 Swiss=9 | 小冰镐,篝火,燃烧响炮,燃烧子弹,套娃,加速烙刀,绵鳚,打火机
  5. RR=232 anchor_m=218 Swiss=9 | 葡萄弹,篝火,燃烧响炮,燃烧子弹,套娃,加速烙刀,绵鳚,打火机
  6. RR=229 anchor_m=221 Swiss=10 | 毒须鲶,篝火,燃烧响炮,燃烧子弹,套娃,加速烙刀,绵鳚,打火机
  7. RR=227 anchor_m=212 Swiss=10 | 盐钳海盗,篝火,燃烧响炮,燃烧子弹,套娃,加速烙刀,绵鳚,打火机
  8. RR=214 anchor_m=206 Swiss=9 | 淬锋钢,篝火,燃烧响炮,燃烧子弹,套娃,加速烙刀,绵鳚,打火机
  9. RR=207 anchor_m=205 Swiss=10 | 枪套,加速烙刀,绵鳚,潜水配重,飞鱼,套娃,燃烧子弹,大钢弩
  10. RR=240 anchor_m=137 Swiss=10 | 枪套,烈酒杯,加速烙刀,绵鳚,潜水配重,飞鱼,套娃,大钢弩
  11. RR=211 anchor_m=191 Swiss=9 | 流星索,篝火,燃烧响炮,燃烧子弹,套娃,加速烙刀,绵鳚,打火机
  12. RR=205 anchor_m=202 Swiss=9 | 手斧,篝火,燃烧响炮,燃烧子弹,套娃,加速烙刀,绵鳚,打火机
  13. RR=264 anchor_m=49 Swiss=10 | 理查森先生,绵鳚,燃烧响炮,套娃,燃烧子弹,打火机,篝火,加速烙刀
  14. RR=184 anchor_m=174 Swiss=9 | 燃烧响炮,珊瑚,套娃,燃烧子弹,打火机,篝火,加速烙刀,枪套
  15. RR=195 anchor_m=149 Swiss=10 | 蔻森娜纹章,篝火,燃烧响炮,燃烧子弹,套娃,加速烙刀,绵鳚,打火机
  16. RR=263 anchor_m=9 Swiss=10 | 珊瑚,绵鳚,燃烧响炮,套娃,燃烧子弹,打火机,篝火,加速烙刀
  17. RR=173 anchor_m=170 Swiss=9 | 海螺壳,篝火,燃烧响炮,燃烧子弹,套娃,加速烙刀,绵鳚,打火机
  18. RR=171 anchor_m=163 Swiss=9 | 龙涎香,燃烧响炮,绵鳚,套娃,燃烧子弹,打火机,篝火,加速烙刀
  19. RR=171 anchor_m=163 Swiss=9 | 抓钩,篝火,燃烧响炮,燃烧子弹,套娃,加速烙刀,绵鳚,打火机
  20. RR=166 anchor_m=150 Swiss=9 | 藏刃匕首,篝火,燃烧响炮,燃烧子弹,套娃,加速烙刀,绵鳚,打火机

[GDF] seeds: 定制准镜
[GDF] size=10 top 20
  1. RR=292 anchor_m=12 Swiss=11 | 牌桌,定制准镜,吸血章鱼,淬锋钢,沙滩充气球,潜水配重,六分仪
  2. RR=261 anchor_m=-5 Swiss=10 | 加速烙刀,篝火,打火机,燃烧子弹,燃烧响炮,绵鳚,珊瑚,定制准镜
  3. RR=258 anchor_m=-3 Swiss=10 | 篝火,毒须鲶,燃烧子弹,打火机,绵鳚,燃烧响炮,大钢弩,定制准镜
  4. RR=214 anchor_m=70 Swiss=11 | 牌桌,定制准镜,吸血章鱼,星盘,淬锋钢,潜水配重,六分仪
  5. RR=219 anchor_m=57 Swiss=10 | 牌桌,定制准镜,吸血章鱼,枪套,淬锋钢,炮弹,潜水配重,六分仪
  6. RR=239 anchor_m=4 Swiss=11 | 加速烙刀,篝火,绵鳚,打火机,燃烧响炮,大钢弩,定制准镜
  7. RR=242 anchor_m=-3 Swiss=11 | 大钢弩,加速烙刀,篝火,打火机,燃烧子弹,燃烧响炮,定制准镜
  8. RR=228 anchor_m=11 Swiss=10 | 加速烙刀,绵鳚,篝火,打火机,燃烧子弹,燃烧响炮,流星索,定制准镜
  9. RR=161 anchor_m=143 Swiss=10 | 船长舱,淬锋钢,定制准镜,小冰镐,湿件战服,流星索,藏刃匕首
  10. RR=159 anchor_m=146 Swiss=10 | 淬锋钢,水车,定制准镜,小冰镐,珊瑚,湿件战服,藏刃匕首
  11. RR=214 anchor_m=3 Swiss=10 | 加速烙刀,绵鳚,理查森先生,篝火,打火机,燃烧子弹,燃烧响炮,定制准镜
  12. RR=208 anchor_m=8 Swiss=11 | 小冰镐,加速烙刀,绵鳚,篝火,打火机,燃烧子弹,燃烧响炮,定制准镜
  13. RR=141 anchor_m=130 Swiss=10 | 淬锋钢,珊瑚,定制准镜,小冰镐,绵鳚,湿件战服,打火机,流星索,藏刃匕首
  14. RR=186 anchor_m=36 Swiss=10 | 牌桌,定制准镜,吸血章鱼,淬锋钢,拍立蚌,潜水配重,六分仪,枪套
  15. RR=195 anchor_m=1 Swiss=10 | 加速烙刀,绵鳚,篝火,打火机,燃烧子弹,淬锋钢,燃烧响炮,定制准镜
  16. RR=192 anchor_m=5 Swiss=10 | 加速烙刀,绵鳚,篝火,打火机,燃烧子弹,燃烧响炮,定制准镜,手雷
  17. RR=199 anchor_m=-10 Swiss=10 | 拍立蚌,加速烙刀,绵鳚,篝火,打火机,燃烧子弹,燃烧响炮,定制准镜
  18. RR=193 anchor_m=-1 Swiss=10 | 加速烙刀,篝火,打火机,燃烧子弹,套娃,绵鳚,燃烧响炮,定制准镜
  19. RR=175 anchor_m=34 Swiss=11 | 牌桌,定制准镜,集成式HUD,吸血章鱼,淬锋钢,潜水配重,六分仪,枪套
  20. RR=187 anchor_m=0 Swiss=10 | 手斧,加速烙刀,绵鳚,篝火,打火机,燃烧子弹,燃烧响炮,定制准镜

[GDF] seeds: 宠物石
[GDF] size=10 top 20
  1. RR=282 anchor_m=6 Swiss=11 | 大钢弩,燃烧响炮,宠物石,打火机,篝火,绵鳚,加速烙刀
  2. RR=269 anchor_m=51 Swiss=11 | 燃烧响炮,大钢弩,宠物石,燃烧子弹,打火机,篝火,加速烙刀
  3. RR=221 anchor_m=87 Swiss=10 | 燃烧响炮,宠物石,打火机,篝火,加速烙刀,大钢弩,枪套
  4. RR=232 anchor_m=57 Swiss=10 | 燃烧响炮,宠物石,枪套,套娃,燃烧子弹,打火机,篝火,加速烙刀
  5. RR=230 anchor_m=49 Swiss=11 | 珊瑚,燃烧响炮,宠物石,枪套,打火机,篝火,绵鳚,加速烙刀
  6. RR=215 anchor_m=71 Swiss=10 | 燃烧响炮,套娃,宠物石,枪套,打火机,篝火,绵鳚,加速烙刀
  7. RR=240 anchor_m=20 Swiss=10 | 燃烧响炮,宠物石,流星索,燃烧子弹,打火机,篝火,绵鳚,加速烙刀
  8. RR=225 anchor_m=32 Swiss=10 | 燃烧响炮,烈酒杯,宠物石,大钢弩,打火机,篝火,加速烙刀
  9. RR=243 anchor_m=-6 Swiss=10 | 燃烧响炮,绵鳚,宠物石,拍立蚌,燃烧子弹,打火机,篝火,加速烙刀
  10. RR=232 anchor_m=8 Swiss=11 | 珊瑚,燃烧子弹,燃烧响炮,宠物石,打火机,篝火,绵鳚,加速烙刀
  11. RR=238 anchor_m=-15 Swiss=10 | 燃烧响炮,绵鳚,宠物石,套娃,燃烧子弹,打火机,篝火,加速烙刀
  12. RR=235 anchor_m=-11 Swiss=11 | 燃烧响炮,绵鳚,小冰镐,宠物石,燃烧子弹,打火机,篝火,加速烙刀
  13. RR=220 anchor_m=17 Swiss=10 | 燃烧响炮,绵鳚,小冰镐,宠物石,枪套,打火机,篝火,加速烙刀
  14. RR=209 anchor_m=19 Swiss=10 | 燃烧响炮,宠物石,龙涎香,燃烧子弹,打火机,篝火,绵鳚,加速烙刀
  15. RR=182 anchor_m=62 Swiss=10 | 流星索,燃烧响炮,宠物石,枪套,打火机,篝火,绵鳚,加速烙刀
  16. RR=207 anchor_m=2 Swiss=10 | 燃烧响炮,宠物石,燃烧子弹,打火机,篝火,绵鳚,加速烙刀,枪套
  17. RR=204 anchor_m=5 Swiss=10 | 燃烧响炮,宠物石,葡萄弹,燃烧子弹,打火机,篝火,绵鳚,加速烙刀
  18. RR=195 anchor_m=18 Swiss=10 | 燃烧响炮,宠物石,珍珠,燃烧子弹,打火机,篝火,绵鳚,加速烙刀
  19. RR=187 anchor_m=32 Swiss=10 | 燃烧响炮,宠物石,套娃,燃烧子弹,打火机,篝火,加速烙刀,珊瑚
  20. RR=189 anchor_m=22 Swiss=10 | 燃烧响炮,宠物石,独角鲸,燃烧子弹,打火机,篝火,绵鳚,加速烙刀

[GDF] seeds: 小冰镐
[GDF] size=10 top 20
  1. RR=210 anchor_m=160 Swiss=11 | 小冰镐,皮皮虾,迷幻蝠鲼,水母,雪怪蟹,元素深水炸弹,绵鳚,珊瑚,拍立蚌
  2. RR=194 anchor_m=176 Swiss=11 | 小冰镐,理查森先生,迷幻蝠鲼,水母,雪怪蟹,元素深水炸弹,绵鳚,水草,拍立蚌
  3. RR=190 anchor_m=173 Swiss=10 | 小冰镐,拍立蚌,珍珠,水母,雪怪蟹,元素深水炸弹,绵鳚,珊瑚,鱼饵
  4. RR=187 anchor_m=169 Swiss=10 | 鱼饵,小冰镐,理查森先生,迷幻蝠鲼,水母,雪怪蟹,元素深水炸弹,绵鳚,水草
  5. RR=194 anchor_m=153 Swiss=9 | 小冰镐,鱼饵,皮皮虾,迷幻蝠鲼,水母,雪怪蟹,元素深水炸弹,绵鳚,珊瑚
  6. RR=185 anchor_m=164 Swiss=10 | 小冰镐,皮皮虾,迷幻蝠鲼,水母,雪怪蟹,元素深水炸弹,绵鳚,珊瑚,珍珠
  7. RR=181 anchor_m=163 Swiss=10 | 小冰镐,水草,迷幻蝠鲼,水母,雪怪蟹,元素深水炸弹,绵鳚,海螺壳,拍立蚌
  8. RR=178 anchor_m=165 Swiss=11 | 小冰镐,鱼饵,迷幻蝠鲼,水母,雪怪蟹,元素深水炸弹,绵鳚,水草,海螺壳
  9. RR=181 anchor_m=153 Swiss=10 | 小冰镐,拍立蚌,鱼饵,迷幻蝠鲼,水母,雪怪蟹,元素深水炸弹,绵鳚,珊瑚
  10. RR=173 anchor_m=158 Swiss=10 | 小冰镐,皮皮虾,拍立蚌,珍珠,水母,雪怪蟹,元素深水炸弹,绵鳚,珊瑚
  11. RR=169 anchor_m=162 Swiss=9 | 小冰镐,珍珠,理查森先生,迷幻蝠鲼,水母,雪怪蟹,元素深水炸弹,绵鳚,水草
  12. RR=169 anchor_m=159 Swiss=10 | 水草,珊瑚,小冰镐,迷幻蝠鲼,水母,雪怪蟹,元素深水炸弹,绵鳚,海螺壳
  13. RR=166 anchor_m=157 Swiss=11 | 珊瑚,小冰镐,飞鱼,迷幻蝠鲼,水母,雪怪蟹,元素深水炸弹,绵鳚,海螺壳
  14. RR=170 anchor_m=146 Swiss=10 | 小冰镐,鱼饵,食人鱼,迷幻蝠鲼,水母,雪怪蟹,元素深水炸弹,绵鳚,珊瑚
  15. RR=167 anchor_m=152 Swiss=10 | 小冰镐,拍立蚌,潜水配重,水母,雪怪蟹,元素深水炸弹,绵鳚,珊瑚,皮皮虾
  16. RR=167 anchor_m=147 Swiss=11 | 小冰镐,拍立蚌,水草,潜水配重,水母,雪怪蟹,元素深水炸弹,绵鳚,理查森先生
  17. RR=165 anchor_m=151 Swiss=10 | 小冰镐,食人鱼,迷幻蝠鲼,水母,雪怪蟹,元素深水炸弹,绵鳚,水草,海螺壳
  18. RR=162 anchor_m=157 Swiss=9 | 小冰镐,飞鱼,水草,水母,雪怪蟹,元素深水炸弹,绵鳚,海螺壳,拍立蚌
  19. RR=165 anchor_m=149 Swiss=10 | 小冰镐,拍立蚌,水母,雪怪蟹,元素深水炸弹,绵鳚,珊瑚,鱼饵,盐钳海盗
  20. RR=163 anchor_m=152 Swiss=10 | 拍立蚌,小冰镐,迷幻蝠鲼,水母,雪怪蟹,元素深水炸弹,绵鳚,水草,龙涎香

[GDF] seeds: 左轮手枪
[GDF] size=10 top 20
  1. RR=290 anchor_m=1 Swiss=11 | 加速烙刀,篝火,打火机,燃烧子弹,燃烧响炮,绵鳚,珊瑚,左轮手枪
  2. RR=287 anchor_m=212 Swiss=11 | 篝火,毒须鲶,打火机,绵鳚,燃烧响炮,燃烧子弹,左轮手枪,大钢弩
  3. RR=248 anchor_m=207 Swiss=11 | 加速烙刀,篝火,打火机,燃烧响炮,燃烧子弹,左轮手枪,大钢弩
  4. RR=246 anchor_m=209 Swiss=10 | 篝火,毒须鲶,打火机,加速烙刀,绵鳚,燃烧响炮,燃烧子弹,左轮手枪
  5. RR=277 anchor_m=20 Swiss=11 | 加速烙刀,篝火,打火机,燃烧子弹,燃烧响炮,绵鳚,小冰镐,左轮手枪
  6. RR=190 anchor_m=159 Swiss=10 | 大钢弩,加速烙刀,篝火,枪套,打火机,燃烧响炮,左轮手枪
  7. RR=265 anchor_m=-2 Swiss=10 | 大钢弩,加速烙刀,绵鳚,篝火,打火机,燃烧响炮,左轮手枪
  8. RR=246 anchor_m=34 Swiss=10 | 加速烙刀,绵鳚,篝火,打火机,燃烧子弹,燃烧响炮,左轮手枪,流星索
  9. RR=210 anchor_m=102 Swiss=10 | 珊瑚,加速烙刀,绵鳚,篝火,打火机,燃烧响炮,左轮手枪,枪套
  10. RR=234 anchor_m=52 Swiss=10 | 加速烙刀,绵鳚,篝火,打火机,燃烧子弹,燃烧响炮,手斧,左轮手枪
  11. RR=247 anchor_m=16 Swiss=11 | 加速烙刀,绵鳚,理查森先生,篝火,打火机,燃烧子弹,燃烧响炮,左轮手枪
  12. RR=230 anchor_m=36 Swiss=10 | 加速烙刀,绵鳚,篝火,打火机,燃烧子弹,拍立蚌,燃烧响炮,左轮手枪
  13. RR=158 anchor_m=157 Swiss=10 | 加速烙刀,篝火,湿件战服,打火机,燃烧响炮,燃烧子弹,左轮手枪
  14. RR=190 anchor_m=86 Swiss=10 | 枪套,加速烙刀,篝火,打火机,燃烧子弹,燃烧响炮,珊瑚,左轮手枪
  15. RR=220 anchor_m=18 Swiss=10 | 蔻森娜纹章,加速烙刀,绵鳚,篝火,打火机,燃烧子弹,燃烧响炮,左轮手枪
  16. RR=210 anchor_m=30 Swiss=10 | 加速烙刀,绵鳚,篝火,打火机,燃烧子弹,燃烧响炮,左轮手枪,龙涎香
  17. RR=205 anchor_m=31 Swiss=10 | 葡萄弹,加速烙刀,绵鳚,篝火,打火机,燃烧子弹,燃烧响炮,左轮手枪
  18. RR=201 anchor_m=37 Swiss=10 | 集成式HUD,加速烙刀,绵鳚,篝火,打火机,燃烧子弹,燃烧响炮,左轮手枪
  19. RR=171 anchor_m=89 Swiss=10 | 加速烙刀,绵鳚,篝火,打火机,燃烧子弹,燃烧响炮,左轮手枪,刺刀
  20. RR=162 anchor_m=105 Swiss=10 | 套娃,加速烙刀,绵鳚,篝火,打火机,燃烧响炮,左轮手枪,枪套

[GDF] seeds: 带刃悬浮板
[GDF] size=10 top 20
  1. RR=266 anchor_m=266 Swiss=11 | 淬锋钢,带刃悬浮板,潜水配重,船长舱,鸦巢
  2. RR=262 anchor_m=262 Swiss=11 | 淬锋钢,水车,套娃,带刃悬浮板,潜水配重,深潜器
  3. RR=259 anchor_m=259 Swiss=11 | 拍立蚌,水车,淬锋钢,带刃悬浮板,潜水配重,深潜器
  4. RR=225 anchor_m=225 Swiss=11 | 拍立蚌,船长舱,淬锋钢,带刃悬浮板,潜水配重,深潜器
  5. RR=216 anchor_m=216 Swiss=11 | 深潜器,水车,淬锋钢,带刃悬浮板,潜水配重,珊瑚
  6. RR=216 anchor_m=216 Swiss=10 | 燃烧响炮,水车,淬锋钢,带刃悬浮板,潜水配重,深潜器
  7. RR=215 anchor_m=215 Swiss=10 | 枪套,船长舱,淬锋钢,带刃悬浮板,潜水配重,深潜器
  8. RR=210 anchor_m=210 Swiss=10 | 海影宝驹,淬锋钢,星盘,带刃悬浮板,潜水配重,深潜器
  9. RR=208 anchor_m=208 Swiss=10 | 淬锋钢,码头缆索,星盘,带刃悬浮板,潜水配重,深潜器
  10. RR=204 anchor_m=204 Swiss=10 | 鸦巢,深潜器,淬锋钢,带刃悬浮板,潜水配重,炮弹
  11. RR=199 anchor_m=199 Swiss=10 | 枪套,码头缆索,淬锋钢,带刃悬浮板,潜水配重,船长舱
  12. RR=194 anchor_m=194 Swiss=10 | 龙涎香,水车,淬锋钢,带刃悬浮板,潜水配重,深潜器
  13. RR=191 anchor_m=191 Swiss=11 | 流星索,深潜器,淬锋钢,带刃悬浮板,潜水配重,船长舱
  14. RR=191 anchor_m=191 Swiss=10 | 深潜器,水车,淬锋钢,带刃悬浮板,潜水配重,迷幻蝠鲼
  15. RR=190 anchor_m=190 Swiss=10 | 深潜器,水车,淬锋钢,带刃悬浮板,潜水配重,理查森先生
  16. RR=188 anchor_m=188 Swiss=9 | 海影宝驹,枪套,淬锋钢,带刃悬浮板,潜水配重,船长舱
  17. RR=187 anchor_m=187 Swiss=10 | 拍立蚌,淬锋钢,带刃悬浮板,潜水配重,鸦巢,深潜器
  18. RR=177 anchor_m=177 Swiss=10 | 珍珠,水车,淬锋钢,带刃悬浮板,潜水配重,深潜器
  19. RR=176 anchor_m=176 Swiss=10 | 珊瑚,深潜器,淬锋钢,带刃悬浮板,潜水配重,船长舱
  20. RR=166 anchor_m=166 Swiss=10 | 拍立蚌,船首像,淬锋钢,带刃悬浮板,潜水配重,船长舱

[GDF] seeds: 幽渊鮟鱇
[GDF] size=10 top 20
  1. RR=217 anchor_m=216 Swiss=11 | 烈酒杯,炮弹,流星索,锁镰,皮皮虾,迷幻蝠鲼,幽渊鮟鱇,十手,拍立蚌
  2. RR=210 anchor_m=210 Swiss=10 | 幽渊鮟鱇,火药角,烈酒杯,绵鳚,十手,皮皮虾,流星索,拍立蚌,燃烧响炮
  3. RR=203 anchor_m=203 Swiss=11 | 火药角,烈酒杯,拍立蚌,皮皮虾,十手,绵鳚,迷幻蝠鲼,幽渊鮟鱇,流星索
