# gdf_enumerate_anchor_top1: full Top-K per anchor (last size tier only)
[GDF] seeds: 三花
[GDF] size=10 top 20
  1. RR=276 anchor_m=5 Swiss=11 | 篝火,打火机,燃烧子弹,三花,燃烧响炮,绵鳚,珊瑚,大钢弩
  10. RR=190 anchor_m=172 Swiss=11 | 燃烧响炮,淬锋钢,燃烧子弹,打火机,篝火,吸血章鱼,大钢弩,小冰镐
  11. RR=184 anchor_m=184 Swiss=11 | 烈酒杯,牌桌,淬锋钢,六分仪,潜水配重,吸血章鱼,消音器,枪套
  12. RR=200 anchor_m=148 Swiss=10 | 燃烧响炮,淬锋钢,燃烧子弹,打火机,篝火,吸血章鱼,大钢弩,蔻森娜纹章
  13. RR=177 anchor_m=177 Swiss=10 | 星盘,烈酒杯,牌桌,淬锋钢,六分仪,潜水配重,吸血章鱼
  14. RR=176 anchor_m=176 Swiss=10 | 牌桌,淬锋钢,六分仪,烈酒杯,潜水配重,沙滩充气球,吸血章鱼
  15. RR=181 anchor_m=161 Swiss=10 | 燃烧响炮,淬锋钢,燃烧子弹,打火机,篝火,吸血章鱼,大钢弩,葡萄弹
  16. RR=166 anchor_m=166 Swiss=10 | 烈酒杯,牌桌,蔻森娜纹章,淬锋钢,六分仪,潜水配重,吸血章鱼,枪套
  17. RR=206 anchor_m=84 Swiss=10 | 燃烧响炮,淬锋钢,燃烧子弹,打火机,篝火,吸血章鱼,水母,大钢弩
  18. RR=166 anchor_m=163 Swiss=10 | 燃烧响炮,珊瑚,淬锋钢,燃烧子弹,打火机,篝火,吸血章鱼,大钢弩
  19. RR=211 anchor_m=70 Swiss=10 | 燃烧响炮,淬锋钢,燃烧子弹,打火机,篝火,吸血章鱼,鹦鹉皮特,大钢弩
  20. RR=162 anchor_m=162 Swiss=10 | 牌桌,蔻森娜纹章,淬锋钢,六分仪,潜水配重,吸血章鱼,沙滩充气球

[GDF] seeds: 喷射摩托
[GDF] size=10 top 20
  1. RR=273 anchor_m=272 Swiss=11 | 小冰镐,喷射摩托,理查森先生,潜行滑翔机,潜水配重,飞鱼
  2. RR=269 anchor_m=269 Swiss=11 | 小冰镐,喷射摩托,潜行滑翔机,水草,潜水配重,飞鱼
  3. RR=259 anchor_m=259 Swiss=11 | 珊瑚,潜水配重,飞鱼,喷射摩托,淬锋钢,潜行滑翔机
  4. RR=243 anchor_m=243 Swiss=11 | 鸦巢,救生圈,潜水配重,喷射摩托,淬锋钢
  5. RR=242 anchor_m=242 Swiss=10 | 潜行滑翔机,燃烧响炮,喷射摩托,打火机,绵鳚,珊瑚
  6. RR=241 anchor_m=241 Swiss=11 | 小冰镐,喷射摩托,珊瑚,潜行滑翔机,潜水配重,飞鱼
  7. RR=237 anchor_m=237 Swiss=10 | 潜行滑翔机,飞鱼,燃烧响炮,淬锋钢,喷射摩托,打火机
  8. RR=237 anchor_m=237 Swiss=10 | 飞鱼,燃烧响炮,潜行滑翔机,珊瑚,喷射摩托,打火机
  9. RR=228 anchor_m=228 Swiss=10 | 小冰镐,喷射摩托,珊瑚,手斧,飞鱼,潜行滑翔机
  10. RR=227 anchor_m=227 Swiss=10 | 救生圈,套娃,喷射摩托,淬锋钢,鸦巢
  11. RR=209 anchor_m=209 Swiss=9 | 龙涎香,喷射摩托,淬锋钢,鸦巢,救生圈
  12. RR=205 anchor_m=205 Swiss=10 | 潜行滑翔机,飞鱼,潜水配重,燃烧响炮,喷射摩托,打火机
  13. RR=203 anchor_m=203 Swiss=10 | 小冰镐,潜行滑翔机,喷射摩托,珍珠,潜水配重,飞鱼
  14. RR=201 anchor_m=201 Swiss=11 | 小冰镐,飞鱼,燃烧响炮,潜行滑翔机,喷射摩托,打火机
  15. RR=192 anchor_m=192 Swiss=10 | 潜行滑翔机,燃烧响炮,喷射摩托,打火机,藏刃匕首,珊瑚
  16. RR=188 anchor_m=184 Swiss=10 | 小冰镐,大钢弩,枪套,喷射摩托,套娃,潜水配重,飞鱼
  17. RR=185 anchor_m=185 Swiss=10 | 小冰镐,喷射摩托,套娃,潜水配重,飞鱼,潜行滑翔机
  18. RR=180 anchor_m=172 Swiss=10 | 枪套,大钢弩,小冰镐,喷射摩托,理查森先生,潜水配重,飞鱼
  19. RR=177 anchor_m=166 Swiss=10 | 大钢弩,小冰镐,喷射摩托,枪套,水草,潜水配重,飞鱼
  20. RR=193 anchor_m=132 Swiss=10 | 枪套,大钢弩,小冰镐,喷射摩托,绵鳚,潜水配重,飞鱼

[GDF] seeds: 填弹杆
[GDF] size=10 top 20
  1. RR=253 anchor_m=253 Swiss=11 | 小冰镐,套娃,水车,步枪,填弹杆,流星索
  2. RR=212 anchor_m=212 Swiss=10 | 小冰镐,水车,步枪,填弹杆,手雷,葡萄弹
  3. RR=201 anchor_m=201 Swiss=10 | 小冰镐,水车,步枪,填弹杆,手雷,流星索
  4. RR=200 anchor_m=200 Swiss=11 | 燃烧响炮,小冰镐,绵鳚,步枪,填弹杆,手雷,打火机,流星索
  5. RR=195 anchor_m=195 Swiss=11 | 珊瑚,小冰镐,水车,步枪,填弹杆,流星索
  6. RR=189 anchor_m=189 Swiss=10 | 流星索,填弹杆,步枪,水车,燃烧响炮,小冰镐
  7. RR=187 anchor_m=187 Swiss=10 | 流星索,小冰镐,绵鳚,步枪,填弹杆,手雷,手斧,葡萄弹
  8. RR=187 anchor_m=187 Swiss=10 | 小冰镐,燃烧响炮,标枪,绵鳚,步枪,填弹杆,手雷
  9. RR=188 anchor_m=182 Swiss=10 | 手斧,小冰镐,绵鳚,燃烧响炮,填弹杆,火炮,篝火
  10. RR=186 anchor_m=186 Swiss=10 | 小冰镐,藏刃匕首,水车,步枪,填弹杆,流星索
  11. RR=181 anchor_m=181 Swiss=10 | 流星索,手雷,填弹杆,步枪,水车,燃烧响炮
  12. RR=180 anchor_m=180 Swiss=11 | 小冰镐,水车,步枪,填弹杆,流星索,理查森先生
  13. RR=171 anchor_m=171 Swiss=11 | 燃烧响炮,手斧,小冰镐,绵鳚,步枪,填弹杆,手雷,流星索
  14. RR=170 anchor_m=170 Swiss=9 | 燃烧响炮,小冰镐,绵鳚,步枪,填弹杆,手雷,藏刃匕首,流星索
  15. RR=167 anchor_m=167 Swiss=10 | 标枪,小冰镐,绵鳚,步枪,填弹杆,手雷,葡萄弹
  16. RR=165 anchor_m=165 Swiss=9 | 燃烧响炮,小冰镐,绵鳚,步枪,填弹杆,鱼雷,流星索
  17. RR=164 anchor_m=164 Swiss=10 | 燃烧响炮,小冰镐,绵鳚,步枪,填弹杆,手雷,流星索,皮皮虾
  18. RR=162 anchor_m=162 Swiss=10 | 手斧,淬锋钢,水车,流星索,填弹杆,步枪
  19. RR=162 anchor_m=162 Swiss=10 | 手斧,步枪,填弹杆,手雷,葡萄弹,鱼雷,小冰镐
  20. RR=160 anchor_m=160 Swiss=10 | 小冰镐,水车,步枪,填弹杆,流星索,十手

[GDF] seeds: 大钢弩
[GDF] size=10 top 20
  1. RR=195 anchor_m=129 Swiss=10 | 皮皮虾,潜水配重,炮弹,烈酒杯,救生圈,大钢弩,枪套,理查森先生
  2. RR=190 anchor_m=189 Swiss=10 | 皮皮虾,潜水配重,拍立蚌,炮弹,烈酒杯,大钢弩,锁镰,流星索,枪套
  3. RR=191 anchor_m=184 Swiss=10 | 皮皮虾,潜水配重,拍立蚌,炮弹,烈酒杯,绵鳚,大钢弩,枪套,十手
  4. RR=189 anchor_m=184 Swiss=10 | 小冰镐,绵鳚,大钢弩,打火机,篝火,燃烧响炮,燃烧子弹,拍立蚌
  5. RR=186 anchor_m=186 Swiss=10 | 珊瑚护甲,绵鳚,救生圈,潜水配重,烈酒杯,炮弹,大钢弩
  6. RR=183 anchor_m=182 Swiss=10 | 拍立蚌,皮皮虾,盐钳海盗,潜水配重,炮弹,烈酒杯,绵鳚,大钢弩,枪套
  7. RR=182 anchor_m=175 Swiss=10 | 皮皮虾,潜水配重,理查森先生,拍立蚌,炮弹,烈酒杯,大钢弩,流星索,枪套
  8. RR=179 anchor_m=179 Swiss=10 | 皮皮虾,潜水配重,拍立蚌,套娃,炮弹,烈酒杯,大钢弩,流星索,枪套
  9. RR=176 anchor_m=174 Swiss=10 | 珊瑚护甲,绵鳚,救生圈,潜水配重,炮弹,大钢弩,珍珠
  10. RR=175 anchor_m=174 Swiss=9 | 抓钩,皮皮虾,潜水配重,炮弹,烈酒杯,救生圈,大钢弩,枪套
  11. RR=182 anchor_m=156 Swiss=11 | 珊瑚护甲,绵鳚,救生圈,水母,潜水配重,炮弹,大钢弩
  12. RR=172 anchor_m=172 Swiss=10 | 皮皮虾,潜水配重,炮弹,烈酒杯,救生圈,葡萄弹,大钢弩,枪套
  13. RR=172 anchor_m=172 Swiss=10 | 小冰镐,套娃,皮皮虾,拍立蚌,潜水配重,炮弹,烈酒杯,大钢弩,枪套
  14. RR=169 anchor_m=169 Swiss=9 | 拍立蚌,皮皮虾,潜水配重,手雷,炮弹,烈酒杯,绵鳚,大钢弩,枪套
  15. RR=175 anchor_m=156 Swiss=9 | 小冰镐,盐钳海盗,皮皮虾,拍立蚌,潜水配重,炮弹,烈酒杯,大钢弩,枪套
  16. RR=170 anchor_m=164 Swiss=10 | 十手,拍立蚌,皮皮虾,潜水配重,炮弹,烈酒杯,套娃,大钢弩,枪套
  17. RR=168 anchor_m=167 Swiss=10 | 皮皮虾,潜水配重,拍立蚌,藏刃匕首,炮弹,烈酒杯,大钢弩,流星索,枪套
  18. RR=166 anchor_m=166 Swiss=10 | 珊瑚护甲,绵鳚,迷幻蝠鲼,救生圈,潜水配重,炮弹,大钢弩
  19. RR=173 anchor_m=150 Swiss=11 | 救生圈,皮皮虾,潜水配重,十手,手雷,炮弹,烈酒杯,大钢弩
  20. RR=161 anchor_m=160 Swiss=10 | 珊瑚护甲,绵鳚,救生圈,潜水配重,炮弹,大钢弩,龙涎香

[GDF] seeds: 套娃
[GDF] size=10 top 20
  1. RR=228 anchor_m=64 Swiss=10 | 救生圈,藏刃匕首,套娃,带刃悬浮板,潜水配重,深潜器,淬锋钢
  2. RR=217 anchor_m=171 Swiss=10 | 小冰镐,手斧,湿件战服,套娃,带刃悬浮板,深潜器,淬锋钢
  3. RR=226 anchor_m=144 Swiss=11 | 小冰镐,流星索,深潜器,湿件战服,套娃,带刃悬浮板,淬锋钢
  4. RR=208 anchor_m=169 Swiss=10 | 小冰镐,深潜器,拍立蚌,湿件战服,套娃,带刃悬浮板,淬锋钢
  5. RR=199 anchor_m=154 Swiss=10 | 盐钳海盗,大钢弩,篝火,打火机,绵鳚,燃烧响炮,燃烧子弹,套娃
  6. RR=206 anchor_m=134 Swiss=9 | 救生圈,藏刃匕首,珊瑚,套娃,带刃悬浮板,深潜器,淬锋钢
  7. RR=186 anchor_m=153 Swiss=10 | 小冰镐,深潜器,湿件战服,手雷,套娃,带刃悬浮板,淬锋钢
  8. RR=193 anchor_m=138 Swiss=11 | 小冰镐,深潜器,十手,湿件战服,套娃,带刃悬浮板,淬锋钢
  9. RR=190 anchor_m=144 Swiss=9 | 舱底蠕虫,小冰镐,深潜器,湿件战服,套娃,带刃悬浮板,淬锋钢
  10. RR=195 anchor_m=121 Swiss=10 | 大钢弩,篝火,葡萄弹,打火机,绵鳚,燃烧响炮,燃烧子弹,套娃
  11. RR=171 anchor_m=168 Swiss=9 | 小冰镐,深潜器,水车,套娃,带刃悬浮板,淬锋钢
  12. RR=171 anchor_m=161 Swiss=10 | 独角鲸,小冰镐,手斧,葡萄弹,湿件战服,套娃,带刃悬浮板,淬锋钢
  13. RR=172 anchor_m=141 Swiss=10 | 小冰镐,藏刃匕首,手斧,葡萄弹,湿件战服,套娃,带刃悬浮板,淬锋钢
  14. RR=172 anchor_m=134 Swiss=10 | 左轮手枪,小冰镐,深潜器,湿件战服,套娃,带刃悬浮板,淬锋钢
  15. RR=186 anchor_m=101 Swiss=10 | 流星索,大钢弩,篝火,打火机,绵鳚,燃烧响炮,燃烧子弹,套娃
  16. RR=167 anchor_m=135 Swiss=10 | 海螺壳,小冰镐,深潜器,湿件战服,套娃,带刃悬浮板,淬锋钢
  17. RR=172 anchor_m=123 Swiss=11 | 靴里剑,大钢弩,篝火,打火机,绵鳚,燃烧响炮,燃烧子弹,套娃
  18. RR=169 anchor_m=125 Swiss=10 | 小冰镐,深潜器,靴里剑,湿件战服,套娃,带刃悬浮板,淬锋钢
  19. RR=173 anchor_m=108 Swiss=10 | 大钢弩,打火机,标枪,绵鳚,小冰镐,燃烧响炮,燃烧子弹,套娃
  20. RR=171 anchor_m=112 Swiss=11 | 海螺壳,救生圈,藏刃匕首,套娃,带刃悬浮板,深潜器,淬锋钢

[GDF] seeds: 定制准镜
[GDF] size=10 top 20
  1. RR=260 anchor_m=15 Swiss=9 | 定制准镜,吸血章鱼,淬锋钢,六分仪,潜水配重,沙滩充气球,牌桌
  2. RR=236 anchor_m=48 Swiss=9 | 定制准镜,吸血章鱼,迷幻蝠鲼,水车,淬锋钢,六分仪,潜水配重
  3. RR=253 anchor_m=10 Swiss=11 | 定制准镜,吸血章鱼,淬锋钢,六分仪,潜水配重,水车,拍立蚌
  4. RR=222 anchor_m=71 Swiss=10 | 定制准镜,吸血章鱼,迷幻蝠鲼,淬锋钢,枪套,六分仪,潜水配重,沙滩充气球
  5. RR=230 anchor_m=40 Swiss=10 | 定制准镜,吸血章鱼,码头缆索,淬锋钢,六分仪,潜水配重,沙滩充气球
  6. RR=210 anchor_m=43 Swiss=9 | 烈酒杯,定制准镜,吸血章鱼,淬锋钢,枪套,六分仪,潜水配重,沙滩充气球
  7. RR=202 anchor_m=57 Swiss=10 | 定制准镜,吸血章鱼,牌桌,淬锋钢,六分仪,潜水配重,炮弹,烈酒杯
  8. RR=195 anchor_m=70 Swiss=9 | 定制准镜,吸血章鱼,水车,淬锋钢,枪套,六分仪,潜水配重
  9. RR=202 anchor_m=43 Swiss=9 | 定制准镜,吸血章鱼,消音器,淬锋钢,六分仪,潜水配重,沙滩充气球,枪套
  10. RR=189 anchor_m=52 Swiss=9 | 定制准镜,吸血章鱼,烈酒杯,水车,淬锋钢,六分仪,潜水配重
  11. RR=204 anchor_m=22 Swiss=10 | 定制准镜,吸血章鱼,烈酒杯,淬锋钢,大钢弩,枪套,六分仪,潜水配重
  12. RR=171 anchor_m=64 Swiss=9 | 定制准镜,吸血章鱼,淬锋钢,枪套,雪怪蟹,六分仪,潜水配重,沙滩充气球
  13. RR=176 anchor_m=45 Swiss=10 | 定制准镜,吸血章鱼,烈酒杯,牌桌,淬锋钢,枪套,六分仪,潜水配重
  14. RR=169 anchor_m=58 Swiss=10 | 定制准镜,吸血章鱼,蔻森娜纹章,淬锋钢,枪套,六分仪,潜水配重,沙滩充气球
  15. RR=177 anchor_m=40 Swiss=10 | 烈酒杯,定制准镜,吸血章鱼,迷幻蝠鲼,淬锋钢,六分仪,潜水配重,沙滩充气球
  16. RR=171 anchor_m=52 Swiss=9 | 定制准镜,吸血章鱼,迷幻蝠鲼,淬锋钢,枪套,六分仪,潜水配重,星盘
  17. RR=145 anchor_m=103 Swiss=9 | 打火机,定制准镜,小冰镐,绵鳚,湿件战服,流星索,淬锋钢,飞鱼,燃烧响炮
  18. RR=172 anchor_m=40 Swiss=9 | 烈酒杯,定制准镜,吸血章鱼,淬锋钢,蔻森娜纹章,六分仪,潜水配重,沙滩充气球
  19. RR=159 anchor_m=64 Swiss=9 | 定制准镜,吸血章鱼,淬锋钢,六分仪,潜水配重,沙滩充气球,船首像
  20. RR=173 anchor_m=28 Swiss=10 | 定制准镜,集成式HUD,吸血章鱼,淬锋钢,枪套,六分仪,潜水配重,沙滩充气球

[GDF] seeds: 宠物石
[GDF] size=10 top 20
  1. RR=245 anchor_m=19 Swiss=10 | 救生圈,加速烙刀,篝火,打火机,燃烧子弹,燃烧响炮,宠物石
  2. RR=227 anchor_m=110 Swiss=11 | 加速烙刀,篝火,大钢弩,枪套,打火机,燃烧响炮,宠物石
  3. RR=240 anchor_m=22 Swiss=10 | 大钢弩,小冰镐,绵鳚,打火机,燃烧子弹,燃烧响炮,潜水配重,枪套,宠物石
  4. RR=233 anchor_m=34 Swiss=10 | 大钢弩,拍立蚌,小冰镐,绵鳚,打火机,燃烧子弹,燃烧响炮,枪套,宠物石
  5. RR=224 anchor_m=29 Swiss=10 | 大钢弩,小冰镐,绵鳚,打火机,燃烧子弹,燃烧响炮,珊瑚,枪套,宠物石
  6. RR=224 anchor_m=18 Swiss=11 | 加速烙刀,绵鳚,篝火,打火机,救生圈,燃烧响炮,宠物石
  7. RR=211 anchor_m=42 Swiss=10 | 大钢弩,小冰镐,绵鳚,流星索,打火机,燃烧子弹,燃烧响炮,枪套,宠物石
  8. RR=225 anchor_m=12 Swiss=10 | 大钢弩,藏刃匕首,小冰镐,绵鳚,打火机,燃烧子弹,燃烧响炮,枪套,宠物石
  9. RR=176 anchor_m=101 Swiss=10 | 救生圈,加速烙刀,篝火,枪套,打火机,燃烧响炮,宠物石
  10. RR=216 anchor_m=21 Swiss=10 | 加速烙刀,篝火,大钢弩,打火机,燃烧响炮,烈酒杯,宠物石
  11. RR=201 anchor_m=44 Swiss=10 | 大钢弩,小冰镐,绵鳚,打火机,燃烧子弹,葡萄弹,燃烧响炮,枪套,宠物石
  12. RR=199 anchor_m=47 Swiss=10 | 大钢弩,十手,小冰镐,绵鳚,打火机,燃烧子弹,燃烧响炮,枪套,宠物石
  13. RR=199 anchor_m=37 Swiss=11 | 大钢弩,小冰镐,绵鳚,打火机,套娃,燃烧子弹,燃烧响炮,枪套,宠物石
  14. RR=195 anchor_m=43 Swiss=11 | 雪怪蟹,大钢弩,小冰镐,绵鳚,打火机,燃烧子弹,燃烧响炮,枪套,宠物石
  15. RR=198 anchor_m=34 Swiss=10 | 大钢弩,理查森先生,小冰镐,绵鳚,打火机,燃烧子弹,燃烧响炮,枪套,宠物石
  16. RR=180 anchor_m=58 Swiss=10 | 大钢弩,小冰镐,绵鳚,打火机,燃烧子弹,燃烧响炮,枪套,蔻森娜纹章,宠物石
  17. RR=173 anchor_m=67 Swiss=10 | 大钢弩,小冰镐,绵鳚,打火机,燃烧子弹,燃烧响炮,蝶剑,枪套,宠物石
  18. RR=151 anchor_m=109 Swiss=9 | 加速烙刀,篝火,枪套,打火机,燃烧响炮,藏刃匕首,宠物石,套娃
  19. RR=187 anchor_m=32 Swiss=11 | 大钢弩,小冰镐,绵鳚,打火机,燃烧子弹,燃烧响炮,盐钳海盗,枪套,宠物石
  20. RR=186 anchor_m=32 Swiss=10 | 大钢弩,水草,小冰镐,绵鳚,打火机,燃烧子弹,燃烧响炮,枪套,宠物石

[GDF] seeds: 小冰镐
[GDF] size=10 top 20
  1. RR=232 anchor_m=106 Swiss=10 | 小冰镐,海螺壳,珊瑚,绵鳚,元素深水炸弹,雪怪蟹,毒须鲶,救生圈
  2. RR=231 anchor_m=109 Swiss=10 | 救生圈,小冰镐,珊瑚,水母,雪怪蟹,元素深水炸弹,绵鳚,海螺壳
  3. RR=225 anchor_m=113 Swiss=10 | 小冰镐,珊瑚,救生圈,水母,雪怪蟹,元素深水炸弹,绵鳚,水草
  4. RR=196 anchor_m=160 Swiss=9 | 燃烧响炮,燃烧子弹,打火机,大钢弩,绵鳚,加速烙刀,枪套,小冰镐
  5. RR=199 anchor_m=115 Swiss=10 | 小冰镐,珊瑚,救生圈,水母,雪怪蟹,元素深水炸弹,绵鳚,珍珠
  6. RR=205 anchor_m=100 Swiss=9 | 珍珠,小冰镐,珊瑚,绵鳚,元素深水炸弹,雪怪蟹,毒须鲶,救生圈
  7. RR=188 anchor_m=130 Swiss=9 | 小冰镐,珊瑚,救生圈,拍立蚌,水母,雪怪蟹,元素深水炸弹,绵鳚
  8. RR=203 anchor_m=92 Swiss=10 | 救生圈,小冰镐,珊瑚,水草,绵鳚,元素深水炸弹,雪怪蟹,毒须鲶
  9. RR=171 anchor_m=137 Swiss=9 | 燃烧响炮,燃烧子弹,打火机,绵鳚,加速烙刀,救生圈,枪套,小冰镐
  10. RR=174 anchor_m=129 Swiss=9 | 燃烧响炮,燃烧子弹,打火机,迷幻蝠鲼,潜水配重,绵鳚,小冰镐,枪套,大钢弩
  11. RR=192 anchor_m=77 Swiss=9 | 燃烧响炮,燃烧子弹,打火机,绵鳚,小冰镐,枪套,大钢弩,篝火
  12. RR=181 anchor_m=97 Swiss=9 | 珊瑚,枪套,燃烧响炮,救生圈,打火机,绵鳚,加速烙刀,小冰镐
  13. RR=173 anchor_m=112 Swiss=10 | 小冰镐,潜水配重,救生圈,珊瑚,绵鳚,元素深水炸弹,雪怪蟹,毒须鲶
  14. RR=176 anchor_m=103 Swiss=10 | 燃烧响炮,燃烧子弹,打火机,潜水配重,绵鳚,小冰镐,枪套,藏刃匕首,大钢弩
  15. RR=167 anchor_m=121 Swiss=9 | 燃烧响炮,燃烧子弹,打火机,吸血章鱼,潜水配重,绵鳚,小冰镐,枪套,大钢弩
  16. RR=165 anchor_m=118 Swiss=9 | 小冰镐,救生圈,珊瑚,潜水配重,水母,雪怪蟹,元素深水炸弹,绵鳚
  17. RR=160 anchor_m=123 Swiss=9 | 燃烧响炮,燃烧子弹,打火机,水草,潜水配重,绵鳚,小冰镐,枪套,大钢弩
  18. RR=182 anchor_m=78 Swiss=9 | 燃烧响炮,燃烧子弹,打火机,绵鳚,标枪,小冰镐,枪套,大钢弩
  19. RR=165 anchor_m=111 Swiss=9 | 小冰镐,珊瑚,绵鳚,元素深水炸弹,雪怪蟹,毒须鲶,救生圈,食人鱼
  20. RR=164 anchor_m=112 Swiss=10 | 燃烧响炮,燃烧子弹,打火机,潜水配重,绵鳚,小冰镐,枪套,靴里剑,大钢弩

[GDF] seeds: 左轮手枪
[GDF] size=10 top 20
  1. RR=283 anchor_m=96 Swiss=11 | 救生圈,枪套,燃烧响炮,加速烙刀,绵鳚,打火机,燃烧子弹,左轮手枪
  2. RR=190 anchor_m=183 Swiss=10 | 燃烧响炮,枪套,加速烙刀,绵鳚,大钢弩,打火机,燃烧子弹,左轮手枪
  3. RR=274 anchor_m=11 Swiss=11 | 救生圈,燃烧响炮,篝火,绵鳚,加速烙刀,打火机,左轮手枪
  4. RR=235 anchor_m=59 Swiss=10 | 燃烧响炮,加速烙刀,绵鳚,打火机,燃烧子弹,左轮手枪,烈酒杯,救生圈
  5. RR=191 anchor_m=137 Swiss=11 | 燃烧响炮,绵鳚,标枪,打火机,燃烧子弹,左轮手枪,手斧,大钢弩
  6. RR=222 anchor_m=71 Swiss=10 | 燃烧响炮,篝火,加速烙刀,枪套,打火机,救生圈,左轮手枪
  7. RR=248 anchor_m=7 Swiss=10 | 救生圈,燃烧响炮,篝火,加速烙刀,燃烧子弹,打火机,左轮手枪
  8. RR=211 anchor_m=80 Swiss=11 | 燃烧响炮,枪套,加速烙刀,绵鳚,珊瑚护甲,打火机,燃烧子弹,左轮手枪
  9. RR=176 anchor_m=140 Swiss=10 | 燃烧响炮,绵鳚,打火机,左轮手枪,火炮,拍立蚌,手斧,鱼雷
  10. RR=182 anchor_m=124 Swiss=10 | 手斧,救生圈,燃烧响炮,加速烙刀,绵鳚,打火机,燃烧子弹,左轮手枪
  11. RR=188 anchor_m=109 Swiss=10 | 拍立蚌,燃烧响炮,绵鳚,打火机,左轮手枪,火炮,鱼雷,流星索
  12. RR=181 anchor_m=111 Swiss=10 | 拍立蚌,燃烧响炮,绵鳚,打火机,手雷,左轮手枪,火炮,鱼雷
  13. RR=163 anchor_m=139 Swiss=10 | 燃烧响炮,绵鳚,打火机,燃烧子弹,左轮手枪,葡萄弹,拍立蚌,鱼雷,枪套
  14. RR=181 anchor_m=95 Swiss=10 | 小冰镐,篝火,燃烧响炮,珊瑚护甲,绵鳚,打火机,燃烧子弹,左轮手枪
  15. RR=157 anchor_m=138 Swiss=9 | 燃烧响炮,绵鳚,打火机,燃烧子弹,左轮手枪,枪套,流星索,大钢弩,理查森先生
  16. RR=168 anchor_m=114 Swiss=9 | 燃烧响炮,绵鳚,打火机,拍立蚌,左轮手枪,火炮,葡萄弹,鱼雷
  17. RR=165 anchor_m=104 Swiss=10 | 燃烧响炮,绵鳚,潜水配重,流星索,打火机,左轮手枪,火炮,鱼雷
  18. RR=187 anchor_m=57 Swiss=10 | 燃烧响炮,珊瑚,枪套,加速烙刀,绵鳚,打火机,燃烧子弹,左轮手枪,理查森先生
  19. RR=163 anchor_m=95 Swiss=10 | 蔻森娜纹章,救生圈,燃烧响炮,加速烙刀,绵鳚,打火机,燃烧子弹,左轮手枪
  20. RR=204 anchor_m=12 Swiss=10 | 燃烧响炮,篝火,加速烙刀,珊瑚,打火机,左轮手枪,救生圈

[GDF] seeds: 带刃悬浮板
[GDF] size=10 top 20
  1. RR=258 anchor_m=258 Swiss=11 | 鸦巢,淬锋钢,带刃悬浮板,潜水配重,船长舱
  2. RR=253 anchor_m=253 Swiss=11 | 淬锋钢,带刃悬浮板,潜水配重,深潜器,水车,拍立蚌
  3. RR=221 anchor_m=221 Swiss=10 | 拍立蚌,淬锋钢,带刃悬浮板,潜水配重,船舵,船长舱
  4. RR=218 anchor_m=218 Swiss=11 | 淬锋钢,带刃悬浮板,潜水配重,炮弹,鸦巢,深潜器
  5. RR=203 anchor_m=203 Swiss=10 | 拍立蚌,淬锋钢,带刃悬浮板,潜水配重,船长舱,海影宝驹
  6. RR=201 anchor_m=201 Swiss=11 | 淬锋钢,带刃悬浮板,潜水配重,深潜器,鸦巢,拍立蚌
  7. RR=198 anchor_m=198 Swiss=10 | 枪套,淬锋钢,带刃悬浮板,潜水配重,深潜器,鸦巢
  8. RR=197 anchor_m=197 Swiss=10 | 淬锋钢,带刃悬浮板,潜水配重,船长舱,码头缆索,拍立蚌
  9. RR=189 anchor_m=189 Swiss=10 | 淬锋钢,带刃悬浮板,潜水配重,船长舱,海影宝驹,枪套
  10. RR=185 anchor_m=185 Swiss=10 | 枪套,淬锋钢,带刃悬浮板,潜水配重,船长舱,码头缆索
  11. RR=180 anchor_m=180 Swiss=10 | 鸦巢,淬锋钢,带刃悬浮板,潜水配重,深潜器,迷幻蝠鲼
  12. RR=177 anchor_m=177 Swiss=11 | 水草,淬锋钢,带刃悬浮板,潜水配重,深潜器,鸦巢
  13. RR=174 anchor_m=174 Swiss=10 | 船长舱,淬锋钢,带刃悬浮板,潜水配重,炮弹,深潜器
  14. RR=174 anchor_m=174 Swiss=10 | 淬锋钢,带刃悬浮板,潜水配重,深潜器,鸦巢,消音器
  15. RR=172 anchor_m=172 Swiss=9 | 淬锋钢,带刃悬浮板,潜水配重,理查森先生,深潜器,鸦巢
  16. RR=169 anchor_m=169 Swiss=10 | 船长舱,淬锋钢,带刃悬浮板,潜水配重,救生圈,拍立蚌
  17. RR=169 anchor_m=169 Swiss=10 | 枪套,淬锋钢,带刃悬浮板,潜水配重,船长舱,救生圈
  18. RR=166 anchor_m=166 Swiss=10 | 淬锋钢,带刃悬浮板,潜水配重,船舵,深潜器,救生圈
  19. RR=166 anchor_m=166 Swiss=10 | 淬锋钢,带刃悬浮板,潜水配重,船长舱,珊瑚,海影宝驹
  20. RR=164 anchor_m=164 Swiss=10 | 珊瑚,淬锋钢,带刃悬浮板,潜水配重,深潜器,鸦巢

[GDF] seeds: 幽渊鮟鱇
[GDF] size=10 top 20
  1. RR=222 anchor_m=213 Swiss=11 | 救生圈,拍立蚌,幽渊鮟鱇,十手,火药角,烈酒杯,皮皮虾,燃烧响炮
  2. RR=219 anchor_m=217 Swiss=9 | 火药角,烈酒杯,救生圈,十手,拍立蚌,幽渊鮟鱇,迷幻蝠鲼,皮皮虾
