# gdf_enumerate_anchor_top1: full Top-K per anchor (last size tier only)
[GDF] seeds: 三花
[GDF] size=6 top 20
  1. RR=262 anchor_m=246 Swiss=9 | 靴里剑,三花,左轮手枪,手斧,鲨齿爪
  6. RR=207 anchor_m=182 Swiss=8 | 鲨齿爪,手斧,飞鱼,迷你弯刀,舱底蠕虫
  7. RR=213 anchor_m=166 Swiss=9 | 水草,淬锋钢,马龙鱼,飞鱼,独角鲸
  8. RR=213 anchor_m=164 Swiss=8 | 鲨齿爪,手斧,飞鱼,左轮手枪,舱底蠕虫
  9. RR=196 anchor_m=191 Swiss=8 | 水草,马龙鱼,抓钩,淬锋钢,飞鱼
  10. RR=197 anchor_m=174 Swiss=8 | 马龙鱼,手斧,淬锋钢,靴里剑,飞鱼
  11. RR=199 anchor_m=169 Swiss=8 | 鲨齿爪,手斧,独角鲸,飞鱼,舱底蠕虫
  12. RR=233 anchor_m=85 Swiss=8 | 水草,马龙鱼,水母,飞鱼,淬锋钢
  13. RR=200 anchor_m=147 Swiss=9 | 马龙鱼,绵鳚,淬锋钢,手斧,飞鱼
  14. RR=186 anchor_m=166 Swiss=8 | 水草,靴里剑,淬锋钢,飞鱼,马龙鱼
  15. RR=176 anchor_m=162 Swiss=8 | 水草,淬锋钢,飞鱼,藏刃匕首,马龙鱼
  16. RR=175 anchor_m=162 Swiss=8 | 水草,淬锋钢,飞鱼,弹簧刀,武士刀
  17. RR=170 anchor_m=170 Swiss=8 | 水草,淬锋钢,飞鱼,食人鱼,马龙鱼
  18. RR=181 anchor_m=135 Swiss=8 | 毒须鲶,马龙鱼,弹簧刀,淬锋钢,飞鱼
  19. RR=161 anchor_m=161 Swiss=8 | 水草,淬锋钢,飞鱼,手雷,马龙鱼
  20. RR=210 anchor_m=63 Swiss=8 | 水草,淬锋钢,飞鱼,马龙鱼,珍珠

[GDF] seeds: 食人鱼
[GDF] size=6 top 20
  1. RR=256 anchor_m=119 Swiss=8 | 食人鱼,淬锋钢,绵鳚,马龙鱼,水草
  2. RR=254 anchor_m=90 Swiss=9 | 食人鱼,淬锋钢,绵鳚,马龙鱼,燃烧响炮
  3. RR=238 anchor_m=100 Swiss=9 | 食人鱼,皮皮虾,迷幻蝠鲼,毒须鲶,绵鳚,水草
  4. RR=243 anchor_m=72 Swiss=8 | 珊瑚,食人鱼,淬锋钢,绵鳚,马龙鱼
  5. RR=234 anchor_m=78 Swiss=9 | 食人鱼,打火机,淬锋钢,绵鳚,马龙鱼
  6. RR=238 anchor_m=70 Swiss=9 | 舱底蠕虫,食人鱼,淬锋钢,绵鳚,马龙鱼
  7. RR=232 anchor_m=77 Swiss=9 | 手斧,食人鱼,淬锋钢,绵鳚,马龙鱼
  8. RR=214 anchor_m=85 Swiss=8 | 靴里剑,手斧,食人鱼,淬锋钢,马龙鱼
  9. RR=203 anchor_m=66 Swiss=10 | 马龙鱼,弹簧刀,食人鱼,淬锋钢,飞鱼
  10. RR=179 anchor_m=96 Swiss=9 | 食人鱼,鲨齿爪,淬锋钢,马龙鱼
  11. RR=186 anchor_m=77 Swiss=9 | 舱底蠕虫,食人鱼,鲨齿爪,淬锋钢,靴里剑
  12. RR=192 anchor_m=53 Swiss=8 | 靴里剑,食人鱼,淬锋钢,弹簧刀,马龙鱼
  13. RR=177 anchor_m=77 Swiss=8 | 独角鲸,手斧,食人鱼,淬锋钢,马龙鱼
  14. RR=181 anchor_m=68 Swiss=9 | 藏刃匕首,食人鱼,手斧,淬锋钢,马龙鱼
  15. RR=163 anchor_m=103 Swiss=8 | 食人鱼,雪怪蟹,毒须鲶,绵鳚,水草,海螺壳
  16. RR=177 anchor_m=72 Swiss=9 | 舱底蠕虫,食人鱼,淬锋钢,马龙鱼,水草
  17. RR=175 anchor_m=76 Swiss=8 | 左轮手枪,手斧,食人鱼,淬锋钢,马龙鱼
  18. RR=166 anchor_m=91 Swiss=8 | 食人鱼,淬锋钢,绵鳚,马龙鱼,珍珠
  19. RR=148 anchor_m=120 Swiss=8 | 海螺壳,食人鱼,水母,毒须鲶,绵鳚,水草
  20. RR=171 anchor_m=63 Swiss=8 | 舱底蠕虫,食人鱼,淬锋钢,鲨齿爪,独角鲸

[GDF] seeds: 马龙鱼
[GDF] size=6 top 20
  1. RR=239 anchor_m=239 Swiss=9 | 救生圈,马龙鱼,水草,淬锋钢
  2. RR=236 anchor_m=236 Swiss=9 | 舱底蠕虫,手斧,淬锋钢,绵鳚,马龙鱼
  3. RR=223 anchor_m=223 Swiss=8 | 沙滩充气球,淬锋钢,马龙鱼,弹簧刀
  4. RR=215 anchor_m=215 Swiss=9 | 葡萄弹,燃烧响炮,淬锋钢,绵鳚,马龙鱼
  5. RR=212 anchor_m=212 Swiss=8 | 水草,淬锋钢,马龙鱼,迷幻蝠鲼,水母
  6. RR=211 anchor_m=211 Swiss=8 | 水草,飞鱼,淬锋钢,绵鳚,马龙鱼
  7. RR=197 anchor_m=197 Swiss=8 | 水草,淬锋钢,马龙鱼,迷幻蝠鲼,毒须鲶
  8. RR=196 anchor_m=196 Swiss=9 | 救生圈,淬锋钢,马龙鱼,海螺壳
  9. RR=195 anchor_m=195 Swiss=8 | 水草,淬锋钢,马龙鱼,迷幻蝠鲼,珍珠
  10. RR=190 anchor_m=190 Swiss=10 | 海螺壳,飞鱼,淬锋钢,绵鳚,马龙鱼
  11. RR=189 anchor_m=189 Swiss=9 | 淬锋钢,马龙鱼,弹簧刀,武士刀
  12. RR=187 anchor_m=187 Swiss=8 | 马龙鱼,海螺壳,水草,珊瑚,淬锋钢
  13. RR=182 anchor_m=182 Swiss=8 | 鲨齿爪,淬锋钢,绵鳚,马龙鱼
  14. RR=181 anchor_m=181 Swiss=9 | 珊瑚,舱底蠕虫,淬锋钢,绵鳚,马龙鱼
  15. RR=179 anchor_m=179 Swiss=8 | 舱底蠕虫,燃烧响炮,淬锋钢,绵鳚,马龙鱼
  16. RR=175 anchor_m=172 Swiss=8 | 舱底蠕虫,手雷,手斧,淬锋钢,马龙鱼
  17. RR=173 anchor_m=173 Swiss=9 | 燃烧响炮,打火机,淬锋钢,绵鳚,马龙鱼
  18. RR=170 anchor_m=170 Swiss=8 | 飞鱼,燃烧响炮,淬锋钢,绵鳚,马龙鱼
  19. RR=168 anchor_m=168 Swiss=8 | 舱底蠕虫,靴里剑,淬锋钢,绵鳚,马龙鱼
  20. RR=165 anchor_m=165 Swiss=8 | 水草,淬锋钢,舱底蠕虫,弹簧刀,马龙鱼

[GDF] seeds: 鱼饵
[GDF] size=6 top 20
  1. RR=241 anchor_m=18 Swiss=9 | 淬锋钢,飞鱼,弹簧刀,马龙鱼,鱼饵
  2. RR=232 anchor_m=150 Swiss=8 | 鱼饵,淬锋钢,飞鱼,弹簧刀,独角鲸,水草
  3. RR=233 anchor_m=115 Swiss=8 | 鱼饵,水母,雪怪蟹,毒须鲶,绵鳚,水草
  4. RR=199 anchor_m=153 Swiss=9 | 毒须鲶,海螺壳,淬锋钢,飞鱼,鱼饵,水草
  5. RR=182 anchor_m=166 Swiss=9 | 淬锋钢,飞鱼,鱼饵,水草,海螺壳,珊瑚
  6. RR=180 anchor_m=164 Swiss=9 | 海螺壳,鱼饵,淬锋钢,飞鱼,独角鲸,水草
  7. RR=186 anchor_m=149 Swiss=8 | 珊瑚,鱼饵,淬锋钢,独角鲸,海螺壳,水草
  8. RR=232 anchor_m=52 Swiss=9 | 舱底蠕虫,鱼饵,淬锋钢,绵鳚,马龙鱼
  9. RR=198 anchor_m=97 Swiss=9 | 鱼饵,雪怪蟹,毒须鲶,绵鳚,水草,海螺壳
  10. RR=173 anchor_m=144 Swiss=8 | 海螺壳,水草,鱼饵,淬锋钢,珍珠,独角鲸
  11. RR=177 anchor_m=132 Swiss=8 | 毒须鲶,雪怪蟹,水母,鱼饵,海螺壳,水草
  12. RR=224 anchor_m=35 Swiss=9 | 舱底蠕虫,鱼饵,淬锋钢,弹簧刀,马龙鱼
  13. RR=219 anchor_m=39 Swiss=9 | 舱底蠕虫,水草,鱼饵,马龙鱼,淬锋钢
  14. RR=211 anchor_m=54 Swiss=8 | 淬锋钢,飞鱼,鱼饵,马龙鱼,水草
  15. RR=162 anchor_m=130 Swiss=9 | 舱底蠕虫,水草,鱼饵,海螺壳,飞鱼,淬锋钢
  16. RR=171 anchor_m=110 Swiss=8 | 鱼饵,淬锋钢,木桶,独角鲸,水草
  17. RR=156 anchor_m=136 Swiss=8 | 鱼饵,珍珠,雪怪蟹,毒须鲶,绵鳚,水草
  18. RR=172 anchor_m=102 Swiss=8 | 舱底蠕虫,水草,鱼饵,弹簧刀,飞鱼,淬锋钢
  19. RR=183 anchor_m=78 Swiss=8 | 鱼饵,钓鱼竿,毒须鲶,绵鳚,水草
  20. RR=171 anchor_m=100 Swiss=8 | 鱼饵,雪怪蟹,毒须鲶,绵鳚,水草,打火机

[GDF] seeds: 鲨齿爪
[GDF] size=6 top 20
  1. RR=282 anchor_m=282 Swiss=10 | 靴里剑,鲨齿爪,左轮手枪,葡萄弹,手斧
  2. RR=268 anchor_m=268 Swiss=9 | 舱底蠕虫,鲨齿爪,葡萄弹,手斧,左轮手枪
  3. RR=263 anchor_m=263 Swiss=8 | 鲨齿爪,左轮手枪,流星索,葡萄弹,手斧
  4. RR=255 anchor_m=255 Swiss=9 | 鲨齿爪,左轮手枪,弹簧刀,葡萄弹,手斧
  5. RR=249 anchor_m=249 Swiss=9 | 鲨齿爪,左轮手枪,刺刀,葡萄弹,手斧
  6. RR=237 anchor_m=237 Swiss=9 | 流星索,靴里剑,手斧,迷你弯刀,鲨齿爪
  7. RR=233 anchor_m=233 Swiss=9 | 鲨齿爪,左轮手枪,刺刀,靴里剑,手斧
  8. RR=220 anchor_m=220 Swiss=9 | 靴里剑,舱底蠕虫,鲨齿爪,手斧,左轮手枪
  9. RR=219 anchor_m=219 Swiss=8 | 流星索,手斧,迷你弯刀,刺刀,鲨齿爪
  10. RR=213 anchor_m=213 Swiss=9 | 舱底蠕虫,抓钩,手斧,靴里剑,鲨齿爪
  11. RR=213 anchor_m=213 Swiss=9 | 鲨齿爪,左轮手枪,抓钩,葡萄弹,手斧
  12. RR=213 anchor_m=213 Swiss=8 | 鲨齿爪,左轮手枪,葡萄弹,手斧,独角鲸
  13. RR=213 anchor_m=213 Swiss=8 | 鲨齿爪,弹簧刀,左轮手枪,手斧,靴里剑
  14. RR=208 anchor_m=208 Swiss=8 | 舱底蠕虫,鲨齿爪,手斧,淬锋钢,左轮手枪
  15. RR=207 anchor_m=207 Swiss=8 | 鲨齿爪,左轮手枪,迷你弯刀,葡萄弹,手斧
  16. RR=204 anchor_m=204 Swiss=8 | 鲨齿爪,左轮手枪,三花,葡萄弹,手斧
  17. RR=186 anchor_m=186 Swiss=8 | 鲨齿爪,左轮手枪,藏刃匕首,葡萄弹,手斧
  18. RR=178 anchor_m=178 Swiss=8 | 舱底蠕虫,鲨齿爪,手斧,左轮手枪,刺刀
  19. RR=172 anchor_m=172 Swiss=8 | 手斧,靴里剑,迷你弯刀,鲨齿爪,舱底蠕虫
  20. RR=169 anchor_m=169 Swiss=8 | 舱底蠕虫,鲨齿爪,马龙鱼,淬锋钢

[GDF] seeds: 鹦鹉皮特
[GDF] size=6 top 20
  1. RR=277 anchor_m=154 Swiss=9 | 燃烧响炮,火炮,鹦鹉皮特,绵鳚,打火机
  2. RR=271 anchor_m=270 Swiss=9 | 燃烧响炮,流星索,皮皮虾,鹦鹉皮特,绵鳚,打火机
  3. RR=260 anchor_m=248 Swiss=8 | 燃烧响炮,皮皮虾,迷幻蝠鲼,鹦鹉皮特,绵鳚,打火机
  4. RR=239 anchor_m=232 Swiss=9 | 救生圈,燃烧响炮,鹦鹉皮特,绵鳚,打火机
  5. RR=233 anchor_m=233 Swiss=8 | 手斧,燃烧响炮,葡萄弹,鹦鹉皮特,绵鳚,打火机
  6. RR=233 anchor_m=233 Swiss=8 | 燃烧响炮,皮皮虾,鹦鹉皮特,绵鳚,打火机,珊瑚
  7. RR=229 anchor_m=229 Swiss=8 | 燃烧响炮,淬锋钢,葡萄弹,鹦鹉皮特,绵鳚,打火机
  8. RR=227 anchor_m=227 Swiss=9 | 燃烧响炮,葡萄弹,皮皮虾,鹦鹉皮特,绵鳚,打火机
  9. RR=215 anchor_m=215 Swiss=8 | 飞鱼,鹦鹉皮特,绵鳚,打火机,珊瑚,燃烧响炮
  10. RR=212 anchor_m=208 Swiss=8 | 燃烧响炮,珊瑚,葡萄弹,鹦鹉皮特,绵鳚,打火机
  11. RR=255 anchor_m=102 Swiss=10 | 海螺壳,水草,绵鳚,毒须鲶,迷幻蝠鲼,鹦鹉皮特
  12. RR=200 anchor_m=199 Swiss=8 | 珊瑚,毒须鲶,鹦鹉皮特,绵鳚,打火机,燃烧响炮
  13. RR=199 anchor_m=199 Swiss=8 | 葡萄弹,燃烧响炮,靴里剑,鹦鹉皮特,绵鳚,打火机
  14. RR=199 anchor_m=199 Swiss=8 | 飞鱼,鹦鹉皮特,绵鳚,打火机,燃烧响炮,水草
  15. RR=250 anchor_m=86 Swiss=9 | 珊瑚,水草,绵鳚,毒须鲶,迷幻蝠鲼,鹦鹉皮特
  16. RR=195 anchor_m=195 Swiss=8 | 水草,燃烧响炮,迷幻蝠鲼,鹦鹉皮特,绵鳚,打火机
  17. RR=230 anchor_m=117 Swiss=9 | 珍珠,水草,绵鳚,毒须鲶,迷幻蝠鲼,鹦鹉皮特
  18. RR=187 anchor_m=187 Swiss=8 | 靴里剑,淬锋钢,燃烧响炮,鹦鹉皮特,绵鳚,打火机
  19. RR=188 anchor_m=185 Swiss=7 | 淬锋钢,珊瑚,燃烧响炮,鹦鹉皮特,绵鳚,打火机
  20. RR=182 anchor_m=182 Swiss=9 | 葡萄弹,飞鱼,鹦鹉皮特,绵鳚,打火机,燃烧响炮

[GDF] seeds: 龙涎香
[GDF] size=6 top 20
  1. RR=279 anchor_m=49 Swiss=10 | 龙涎香,马龙鱼,弹簧刀,飞鱼,淬锋钢
  2. RR=261 anchor_m=49 Swiss=9 | 龙涎香,马龙鱼,绵鳚,淬锋钢,舱底蠕虫
  3. RR=254 anchor_m=42 Swiss=8 | 水草,龙涎香,马龙鱼,绵鳚,淬锋钢
  4. RR=239 anchor_m=48 Swiss=9 | 龙涎香,飞鱼,淬锋钢,手斧,马龙鱼
  5. RR=227 anchor_m=71 Swiss=9 | 海螺壳,龙涎香,马龙鱼,绵鳚,淬锋钢
  6. RR=226 anchor_m=48 Swiss=8 | 龙涎香,淬锋钢,手斧,弹簧刀,马龙鱼
  7. RR=224 anchor_m=45 Swiss=9 | 龙涎香,马龙鱼,绵鳚,淬锋钢,飞鱼
  8. RR=200 anchor_m=78 Swiss=9 | 龙涎香,马龙鱼,飞鱼,淬锋钢,水草
  9. RR=221 anchor_m=24 Swiss=9 | 燃烧响炮,龙涎香,马龙鱼,绵鳚,淬锋钢
  10. RR=210 anchor_m=41 Swiss=8 | 龙涎香,舱底蠕虫,淬锋钢,弹簧刀,马龙鱼
  11. RR=204 anchor_m=46 Swiss=8 | 龙涎香,马龙鱼,绵鳚,淬锋钢,手斧
  12. RR=212 anchor_m=29 Swiss=8 | 藏刃匕首,淬锋钢,绵鳚,马龙鱼,龙涎香
  13. RR=206 anchor_m=32 Swiss=8 | 龙涎香,淬锋钢,舱底蠕虫,手斧,马龙鱼
  14. RR=200 anchor_m=42 Swiss=8 | 龙涎香,马龙鱼,绵鳚,淬锋钢,珊瑚
  15. RR=181 anchor_m=58 Swiss=9 | 龙涎香,马龙鱼,绵鳚,淬锋钢,独角鲸
  16. RR=178 anchor_m=62 Swiss=8 | 龙涎香,马龙鱼,绵鳚,淬锋钢,左轮手枪
  17. RR=181 anchor_m=50 Swiss=8 | 龙涎香,武士刀,弹簧刀,飞鱼,淬锋钢
  18. RR=185 anchor_m=41 Swiss=9 | 龙涎香,马龙鱼,靴里剑,飞鱼,淬锋钢
  19. RR=174 anchor_m=56 Swiss=8 | 水草,淬锋钢,龙涎香,独角鲸,马龙鱼
  20. RR=188 anchor_m=22 Swiss=8 | 龙涎香,靴里剑,淬锋钢,手斧,马龙鱼
