# gdf_enumerate_anchor_top1: full Top-K per anchor (last size tier only)
[GDF] seeds: 云精灵
[GDF] size=8 top 20
  1. RR=258 anchor_m=85 Swiss=10 | 红宝石,火焰药水,彩虹药水,鳄鱼眼泪,香炉,煅烧釜,云精灵
  1. RR=286 anchor_m=113 Swiss=10 | 鳄鱼眼泪,毒液注射,真菌孢子,翡翠,地刺陷阱,笔与墨,倒刺利爪,毒液
  2. RR=234 anchor_m=234 Swiss=9 | 翡翠,真菌孢子,黑玫瑰,毒液注射,腐朽圣像,笔与墨,毒液
  3. RR=249 anchor_m=190 Swiss=9 | 毒液注射,真菌孢子,毒蜥,翡翠,地刺陷阱,笔与墨,倒刺利爪,毒液
  4. RR=224 anchor_m=224 Swiss=9 | 彩虹药水,曲颈甑,真菌孢子,毒蜥,笔与墨,毒液,翡翠
  5. RR=247 anchor_m=177 Swiss=9 | 彩虹药水,毒液注射,真菌孢子,翡翠,地刺陷阱,笔与墨,倒刺利爪,毒液
  6. RR=220 anchor_m=220 Swiss=8 | 毒液注射,真菌孢子,翡翠,笔与墨,倒刺利爪,毒液,蜡烛
  7. RR=218 anchor_m=218 Swiss=9 | 彩虹药水,翡翠,真菌孢子,毒芹,笔与墨,蜡烛,毒液
  8. RR=217 anchor_m=208 Swiss=9 | 水蛭,笔与墨,翡翠,真菌孢子,腐朽圣像,毒液注射
  9. RR=212 anchor_m=212 Swiss=9 | 曲颈甑,彩虹药水,真菌孢子,笔与墨,毒液,毒液注射,翡翠
  10. RR=205 anchor_m=205 Swiss=8 | 蜡烛,彩虹药水,毒蜥,翡翠,真菌孢子,笔与墨,毒液
  11. RR=209 anchor_m=191 Swiss=8 | 毒液注射,水蛭,曲颈甑,真菌孢子,笔与墨,翡翠
  12. RR=203 anchor_m=203 Swiss=8 | 腐朽圣像,彩虹药水,毒蜥,翡翠,真菌孢子,笔与墨,毒液
  13. RR=202 anchor_m=202 Swiss=8 | 毒蜥,笔与墨,毒液,翡翠,真菌孢子,腐朽圣像,毒液注射
  14. RR=202 anchor_m=202 Swiss=8 | 毒液注射,彩虹药水,腐朽圣像,翡翠,真菌孢子,笔与墨,毒液
  15. RR=199 anchor_m=199 Swiss=8 | 毒液注射,彩虹药水,翡翠,真菌孢子,笔与墨,蜡烛,毒液
  16. RR=195 anchor_m=195 Swiss=9 | 笔与墨,毒液,翡翠,真菌孢子,贤者之石,腐朽圣像,毒液注射
  17. RR=198 anchor_m=174 Swiss=8 | 毒液注射,曲颈甑,真菌孢子,笔与墨,倒刺利爪,毒液,翡翠
  18. RR=188 anchor_m=188 Swiss=8 | 曲颈甑,腐朽圣像,笔与墨,毒液,翡翠,真菌孢子
  19. RR=188 anchor_m=188 Swiss=8 | 曲颈甑,彩虹药水,翡翠,真菌孢子,毒芹,笔与墨,毒液
  20. RR=189 anchor_m=167 Swiss=8 | 笔与墨,倒刺利爪,毒液,翡翠,真菌孢子,腐朽圣像,毒液注射

[GDF] seeds: 红宝石
[GDF] size=8 top 20
  1. RR=287 anchor_m=287 Swiss=9 | 彩虹药水,蜡烛,红宝石,碎瓶,香炉,瓶装闪电,火焰药水
  2. RR=261 anchor_m=261 Swiss=9 | 碎瓶,蜡烛,火焰药水,塔兹迪亚匕首,红宝石,香炉,瓶装闪电
  3. RR=251 anchor_m=251 Swiss=10 | 碎瓶,地刺陷阱,蜡烛,火焰药水,红宝石,香炉,瓶装闪电
  4. RR=248 anchor_m=248 Swiss=9 | 碎瓶,蜡烛,火焰药水,红宝石,香炉,瓶装闪电,蛇怪之牙
  5. RR=247 anchor_m=246 Swiss=9 | 彩虹药水,蜡烛,红宝石,碎瓶,香炉,火焰药水,塔兹迪亚匕首
  6. RR=239 anchor_m=236 Swiss=9 | 碎瓶,蜡烛,火焰药水,红宝石,手术刀,香炉,瓶装闪电
  7. RR=238 anchor_m=238 Swiss=9 | 碎瓶,蜡烛,火焰药水,红宝石,贤者之石,香炉,瓶装闪电
  8. RR=234 anchor_m=234 Swiss=8 | 碎瓶,蜡烛,火焰药水,红宝石,香炉,拆信刀,瓶装闪电
  9. RR=232 anchor_m=232 Swiss=8 | 贤者之石,彩虹药水,蜡烛,红宝石,香炉,火焰药水,瓶装闪电
  10. RR=222 anchor_m=221 Swiss=9 | 彩虹药水,蜡烛,红宝石,香炉,手术刀,火焰药水,瓶装闪电
  11. RR=221 anchor_m=221 Swiss=8 | 贤者之石,彩虹药水,蜡烛,红宝石,香炉,碎瓶,火焰药水
  12. RR=215 anchor_m=203 Swiss=8 | 蛇怪之牙,彩虹药水,蜡烛,红宝石,碎瓶,香炉,火焰药水
  13. RR=206 anchor_m=206 Swiss=8 | 彩虹药水,蜡烛,红宝石,香炉,火焰药水,瓶装闪电,拆信刀
  14. RR=204 anchor_m=204 Swiss=8 | 彩虹药水,蜡烛,红宝石,香炉,火焰药水,塔兹迪亚匕首,瓶装闪电
  15. RR=201 anchor_m=201 Swiss=8 | 蜡烛,红宝石,瓶装闪电,火焰药水,彩虹药水,萤火虫,香炉
  16. RR=201 anchor_m=201 Swiss=8 | 彩虹药水,蜡烛,红宝石,碎瓶,香炉,云精灵,火焰药水
  17. RR=198 anchor_m=198 Swiss=9 | 彩虹药水,蜡烛,红宝石,香炉,硫磺,火焰药水,瓶装闪电
  18. RR=198 anchor_m=198 Swiss=8 | 碎瓶,蜡烛,火焰药水,红宝石,香炉,云精灵,瓶装闪电
  19. RR=195 anchor_m=195 Swiss=8 | 碎瓶,蜡烛,硫磺,火焰药水,红宝石,香炉,瓶装闪电
  20. RR=195 anchor_m=193 Swiss=8 | 蜡烛,红宝石,蛇怪之牙,香炉,彩虹药水,火焰药水,瓶装闪电

[GDF] seeds: 翡翠
[GDF] size=8 top 20
  1. RR=282 anchor_m=268 Swiss=9 | 毒液注射,倒刺利爪,毒液,翡翠,地刺陷阱,真菌孢子,鳄鱼眼泪,彩虹药水
  2. RR=267 anchor_m=255 Swiss=9 | 鳄鱼眼泪,地刺陷阱,倒刺利爪,毒液,毒液注射,香炉,翡翠,真菌孢子
  3. RR=251 anchor_m=248 Swiss=9 | 鳄鱼眼泪,拆信刀,地刺陷阱,倒刺利爪,毒液,毒液注射,翡翠,真菌孢子
  4. RR=248 anchor_m=238 Swiss=9 | 地刺陷阱,倒刺利爪,毒液,毒液注射,蜡烛,翡翠,真菌孢子
  5. RR=240 anchor_m=239 Swiss=8 | 地刺陷阱,倒刺利爪,毒液,翡翠,真菌孢子,腐朽圣像,鳄鱼眼泪
  6. RR=239 anchor_m=235 Swiss=10 | 地刺陷阱,贤者之石,毒液注射,鳄鱼眼泪,倒刺利爪,毒液,翡翠,真菌孢子
  7. RR=232 anchor_m=227 Swiss=8 | 鳄鱼眼泪,地刺陷阱,倒刺利爪,毒液,毒蜥,毒液注射,翡翠,真菌孢子
  8. RR=227 anchor_m=214 Swiss=9 | 鳄鱼眼泪,手术刀,地刺陷阱,倒刺利爪,毒液,毒液注射,翡翠,真菌孢子
  9. RR=223 anchor_m=221 Swiss=8 | 鳄鱼眼泪,地刺陷阱,倒刺利爪,毒液,毒液注射,剧毒药水,翡翠,真菌孢子
  10. RR=229 anchor_m=208 Swiss=8 | 地刺陷阱,曲颈甑,倒刺利爪,毒液,翡翠,真菌孢子,鳄鱼眼泪
  11. RR=223 anchor_m=216 Swiss=8 | 毒液注射,倒刺利爪,毒液,翡翠,真菌孢子,蜡烛,彩虹药水
  12. RR=219 anchor_m=213 Swiss=8 | 鳄鱼眼泪,地刺陷阱,倒刺利爪,毒液,萤火虫,毒液注射,翡翠,真菌孢子
  13. RR=216 anchor_m=212 Swiss=9 | 鳄鱼眼泪,地刺陷阱,倒刺利爪,毒液,毒芹,毒液注射,翡翠,真菌孢子
  14. RR=216 anchor_m=200 Swiss=9 | 地刺陷阱,倒刺利爪,毒液,水蛭,翡翠,真菌孢子,毒液注射
  15. RR=211 anchor_m=204 Swiss=8 | 黑玫瑰,鳄鱼眼泪,地刺陷阱,倒刺利爪,毒液,毒液注射,翡翠,真菌孢子
  16. RR=193 anchor_m=184 Swiss=8 | 毒液注射,倒刺利爪,毒液,翡翠,香炉,真菌孢子,鳄鱼眼泪,彩虹药水
  17. RR=183 anchor_m=182 Swiss=8 | 地刺陷阱,彩虹药水,曲颈甑,倒刺利爪,毒液,翡翠,真菌孢子
  18. RR=183 anchor_m=181 Swiss=8 | 鳄鱼眼泪,地刺陷阱,倒刺利爪,毒液,再生药水,毒液注射,翡翠,真菌孢子
  19. RR=182 anchor_m=177 Swiss=8 | 鳄鱼眼泪,地刺陷阱,倒刺利爪,毒液,毒液注射,翡翠,碎瓶,真菌孢子
  20. RR=172 anchor_m=171 Swiss=8 | 鳄鱼眼泪,笔与墨,地刺陷阱,倒刺利爪,毒液,毒液注射,翡翠,真菌孢子

[GDF] seeds: 腐朽圣像
[GDF] size=8 top 20
  1. RR=292 anchor_m=290 Swiss=10 | 鳄鱼眼泪,真菌孢子,翡翠,腐朽圣像,地刺陷阱,倒刺利爪,毒液
  2. RR=283 anchor_m=282 Swiss=9 | 翡翠,真菌孢子,倒刺利爪,毒液,腐朽圣像,地刺陷阱,毒液注射
  3. RR=280 anchor_m=276 Swiss=9 | 真菌孢子,倒刺利爪,毒液,彩虹药水,翡翠,地刺陷阱,腐朽圣像
  4. RR=274 anchor_m=272 Swiss=8 | 毒蜥,真菌孢子,翡翠,腐朽圣像,地刺陷阱,倒刺利爪,毒液
  5. RR=265 anchor_m=265 Swiss=8 | 真菌孢子,翡翠,腐朽圣像,剧毒药水,地刺陷阱,倒刺利爪,毒液
  6. RR=262 anchor_m=262 Swiss=9 | 鳄鱼眼泪,真菌孢子,倒刺利爪,毒液,彩虹药水,翡翠,腐朽圣像
  7. RR=261 anchor_m=259 Swiss=9 | 真菌孢子,翡翠,腐朽圣像,地刺陷阱,毒芹,倒刺利爪,毒液
  8. RR=224 anchor_m=224 Swiss=9 | 翡翠,真菌孢子,倒刺利爪,毒液,腐朽圣像,鳄鱼眼泪,毒液注射
  9. RR=218 anchor_m=218 Swiss=9 | 真菌孢子,翡翠,笔与墨,腐朽圣像,地刺陷阱,倒刺利爪,毒液
  10. RR=214 anchor_m=214 Swiss=8 | 真菌孢子,倒刺利爪,毒液,彩虹药水,翡翠,腐朽圣像,毒液注射
  11. RR=208 anchor_m=208 Swiss=7 | 真菌孢子,翡翠,腐朽圣像,云精灵,地刺陷阱,倒刺利爪,毒液
  12. RR=205 anchor_m=205 Swiss=8 | 真菌孢子,毒蜥,倒刺利爪,毒液,翡翠,腐朽圣像,毒液注射
  13. RR=204 anchor_m=204 Swiss=8 | 真菌孢子,翡翠,腐朽圣像,地刺陷阱,倒刺利爪,毒液,贤者之石
  14. RR=196 anchor_m=196 Swiss=8 | 鳄鱼眼泪,真菌孢子,毒蜥,倒刺利爪,毒液,翡翠,腐朽圣像
  15. RR=193 anchor_m=181 Swiss=8 | 真菌孢子,翡翠,腐朽圣像,地刺陷阱,倒刺利爪,毒液,蛇怪之牙
  16. RR=180 anchor_m=180 Swiss=8 | 黑玫瑰,真菌孢子,翡翠,腐朽圣像,地刺陷阱,倒刺利爪,毒液
  17. RR=179 anchor_m=179 Swiss=9 | 腐朽圣像,翡翠,毒液注射,毒蜥,彩虹药水,水蛭
  18. RR=172 anchor_m=172 Swiss=8 | 真菌孢子,倒刺利爪,毒液,翡翠,腐朽圣像,剧毒药水,毒液注射
  19. RR=168 anchor_m=167 Swiss=8 | 真菌孢子,曲颈甑,倒刺利爪,毒液,翡翠,腐朽圣像
  20. RR=167 anchor_m=163 Swiss=8 | 真菌孢子,翡翠,腐朽圣像,手术刀,地刺陷阱,倒刺利爪,毒液

[GDF] seeds: 萤火虫
[GDF] size=8 top 20
  1. RR=283 anchor_m=214 Swiss=9 | 彩虹药水,香炉,蜡烛,碎瓶,萤火虫,红宝石,火焰药水
  2. RR=278 anchor_m=226 Swiss=9 | 瓶装闪电,彩虹药水,香炉,蜡烛,萤火虫,红宝石,火焰药水
  3. RR=279 anchor_m=210 Swiss=9 | 碎瓶,蜡烛,香炉,萤火虫,火焰药水,红宝石,瓶装闪电
  4. RR=266 anchor_m=218 Swiss=9 | 彩虹药水,碎瓶,蜡烛,香炉,萤火虫,红宝石,瓶装闪电
  5. RR=242 anchor_m=224 Swiss=9 | 蜡烛,香炉,蛇怪之牙,萤火虫,火焰药水,红宝石,瓶装闪电
  6. RR=214 anchor_m=202 Swiss=8 | 彩虹药水,香炉,蜡烛,萤火虫,红宝石,火焰药水,贤者之石
  7. RR=210 anchor_m=177 Swiss=8 | 彩虹药水,香炉,昏睡药水,蜡烛,萤火虫,红宝石,火焰药水
  8. RR=203 anchor_m=184 Swiss=8 | 彩虹药水,香炉,蜡烛,拆信刀,萤火虫,红宝石,火焰药水
  9. RR=201 anchor_m=172 Swiss=9 | 硫磺,蜡烛,香炉,萤火虫,彩虹药水,红宝石,瓶装闪电
  10. RR=192 anchor_m=187 Swiss=8 | 蜡烛,香炉,萤火虫,拆信刀,火焰药水,红宝石,瓶装闪电
  11. RR=192 anchor_m=179 Swiss=8 | 手术刀,蜡烛,香炉,萤火虫,火焰药水,红宝石,瓶装闪电
  12. RR=216 anchor_m=125 Swiss=9 | 彩虹药水,蜡烛,香炉,萤火虫,红宝石,蛇怪之牙,瓶装闪电
  13. RR=187 anchor_m=170 Swiss=8 | 彩虹药水,蜡烛,香炉,昏睡药水,萤火虫,红宝石,瓶装闪电
  14. RR=185 anchor_m=173 Swiss=8 | 彩虹药水,香炉,蜡烛,硫磺,萤火虫,红宝石,火焰药水
  15. RR=181 anchor_m=165 Swiss=9 | 蜡烛,香炉,萤火虫,火焰药水,塔兹迪亚匕首,红宝石,瓶装闪电
  16. RR=202 anchor_m=123 Swiss=8 | 香炉,彩虹药水,火焰药水,萤火虫,蜡烛,蛇怪之牙,红宝石
  17. RR=184 anchor_m=154 Swiss=8 | 蜡烛,彩虹药水,瓶装闪电,塔兹迪亚匕首,香炉,萤火虫,红宝石
  18. RR=192 anchor_m=125 Swiss=8 | 鳄鱼眼泪,彩虹药水,香炉,昏睡药水,萤火虫,红宝石,火焰药水,瓶装闪电
  19. RR=173 anchor_m=163 Swiss=8 | 彩虹药水,蜡烛,香炉,贤者之石,萤火虫,红宝石,瓶装闪电
  20. RR=167 anchor_m=160 Swiss=8 | 彩虹药水,香炉,蜡烛,萤火虫,云精灵,红宝石,火焰药水

[GDF] seeds: 蛇怪之牙
[GDF] size=8 top 20
  1. RR=224 anchor_m=124 Swiss=9 | 红宝石,蛇怪之牙,蜡烛,手术刀,瓶装闪电,香炉,彩虹药水
  2. RR=212 anchor_m=145 Swiss=9 | 红宝石,蛇怪之牙,蜡烛,手术刀,香炉,彩虹药水,地刺陷阱
  3. RR=218 anchor_m=129 Swiss=8 | 毒液注射,红宝石,蛇怪之牙,蜡烛,手术刀,香炉,瓶装闪电
  4. RR=201 anchor_m=134 Swiss=8 | 红宝石,蛇怪之牙,蜡烛,手术刀,香炉,碎瓶,彩虹药水
  5. RR=210 anchor_m=103 Swiss=10 | 红宝石,蛇怪之牙,火焰药水,蜡烛,香炉,手术刀,彩虹药水
  6. RR=202 anchor_m=114 Swiss=8 | 红宝石,手术刀,蛇怪之牙,萤火虫,蜡烛,香炉,彩虹药水
  7. RR=207 anchor_m=101 Swiss=8 | 毒液注射,红宝石,蛇怪之牙,蜡烛,彩虹药水,手术刀,香炉
  8. RR=210 anchor_m=89 Swiss=9 | 红宝石,手术刀,瓶装闪电,蛇怪之牙,蜡烛,火焰药水,香炉
  9. RR=191 anchor_m=126 Swiss=8 | 拆信刀,毒液注射,红宝石,蛇怪之牙,蜡烛,手术刀,香炉
  10. RR=203 anchor_m=99 Swiss=9 | 红宝石,瓶装闪电,蛇怪之牙,蜡烛,火焰药水,碎瓶,香炉
  11. RR=193 anchor_m=115 Swiss=8 | 红宝石,蛇怪之牙,拆信刀,蜡烛,手术刀,香炉,彩虹药水
  12. RR=190 anchor_m=111 Swiss=8 | 地刺陷阱,毒液注射,红宝石,蛇怪之牙,蜡烛,手术刀,香炉
  13. RR=178 anchor_m=134 Swiss=9 | 毒液注射,红宝石,蛇怪之牙,蜡烛,手术刀,云精灵,香炉
  14. RR=175 anchor_m=126 Swiss=8 | 毒液注射,红宝石,蛇怪之牙,蜡烛,手术刀,香炉,贤者之石
  15. RR=165 anchor_m=131 Swiss=9 | 毒液注射,红宝石,熏香,蛇怪之牙,蜡烛,手术刀,香炉
  16. RR=164 anchor_m=131 Swiss=8 | 毒液注射,红宝石,蛇怪之牙,蜡烛,手术刀,毒芹,香炉
  17. RR=167 anchor_m=124 Swiss=8 | 毒液注射,黑玫瑰,红宝石,蛇怪之牙,蜡烛,手术刀,香炉
  18. RR=164 anchor_m=120 Swiss=8 | 塔兹迪亚匕首,毒液注射,红宝石,蛇怪之牙,蜡烛,手术刀,香炉
  19. RR=159 anchor_m=127 Swiss=8 | 再生药水,毒液注射,红宝石,蛇怪之牙,蜡烛,手术刀,香炉
  20. RR=156 anchor_m=132 Swiss=8 | 飞蛾粉末,毒液注射,红宝石,蛇怪之牙,蜡烛,手术刀,香炉

[GDF] seeds: 蜡烛
[GDF] size=8 top 20
  1. RR=282 anchor_m=282 Swiss=9 | 红宝石,碎瓶,彩虹药水,蜡烛,火焰药水,香炉,瓶装闪电
  2. RR=244 anchor_m=244 Swiss=9 | 红宝石,碎瓶,蜡烛,火焰药水,塔兹迪亚匕首,香炉,瓶装闪电
  3. RR=242 anchor_m=242 Swiss=9 | 红宝石,碎瓶,蜡烛,火焰药水,塔兹迪亚匕首,彩虹药水,香炉
  4. RR=242 anchor_m=242 Swiss=8 | 红宝石,蛇怪之牙,碎瓶,蜡烛,火焰药水,香炉,瓶装闪电
  5. RR=234 anchor_m=234 Swiss=9 | 红宝石,碎瓶,蜡烛,火焰药水,香炉,拆信刀,瓶装闪电
  6. RR=234 anchor_m=234 Swiss=9 | 红宝石,碎瓶,地刺陷阱,蜡烛,火焰药水,香炉,瓶装闪电
  7. RR=229 anchor_m=229 Swiss=9 | 红宝石,碎瓶,蜡烛,火焰药水,香炉,手术刀,瓶装闪电
  8. RR=228 anchor_m=228 Swiss=9 | 贤者之石,红宝石,蜡烛,火焰药水,瓶装闪电,彩虹药水,香炉
  9. RR=225 anchor_m=225 Swiss=8 | 红宝石,碎瓶,蜡烛,火焰药水,香炉,贤者之石,瓶装闪电
  10. RR=204 anchor_m=204 Swiss=9 | 彩虹药水,红宝石,蜡烛,火焰药水,拆信刀,瓶装闪电,香炉
  11. RR=204 anchor_m=204 Swiss=8 | 彩虹药水,红宝石,蜡烛,火焰药水,香炉,贤者之石,碎瓶
  12. RR=204 anchor_m=204 Swiss=8 | 彩虹药水,手术刀,红宝石,蜡烛,火焰药水,瓶装闪电,香炉
  13. RR=202 anchor_m=202 Swiss=9 | 彩虹药水,红宝石,蜡烛,火焰药水,香炉,云精灵,碎瓶
  14. RR=202 anchor_m=202 Swiss=8 | 彩虹药水,红宝石,蜡烛,火焰药水,蛇怪之牙,香炉,碎瓶
  15. RR=198 anchor_m=198 Swiss=8 | 红宝石,碎瓶,蜡烛,火焰药水,香炉,瓶装闪电,硫磺
  16. RR=198 anchor_m=198 Swiss=8 | 彩虹药水,红宝石,蜡烛,拆信刀,火焰药水,香炉,碎瓶
  17. RR=197 anchor_m=197 Swiss=8 | 萤火虫,彩虹药水,红宝石,蜡烛,火焰药水,瓶装闪电,香炉
  18. RR=192 anchor_m=192 Swiss=9 | 红宝石,彩虹药水,蜡烛,火焰药水,塔兹迪亚匕首,香炉,瓶装闪电
  19. RR=191 anchor_m=191 Swiss=8 | 彩虹药水,红宝石,蜡烛,火焰药水,瓶装闪电,香炉,硫磺
  20. RR=184 anchor_m=184 Swiss=8 | 彩虹药水,红宝石,萤火虫,碎瓶,蜡烛,火焰药水,香炉

[GDF] seeds: 贤者之石
[GDF] size=8 top 20
  1. RR=290 anchor_m=60 Swiss=9 | 贤者之石,水蛭,毒液注射,倒刺利爪,毒液,翡翠,真菌孢子
  2. RR=265 anchor_m=195 Swiss=10 | 贤者之石,毒液注射,鳄鱼眼泪,倒刺利爪,毒液,翡翠,真菌孢子,地刺陷阱
  3. RR=252 anchor_m=212 Swiss=9 | 翡翠,腐朽圣像,真菌孢子,贤者之石,笔与墨,毒液,毒蜥
  4. RR=234 anchor_m=206 Swiss=8 | 毒蜥,贤者之石,毒液注射,倒刺利爪,毒液,真菌孢子,翡翠,地刺陷阱
  5. RR=231 anchor_m=205 Swiss=8 | 彩虹药水,贤者之石,笔与墨,毒液,真菌孢子,腐朽圣像,翡翠
  6. RR=229 anchor_m=205 Swiss=8 | 贤者之石,毒液注射,倒刺利爪,毒液,彩虹药水,翡翠,真菌孢子,地刺陷阱
  7. RR=263 anchor_m=134 Swiss=9 | 地刺陷阱,贤者之石,毒液注射,倒刺利爪,毒液,真菌孢子,水蛭
  8. RR=218 anchor_m=199 Swiss=8 | 毒芹,贤者之石,毒液注射,倒刺利爪,毒液,翡翠,真菌孢子,地刺陷阱
  9. RR=226 anchor_m=177 Swiss=9 | 贤者之石,倒刺利爪,毒液,真菌孢子,腐朽圣像,翡翠,地刺陷阱
  10. RR=221 anchor_m=184 Swiss=8 | 翡翠,腐朽圣像,毒液注射,贤者之石,真菌孢子,笔与墨,毒液
  11. RR=211 anchor_m=182 Swiss=8 | 贤者之石,笔与墨,毒液,真菌孢子,毒芹,腐朽圣像,翡翠
  12. RR=208 anchor_m=169 Swiss=8 | 贤者之石,毒液注射,腐朽圣像,倒刺利爪,毒液,翡翠,真菌孢子
  13. RR=207 anchor_m=159 Swiss=8 | 翡翠,曲颈甑,彩虹药水,贤者之石,笔与墨,毒液,真菌孢子
  14. RR=195 anchor_m=180 Swiss=8 | 贤者之石,毒液注射,曲颈甑,倒刺利爪,毒液,翡翠,真菌孢子
  15. RR=184 anchor_m=169 Swiss=9 | 贤者之石,黑玫瑰,毒液注射,倒刺利爪,毒液,翡翠,真菌孢子,地刺陷阱
  16. RR=181 anchor_m=171 Swiss=8 | 贤者之石,剧毒药水,笔与墨,毒液,真菌孢子,腐朽圣像,翡翠
  17. RR=190 anchor_m=129 Swiss=9 | 贤者之石,倒刺利爪,毒液,翡翠,曲颈甑,真菌孢子,地刺陷阱
  18. RR=167 anchor_m=167 Swiss=7 | 贤者之石,颠茄,毒液注射,倒刺利爪,毒液,翡翠,真菌孢子
  19. RR=181 anchor_m=135 Swiss=8 | 贤者之石,翡翠,毒芹,真菌孢子,曲颈甑,笔与墨,毒液
  20. RR=205 anchor_m=86 Swiss=9 | 贤者之石,倒刺利爪,毒液,真菌孢子,水蛭,翡翠,地刺陷阱

[GDF] seeds: 贪婪渡鸦
[GDF] size=8 top 20
  1. RR=209 anchor_m=93 Swiss=8 | 蛇怪之牙,香炉,贤者之石,贪婪渡鸦,鳄鱼眼泪,手术刀,地刺陷阱
  2. RR=206 anchor_m=126 Swiss=8 | 贪婪渡鸦,香炉,煅烧釜,曲颈甑,鳄鱼眼泪
  3. RR=188 anchor_m=156 Swiss=8 | 蛇怪之牙,香炉,贤者之石,贪婪渡鸦,倒刺利爪,手术刀,地刺陷阱
  4. RR=185 anchor_m=140 Swiss=9 | 蛇怪之牙,香炉,贤者之石,彩虹药水,贪婪渡鸦,手术刀,地刺陷阱
  5. RR=187 anchor_m=130 Swiss=9 | 蛇怪之牙,魔法飞毯,贤者之石,贪婪渡鸦,手术刀,地刺陷阱
  6. RR=179 anchor_m=143 Swiss=8 | 蛇怪之牙,香炉,贤者之石,贪婪渡鸦,手术刀,地刺陷阱,红宝石
  7. RR=177 anchor_m=147 Swiss=8 | 瓶装闪电,蛇怪之牙,香炉,贤者之石,贪婪渡鸦,手术刀,地刺陷阱
  8. RR=175 anchor_m=149 Swiss=9 | 蛇怪之牙,香炉,贤者之石,贪婪渡鸦,手术刀,猫头鹰奥利,地刺陷阱
  9. RR=175 anchor_m=145 Swiss=7 | 香炉,手术刀,贪婪渡鸦,曲颈甑,蛇怪之牙,地刺陷阱
  10. RR=183 anchor_m=126 Swiss=8 | 蛇怪之牙,贤者之石,贪婪渡鸦,鳄鱼眼泪,塔兹迪亚匕首,手术刀,地刺陷阱
  11. RR=175 anchor_m=134 Swiss=7 | 翡翠,蛇怪之牙,贤者之石,贪婪渡鸦,手术刀,云精灵,地刺陷阱
  12. RR=177 anchor_m=128 Swiss=9 | 手术刀,贪婪渡鸦,曲颈甑,蛇怪之牙,翡翠,地刺陷阱
  13. RR=170 anchor_m=142 Swiss=7 | 手术刀,贪婪渡鸦,曲颈甑,蛇怪之牙,倒刺利爪,地刺陷阱
  14. RR=168 anchor_m=137 Swiss=8 | 萤火虫,蛇怪之牙,香炉,贤者之石,贪婪渡鸦,手术刀,地刺陷阱
  15. RR=161 anchor_m=137 Swiss=9 | 蛇怪之牙,香炉,贤者之石,贪婪渡鸦,离子闪电,手术刀,地刺陷阱
  16. RR=182 anchor_m=93 Swiss=9 | 蛇怪之牙,彩虹药水,贤者之石,贪婪渡鸦,鳄鱼眼泪,手术刀,地刺陷阱
  17. RR=164 anchor_m=127 Swiss=10 | 拆信刀,蛇怪之牙,香炉,贤者之石,贪婪渡鸦,手术刀,地刺陷阱
  18. RR=153 anchor_m=141 Swiss=8 | 蛇怪之牙,香炉,贤者之石,贪婪渡鸦,手术刀,毒液注射,地刺陷阱
  19. RR=164 anchor_m=110 Swiss=8 | 鳄鱼眼泪,翡翠,蛇怪之牙,贤者之石,贪婪渡鸦,手术刀,地刺陷阱
  20. RR=157 anchor_m=122 Swiss=8 | 手术刀,彩虹药水,贪婪渡鸦,曲颈甑,蛇怪之牙,地刺陷阱

[GDF] seeds: 青苔
[GDF] size=8 top 20
  1. RR=285 anchor_m=20 Swiss=10 | 鳄鱼眼泪,青苔,毒液注射,倒刺利爪,毒液,地刺陷阱,真菌孢子,翡翠
  2. RR=232 anchor_m=202 Swiss=8 | 青苔,毒液注射,蜡烛,倒刺利爪,毒液,真菌孢子,翡翠
  3. RR=224 anchor_m=188 Swiss=9 | 彩虹药水,炼金梨缶,青苔,真菌孢子,翡翠,笔与墨,毒液
  4. RR=256 anchor_m=46 Swiss=8 | 毒蜥,青苔,水蛭,毒液注射,倒刺利爪,毒液,真菌孢子
  5. RR=264 anchor_m=19 Swiss=9 | 青苔,水蛭,毒液注射,地刺陷阱,倒刺利爪,毒液,真菌孢子
  6. RR=250 anchor_m=43 Swiss=9 | 彩虹药水,青苔,毒液注射,倒刺利爪,毒液,地刺陷阱,真菌孢子,翡翠
  7. RR=267 anchor_m=3 Swiss=9 | 青苔,毒液注射,倒刺利爪,毒液,水蛭,真菌孢子,翡翠
  8. RR=249 anchor_m=37 Swiss=8 | 毒蜥,青苔,水蛭,毒液注射,毒液,真菌孢子,翡翠
  9. RR=247 anchor_m=37 Swiss=9 | 青苔,毒蜥,地刺陷阱,毒液注射,倒刺利爪,毒液,真菌孢子,翡翠
  10. RR=173 anchor_m=170 Swiss=8 | 青苔,炼金梨缶,云精灵,笔与墨,毒液,真菌孢子,翡翠
  11. RR=186 anchor_m=136 Swiss=8 | 青苔,毒液注射,倒刺利爪,毒液,地刺陷阱,真菌孢子,蜡烛
  12. RR=226 anchor_m=52 Swiss=8 | 毒芹,地刺陷阱,青苔,毒液注射,倒刺利爪,毒液,真菌孢子,翡翠
  13. RR=225 anchor_m=42 Swiss=8 | 青苔,毒液注射,倒刺利爪,毒液,地刺陷阱,真菌孢子,贤者之石,翡翠
  14. RR=166 anchor_m=159 Swiss=8 | 彩虹药水,炼金梨缶,青苔,毒液注射,真菌孢子,翡翠,笔与墨
