# gdf_enumerate_anchor_top1: full Top-K per anchor (last size tier only)
[GDF] seeds: 云精灵
[GDF] size=6 top 20
  1. RR=292 anchor_m=282 Swiss=9 | 彩虹药水,炼金梨缶,云精灵,翡翠,真菌孢子
  10. RR=220 anchor_m=155 Swiss=8 | 贤者之石,毒液注射,倒刺利爪,毒液,地刺陷阱,真菌孢子
  11. RR=199 anchor_m=194 Swiss=8 | 颠茄,贤者之石,笔与墨,毒液,真菌孢子
  12. RR=204 anchor_m=173 Swiss=9 | 贤者之石,笔与墨,毒液,再生药水,翡翠,真菌孢子
  13. RR=196 anchor_m=177 Swiss=9 | 笔与墨,翡翠,贤者之石,毒液注射,彩虹药水,真菌孢子
  14. RR=199 anchor_m=159 Swiss=8 | 贤者之石,笔与墨,毒液,翡翠,真菌孢子,剧毒药水
  15. RR=230 anchor_m=80 Swiss=8 | 贤者之石,地刺陷阱,倒刺利爪,毒液,真菌孢子,翡翠
  16. RR=178 anchor_m=178 Swiss=8 | 翡翠,贤者之石,颠茄,笔与墨,毒液注射
  17. RR=183 anchor_m=160 Swiss=8 | 香炉,贤者之石,笔与墨,毒液,翡翠,真菌孢子
  18. RR=171 anchor_m=165 Swiss=8 | 笔与墨,毒液注射,贤者之石,颠茄,真菌孢子
  19. RR=185 anchor_m=134 Swiss=8 | 真菌孢子,贤者之石,笔与墨,毒液,毒液注射,黑玫瑰
  20. RR=208 anchor_m=87 Swiss=9 | 毒蜥,贤者之石,倒刺利爪,毒液,真菌孢子,翡翠

[GDF] seeds: 贪婪渡鸦
[GDF] size=6 top 20
  1. RR=235 anchor_m=176 Swiss=10 | 手术刀,蛇怪之牙,贪婪渡鸦,地刺陷阱,香炉
  2. RR=208 anchor_m=208 Swiss=8 | 蛇怪之牙,香炉,研钵与研杵,贪婪渡鸦
  3. RR=228 anchor_m=168 Swiss=9 | 手术刀,翡翠,蛇怪之牙,贪婪渡鸦,地刺陷阱
  4. RR=222 anchor_m=177 Swiss=9 | 手术刀,塔兹迪亚匕首,蛇怪之牙,贪婪渡鸦,地刺陷阱
  5. RR=213 anchor_m=171 Swiss=9 | 猫头鹰奥利,手术刀,蛇怪之牙,贪婪渡鸦,地刺陷阱
  6. RR=205 anchor_m=164 Swiss=8 | 手术刀,彩虹药水,蛇怪之牙,贪婪渡鸦,地刺陷阱
  7. RR=205 anchor_m=156 Swiss=9 | 手术刀,瓶装闪电,蛇怪之牙,贪婪渡鸦,地刺陷阱
  8. RR=209 anchor_m=144 Swiss=9 | 手术刀,倒刺利爪,蛇怪之牙,贪婪渡鸦,地刺陷阱
  9. RR=202 anchor_m=150 Swiss=9 | 手术刀,离子闪电,蛇怪之牙,贪婪渡鸦,地刺陷阱
  10. RR=207 anchor_m=132 Swiss=9 | 手术刀,蛇怪之牙,贪婪渡鸦,拆信刀,地刺陷阱
  11. RR=188 anchor_m=158 Swiss=8 | 手术刀,蛇怪之牙,红宝石,贪婪渡鸦,地刺陷阱
  12. RR=175 anchor_m=174 Swiss=8 | 贤者之石,蛇怪之牙,研钵与研杵,贪婪渡鸦
  13. RR=185 anchor_m=153 Swiss=8 | 蛇怪之牙,彩虹药水,鳄鱼眼泪,贪婪渡鸦,地刺陷阱
  14. RR=186 anchor_m=150 Swiss=8 | 手术刀,萤火虫,蛇怪之牙,贪婪渡鸦,地刺陷阱
  15. RR=186 anchor_m=149 Swiss=8 | 手术刀,蛇怪之牙,贪婪渡鸦,真菌孢子,地刺陷阱
  16. RR=182 anchor_m=147 Swiss=8 | 手术刀,蛇怪之牙,贪婪渡鸦,地刺陷阱,黑曜石碎片
  17. RR=169 anchor_m=165 Swiss=8 | 蛇怪之牙,鳄鱼眼泪,贪婪渡鸦,地刺陷阱,塔兹迪亚匕首
  18. RR=170 anchor_m=161 Swiss=8 | 翡翠,蛇怪之牙,贪婪渡鸦,地刺陷阱,鳄鱼眼泪
  19. RR=168 anchor_m=163 Swiss=8 | 手术刀,蛇怪之牙,研钵与研杵,贪婪渡鸦
  20. RR=187 anchor_m=125 Swiss=9 | 手术刀,蛇怪之牙,毒蜥,贪婪渡鸦,地刺陷阱

[GDF] seeds: 青苔
[GDF] size=6 top 20
  1. RR=288 anchor_m=16 Swiss=10 | 青苔,倒刺利爪,毒液,毒液注射,翡翠,真菌孢子
  2. RR=263 anchor_m=243 Swiss=9 | 翡翠,真菌孢子,青苔,炼金梨缶,彩虹药水
  3. RR=267 anchor_m=225 Swiss=9 | 真菌孢子,青苔,炼金梨缶,毒芹,翡翠
  4. RR=235 anchor_m=234 Swiss=8 | 真菌孢子,青苔,炼金梨缶,云精灵,翡翠
  5. RR=201 anchor_m=198 Swiss=8 | 翡翠,笔与墨,真菌孢子,炼金梨缶,青苔
  6. RR=280 anchor_m=14 Swiss=9 | 青苔,翡翠,笔与墨,毒液,毒液注射,真菌孢子
  7. RR=189 anchor_m=189 Swiss=8 | 翡翠,青苔,炼金梨缶,毒液,真菌孢子
  8. RR=280 anchor_m=5 Swiss=9 | 毒蜥,翡翠,笔与墨,毒液,真菌孢子,青苔
  9. RR=274 anchor_m=8 Swiss=9 | 翡翠,笔与墨,毒液,真菌孢子,毒芹,青苔
  10. RR=274 anchor_m=5 Swiss=9 | 彩虹药水,青苔,翡翠,笔与墨,毒液,真菌孢子
  11. RR=184 anchor_m=179 Swiss=9 | 真菌孢子,青苔,炼金梨缶,彩虹药水,笔与墨
  12. RR=177 anchor_m=157 Swiss=8 | 笔与墨,真菌孢子,青苔,炼金梨缶,毒芹
  13. RR=230 anchor_m=23 Swiss=8 | 毒液注射,毒蜥,翡翠,笔与墨,真菌孢子,青苔
  14. RR=235 anchor_m=8 Swiss=8 | 青苔,翡翠,笔与墨,毒液,真菌孢子,黑玫瑰
  15. RR=207 anchor_m=62 Swiss=8 | 翡翠,青苔,毒液注射,真菌孢子,彩虹药水,笔与墨
  16. RR=186 anchor_m=101 Swiss=9 | 翡翠,毒蜥,青苔,毒液注射,毒液,真菌孢子
  17. RR=219 anchor_m=8 Swiss=8 | 青苔,翡翠,笔与墨,毒液,真菌孢子,剧毒药水
  18. RR=220 anchor_m=5 Swiss=8 | 青苔,贤者之石,翡翠,笔与墨,毒液,真菌孢子
  19. RR=217 anchor_m=5 Swiss=8 | 毒蜥,翡翠,笔与墨,真菌孢子,青苔,毒芹
  20. RR=171 anchor_m=89 Swiss=8 | 鳄鱼眼泪,青苔,毒液注射,倒刺利爪,毒液,真菌孢子

[GDF] seeds: 颠茄
[GDF] size=6 top 20
  1. RR=287 anchor_m=285 Swiss=9 | 颠茄,翡翠,真菌孢子,笔与墨,毒液
  2. RR=284 anchor_m=284 Swiss=9 | 翡翠,颠茄,毒液注射,真菌孢子,笔与墨
  3. RR=265 anchor_m=264 Swiss=9 | 真菌孢子,颠茄,翡翠,笔与墨,毒蜥
  4. RR=264 anchor_m=264 Swiss=10 | 水蛭,颠茄,毒液注射,翡翠
  5. RR=256 anchor_m=256 Swiss=9 | 毒蜥,颠茄,翡翠,真菌孢子,毒液注射
  6. RR=256 anchor_m=256 Swiss=8 | 毒芹,颠茄,真菌孢子,笔与墨,翡翠
  7. RR=247 anchor_m=247 Swiss=8 | 颠茄,真菌孢子,贤者之石,笔与墨,翡翠
  8. RR=242 anchor_m=241 Swiss=9 | 颠茄,真菌孢子,笔与墨,彩虹药水,翡翠
  9. RR=241 anchor_m=241 Swiss=8 | 笔与墨,颠茄,毒液注射,黑玫瑰,翡翠
  10. RR=235 anchor_m=235 Swiss=9 | 颠茄,翡翠,毒液注射,笔与墨,毒液
  11. RR=233 anchor_m=233 Swiss=8 | 颠茄,真菌孢子,笔与墨,黑玫瑰,毒液注射
  12. RR=226 anchor_m=226 Swiss=8 | 颠茄,云精灵,毒液注射,真菌孢子,笔与墨
  13. RR=217 anchor_m=217 Swiss=9 | 贤者之石,颠茄,毒液注射,翡翠,真菌孢子
  14. RR=216 anchor_m=216 Swiss=8 | 颠茄,云精灵,真菌孢子,笔与墨,翡翠
  15. RR=211 anchor_m=211 Swiss=9 | 颠茄,毒液注射,真菌孢子,笔与墨,毒液
  16. RR=210 anchor_m=210 Swiss=8 | 颠茄,毒液注射,剑杖,翡翠
  17. RR=210 anchor_m=210 Swiss=8 | 贤者之石,颠茄,笔与墨,毒液注射,翡翠
  18. RR=204 anchor_m=204 Swiss=8 | 颠茄,再生药水,真菌孢子,笔与墨,翡翠
  19. RR=204 anchor_m=204 Swiss=8 | 笔与墨,颠茄,毒液注射,翡翠,毒蜥
  20. RR=200 anchor_m=200 Swiss=8 | 笔与墨,毒液,颠茄,贤者之石,真菌孢子

[GDF] seeds: 飞蛾粉末
[GDF] size=6 top 20
  1. RR=293 anchor_m=10 Swiss=9 | 香炉,飞蛾粉末,红宝石,彩虹药水,萤火虫,鳄鱼眼泪
  2. RR=278 anchor_m=167 Swiss=9 | 蜡烛,香炉,飞蛾粉末,红宝石,萤火虫
  3. RR=240 anchor_m=222 Swiss=9 | 香炉,飞蛾粉末,萤火虫,彩虹药水,蜡烛
  4. RR=268 anchor_m=131 Swiss=9 | 瓶装闪电,香炉,鳄鱼眼泪,飞蛾粉末,红宝石,萤火虫
  5. RR=254 anchor_m=131 Swiss=8 | 火焰药水,香炉,飞蛾粉末,红宝石,鳄鱼眼泪,萤火虫
  6. RR=236 anchor_m=149 Swiss=8 | 香炉,硫磺,瓶装闪电,飞蛾粉末,红宝石,萤火虫
  7. RR=269 anchor_m=81 Swiss=9 | 瓶装闪电,火焰药水,香炉,飞蛾粉末,红宝石,萤火虫
  8. RR=205 anchor_m=205 Swiss=8 | 香炉,飞蛾粉末,萤火虫,蜡烛,火焰药水
  9. RR=227 anchor_m=139 Swiss=8 | 香炉,飞蛾粉末,红宝石,彩虹药水,萤火虫,嗅盐
  10. RR=276 anchor_m=36 Swiss=9 | 香炉,飞蛾粉末,红宝石,火焰药水,彩虹药水,萤火虫
  11. RR=259 anchor_m=67 Swiss=9 | 香炉,硫磺,飞蛾粉末,红宝石,彩虹药水,萤火虫
  12. RR=283 anchor_m=17 Swiss=9 | 瓶装闪电,香炉,飞蛾粉末,红宝石,萤火虫,彩虹药水
  13. RR=217 anchor_m=143 Swiss=8 | 火焰药水,塔兹迪亚匕首,香炉,飞蛾粉末,红宝石,萤火虫
  14. RR=206 anchor_m=163 Swiss=9 | 瓶装闪电,塔兹迪亚匕首,香炉,飞蛾粉末,红宝石,萤火虫
  15. RR=190 anchor_m=170 Swiss=8 | 香炉,飞蛾粉末,萤火虫,蛇怪之牙,蜡烛
  16. RR=201 anchor_m=140 Swiss=9 | 香炉,硫磺,飞蛾粉末,火焰药水,红宝石,萤火虫
  17. RR=183 anchor_m=175 Swiss=8 | 飞蛾粉末,红宝石,蜡烛,萤火虫,嗅盐
  18. RR=199 anchor_m=142 Swiss=8 | 彩虹药水,香炉,飞蛾粉末,红宝石,萤火虫,熏香
  19. RR=207 anchor_m=112 Swiss=8 | 香炉,飞蛾粉末,红宝石,彩虹药水,塔兹迪亚匕首,萤火虫
  20. RR=182 anchor_m=161 Swiss=8 | 香炉,飞蛾粉末,红宝石,彩虹药水,萤火虫,云精灵

[GDF] seeds: 香炉
[GDF] size=6 top 20
  1. RR=274 anchor_m=274 Swiss=10 | 彩虹药水,红宝石,瓶装闪电,萤火虫,火焰药水,香炉
  2. RR=257 anchor_m=257 Swiss=8 | 红宝石,火焰药水,碎瓶,蜡烛,香炉
  3. RR=262 anchor_m=244 Swiss=9 | 鳄鱼眼泪,彩虹药水,红宝石,萤火虫,香炉,瓶装闪电
  4. RR=245 anchor_m=242 Swiss=8 | 红宝石,蛇怪之牙,火焰药水,蜡烛,香炉
  5. RR=249 anchor_m=233 Swiss=9 | 彩虹药水,红宝石,萤火虫,火焰药水,香炉,鳄鱼眼泪
  6. RR=236 anchor_m=233 Swiss=9 | 彩虹药水,红宝石,萤火虫,硫磺,香炉,鳄鱼眼泪
  7. RR=234 anchor_m=234 Swiss=9 | 红宝石,彩虹药水,蜡烛,香炉,瓶装闪电
  8. RR=234 anchor_m=233 Swiss=9 | 彩虹药水,碎瓶,红宝石,萤火虫,香炉,鳄鱼眼泪
  9. RR=224 anchor_m=223 Swiss=9 | 红宝石,鳄鱼眼泪,彩虹药水,蜡烛,香炉
  10. RR=224 anchor_m=223 Swiss=8 | 彩虹药水,塔兹迪亚匕首,红宝石,萤火虫,香炉,鳄鱼眼泪
  11. RR=223 anchor_m=222 Swiss=9 | 彩虹药水,拆信刀,红宝石,萤火虫,香炉,鳄鱼眼泪
  12. RR=222 anchor_m=221 Swiss=8 | 彩虹药水,红宝石,萤火虫,昏睡药水,香炉,鳄鱼眼泪
  13. RR=216 anchor_m=216 Swiss=8 | 火焰药水,瓶装闪电,红宝石,萤火虫,鳄鱼眼泪,香炉
  14. RR=214 anchor_m=212 Swiss=8 | 红宝石,火焰药水,彩虹药水,蜡烛,香炉
  15. RR=211 anchor_m=210 Swiss=9 | 红宝石,火焰药水,瓶装闪电,蜡烛,香炉
  16. RR=194 anchor_m=192 Swiss=8 | 彩虹药水,手术刀,红宝石,萤火虫,香炉,鳄鱼眼泪
  17. RR=191 anchor_m=189 Swiss=8 | 彩虹药水,地刺陷阱,红宝石,萤火虫,香炉,鳄鱼眼泪
  18. RR=189 anchor_m=189 Swiss=8 | 红宝石,萤火虫,彩虹药水,蜡烛,香炉
  19. RR=188 anchor_m=188 Swiss=9 | 彩虹药水,红宝石,鳄鱼眼泪,香炉,煅烧釜
  20. RR=188 anchor_m=188 Swiss=8 | 彩虹药水,红宝石,萤火虫,香炉,剧毒药水,鳄鱼眼泪

[GDF] seeds: 魔法飞毯
[GDF] size=6 top 20
  1. RR=225 anchor_m=141 Swiss=9 | 魔法飞毯,蛇怪之牙,拆信刀,地刺陷阱,手术刀
  2. RR=224 anchor_m=161 Swiss=9 | 魔法飞毯,鳄鱼眼泪,拆信刀,地刺陷阱,手术刀
  3. RR=212 anchor_m=177 Swiss=10 | 瓶装闪电,魔法飞毯,猫头鹰奥利,拆信刀,手术刀
  4. RR=212 anchor_m=117 Swiss=8 | 蛇怪之牙,手术刀,地刺陷阱,鳄鱼眼泪,魔法飞毯
  5. RR=193 anchor_m=144 Swiss=9 | 魔法飞毯,拆信刀,猫头鹰奥利,地刺陷阱,手术刀
  6. RR=191 anchor_m=145 Swiss=8 | 蛇怪之牙,手术刀,地刺陷阱,魔法飞毯,瓶装闪电
  7. RR=191 anchor_m=137 Swiss=9 | 瓶装闪电,魔法飞毯,拆信刀,地刺陷阱,手术刀
  8. RR=193 anchor_m=132 Swiss=8 | 蛇怪之牙,手术刀,地刺陷阱,魔法飞毯,倒刺利爪
  9. RR=187 anchor_m=127 Swiss=9 | 翡翠,蛇怪之牙,手术刀,地刺陷阱,魔法飞毯
  10. RR=176 anchor_m=145 Swiss=7 | 蛇怪之牙,拆信刀,地刺陷阱,鳄鱼眼泪,魔法飞毯
  11. RR=175 anchor_m=137 Swiss=8 | 蛇怪之牙,黑玫瑰,手术刀,地刺陷阱,魔法飞毯
  12. RR=182 anchor_m=122 Swiss=8 | 蛇怪之牙,离子闪电,手术刀,地刺陷阱,魔法飞毯
  13. RR=177 anchor_m=130 Swiss=8 | 蛇怪之牙,手术刀,香炉,地刺陷阱,魔法飞毯
  14. RR=175 anchor_m=130 Swiss=9 | 魔法飞毯,猫头鹰奥利,拆信刀,蛇怪之牙,手术刀
  15. RR=172 anchor_m=127 Swiss=9 | 蛇怪之牙,手术刀,剧毒药水,地刺陷阱,魔法飞毯
  16. RR=184 anchor_m=102 Swiss=8 | 真菌孢子,翡翠,毒蜥,地刺陷阱,魔法飞毯
  17. RR=165 anchor_m=132 Swiss=8 | 蛇怪之牙,塔兹迪亚匕首,手术刀,地刺陷阱,魔法飞毯
  18. RR=180 anchor_m=99 Swiss=8 | 地刺陷阱,真菌孢子,毒液,翡翠,魔法飞毯
  19. RR=161 anchor_m=129 Swiss=8 | 蛇怪之牙,手术刀,地刺陷阱,猫头鹰奥利,魔法飞毯
  20. RR=166 anchor_m=116 Swiss=8 | 蛇怪之牙,手术刀,地刺陷阱,魔法飞毯,彩虹药水

[GDF] seeds: 鳄鱼眼泪
[GDF] size=6 top 20
  1. RR=281 anchor_m=278 Swiss=10 | 彩虹药水,炼金梨缶,鳄鱼眼泪,香炉,红宝石
  2. RR=245 anchor_m=241 Swiss=8 | 彩虹药水,炼金梨缶,鳄鱼眼泪,真菌孢子,翡翠
  3. RR=239 anchor_m=237 Swiss=9 | 水蛭,彩虹药水,炼金梨缶,鳄鱼眼泪
  4. RR=236 anchor_m=232 Swiss=9 | 彩虹药水,炼金梨缶,鳄鱼眼泪,萤火虫,香炉
  5. RR=233 anchor_m=231 Swiss=8 | 彩虹药水,火焰药水,炼金梨缶,鳄鱼眼泪,香炉
  6. RR=227 anchor_m=224 Swiss=9 | 翡翠,香炉,彩虹药水,炼金梨缶,鳄鱼眼泪
  7. RR=222 anchor_m=221 Swiss=8 | 彩虹药水,炼金梨缶,鳄鱼眼泪,香炉,真菌孢子
  8. RR=228 anchor_m=175 Swiss=8 | 蛇怪之牙,手术刀,彩虹药水,炼金梨缶,鳄鱼眼泪
  9. RR=207 anchor_m=202 Swiss=8 | 真菌孢子,翡翠,毒芹,炼金梨缶,鳄鱼眼泪
  10. RR=205 anchor_m=204 Swiss=9 | 水蛭,毒芹,炼金梨缶,鳄鱼眼泪
  11. RR=204 anchor_m=201 Swiss=8 | 香炉,剑杖,曲颈甑,鳄鱼眼泪
  12. RR=196 anchor_m=195 Swiss=8 | 萤火虫,翡翠,彩虹药水,炼金梨缶,鳄鱼眼泪
  13. RR=200 anchor_m=183 Swiss=9 | 真菌孢子,毒液注射,倒刺利爪,毒液,毒蜥,鳄鱼眼泪
  14. RR=195 anchor_m=192 Swiss=8 | 地刺陷阱,翡翠,彩虹药水,炼金梨缶,鳄鱼眼泪
  15. RR=194 anchor_m=190 Swiss=8 | 翡翠,再生药水,炼金梨缶,鳄鱼眼泪,真菌孢子
  16. RR=193 anchor_m=191 Swiss=8 | 蛇怪之牙,彩虹药水,炼金梨缶,鳄鱼眼泪,香炉
  17. RR=181 anchor_m=181 Swiss=8 | 翡翠,火焰药水,彩虹药水,炼金梨缶,鳄鱼眼泪
  18. RR=180 anchor_m=177 Swiss=8 | 翡翠,鳄鱼眼泪,炼金梨缶,剧毒药水,真菌孢子
  19. RR=178 anchor_m=177 Swiss=8 | 彩虹药水,炼金梨缶,鳄鱼眼泪,萤火虫,真菌孢子
  20. RR=182 anchor_m=166 Swiss=8 | 真菌孢子,剑杖,毒蜥,鳄鱼眼泪,翡翠

[GDF] seeds: 黑曜石碎片
[GDF] size=6 top 20
  1. RR=278 anchor_m=246 Swiss=9 | 真菌孢子,翡翠,彩虹药水,炼金梨缶,黑曜石碎片
  2. RR=264 anchor_m=187 Swiss=10 | 真菌孢子,翡翠,黑曜石碎片,炼金梨缶,毒芹
  3. RR=231 anchor_m=229 Swiss=8 | 真菌孢子,鳄鱼眼泪,炼金梨缶,黑曜石碎片,翡翠
  4. RR=223 anchor_m=222 Swiss=9 | 黑曜石碎片,炼金梨缶,毒液,翡翠,真菌孢子
  5. RR=217 anchor_m=205 Swiss=9 | 地刺陷阱,真菌孢子,黑曜石碎片,炼金梨缶,毒芹
  6. RR=240 anchor_m=158 Swiss=8 | 毒蜥,真菌孢子,翡翠,黑曜石碎片,毒液,地刺陷阱
  7. RR=262 anchor_m=97 Swiss=9 | 毒液注射,翡翠,水蛭,黑曜石碎片,地刺陷阱
  8. RR=256 anchor_m=81 Swiss=9 | 黑曜石碎片,地刺陷阱,倒刺利爪,毒液,毒液注射,真菌孢子
  9. RR=244 anchor_m=65 Swiss=9 | 真菌孢子,翡翠,黑曜石碎片,倒刺利爪,毒液,地刺陷阱
  10. RR=207 anchor_m=123 Swiss=9 | 真菌孢子,翡翠,黑曜石碎片,毒液,地刺陷阱,毒液注射
  11. RR=232 anchor_m=68 Swiss=8 | 真菌孢子,毒蜥,毒液注射,翡翠,黑曜石碎片,地刺陷阱
  12. RR=172 anchor_m=171 Swiss=8 | 翡翠,地刺陷阱,黑曜石碎片,炼金梨缶,真菌孢子
  13. RR=173 anchor_m=169 Swiss=8 | 真菌孢子,彩虹药水,炼金梨缶,黑曜石碎片,毒液注射
  14. RR=214 anchor_m=87 Swiss=8 | 真菌孢子,毒芹,毒液注射,翡翠,黑曜石碎片,地刺陷阱
  15. RR=171 anchor_m=168 Swiss=8 | 真菌孢子,毒液,彩虹药水,炼金梨缶,黑曜石碎片
  16. RR=173 anchor_m=164 Swiss=8 | 真菌孢子,翡翠,黑曜石碎片,毒液,地刺陷阱,鳄鱼眼泪
  17. RR=210 anchor_m=89 Swiss=8 | 毒蜥,毒芹,翡翠,真菌孢子,黑曜石碎片,地刺陷阱
  18. RR=249 anchor_m=7 Swiss=8 | 黑曜石碎片,毒液注射,倒刺利爪,毒液,翡翠,真菌孢子
  19. RR=164 anchor_m=158 Swiss=8 | 真菌孢子,毒蜥,彩虹药水,炼金梨缶,黑曜石碎片
  20. RR=165 anchor_m=155 Swiss=7 | 真菌孢子,黑曜石碎片,炼金梨缶,毒芹,毒液注射

[GDF] seeds: 黑玫瑰
[GDF] size=6 top 20
  1. RR=291 anchor_m=77 Swiss=10 | 真菌孢子,黑玫瑰,毒液注射,笔与墨,毒液,翡翠
  2. RR=244 anchor_m=213 Swiss=9 | 黑玫瑰,毒液注射,毒液,毒蜥,翡翠,真菌孢子
  3. RR=240 anchor_m=214 Swiss=8 | 黑玫瑰,毒液注射,倒刺利爪,毒液,翡翠,地刺陷阱
  4. RR=263 anchor_m=162 Swiss=9 | 黑玫瑰,翡翠,真菌孢子,毒蜥,笔与墨,毒液注射
  5. RR=245 anchor_m=197 Swiss=9 | 笔与墨,黑玫瑰,真菌孢子,翡翠,毒液注射,毒芹
  6. RR=248 anchor_m=169 Swiss=9 | 黑玫瑰,真菌孢子,倒刺利爪,毒液,地刺陷阱,毒液注射
  7. RR=264 anchor_m=133 Swiss=8 | 黑玫瑰,彩虹药水,笔与墨,毒液,真菌孢子,翡翠
  8. RR=283 anchor_m=85 Swiss=9 | 黑玫瑰,真菌孢子,翡翠,倒刺利爪,毒液,毒液注射
  9. RR=282 anchor_m=78 Swiss=9 | 黑玫瑰,笔与墨,毒液,真菌孢子,毒蜥,翡翠
  10. RR=216 anchor_m=188 Swiss=9 | 黑玫瑰,剧毒药水,笔与墨,毒液,真菌孢子,翡翠
  11. RR=215 anchor_m=183 Swiss=8 | 黑玫瑰,毒液注射,毒液,翡翠,毒芹,真菌孢子
  12. RR=204 anchor_m=204 Swiss=8 | 黑玫瑰,颠茄,翡翠,笔与墨,毒液注射
  13. RR=261 anchor_m=72 Swiss=9 | 黑玫瑰,毒芹,笔与墨,毒液,真菌孢子,翡翠
  14. RR=201 anchor_m=184 Swiss=8 | 黑玫瑰,真菌孢子,倒刺利爪,毒液,毒蜥,毒液注射
  15. RR=192 anchor_m=184 Swiss=8 | 黑玫瑰,真菌孢子,颠茄,笔与墨,毒液注射
  16. RR=195 anchor_m=174 Swiss=9 | 黑玫瑰,毒液注射,毒液,翡翠,真菌孢子,地刺陷阱
  17. RR=178 anchor_m=178 Swiss=8 | 黑玫瑰,翡翠,真菌孢子,剑杖,毒液注射
  18. RR=178 anchor_m=165 Swiss=8 | 毒芹,黑玫瑰,真菌孢子,倒刺利爪,毒液,毒液注射
  19. RR=168 anchor_m=168 Swiss=8 | 黑玫瑰,笔与墨,真菌孢子,毒液注射,剧毒药水,翡翠
  20. RR=169 anchor_m=166 Swiss=8 | 黑玫瑰,彩虹药水,真菌孢子,倒刺利爪,毒液,毒液注射
