# gdf_enumerate_anchor_top1: full Top-K per anchor (last size tier only)
[GDF] seeds: 三花
[GDF] size=10 top 20
  1. RR=233 anchor_m=135 Swiss=9 | 舱底蠕虫,三花,鲨齿爪,手斧,飞鱼,淬锋钢,弹簧刀,马龙鱼
  10. RR=219 anchor_m=57 Swiss=8 | 水草,珍珠,马龙鱼,弹簧刀,飞鱼,淬锋钢,手斧,鲨齿爪
  11. RR=189 anchor_m=114 Swiss=9 | 珍珠,马龙鱼,鲨齿爪,葡萄弹,手斧,飞鱼,淬锋钢,左轮手枪
  12. RR=213 anchor_m=64 Swiss=9 | 水草,珍珠,马龙鱼,绵鳚,狼筅,手斧,飞鱼,淬锋钢
  13. RR=173 anchor_m=131 Swiss=8 | 水草,珍珠,马龙鱼,舱底蠕虫,靴里剑,鲨齿爪,飞鱼,淬锋钢
  14. RR=203 anchor_m=70 Swiss=8 | 珍珠,马龙鱼,绵鳚,鲨齿爪,手斧,飞鱼,淬锋钢,舱底蠕虫
  15. RR=204 anchor_m=57 Swiss=8 | 珊瑚护甲,珍珠,马龙鱼,绵鳚,鲨齿爪,飞鱼,淬锋钢
  16. RR=174 anchor_m=112 Swiss=8 | 水草,珍珠,珊瑚,马龙鱼,舱底蠕虫,鲨齿爪,飞鱼,淬锋钢
  17. RR=183 anchor_m=90 Swiss=8 | 珍珠,马龙鱼,弹簧刀,飞鱼,淬锋钢,手斧,鲨齿爪,靴里剑
  18. RR=173 anchor_m=103 Swiss=8 | 水草,珍珠,马龙鱼,绵鳚,舱底蠕虫,鲨齿爪,飞鱼,淬锋钢
  19. RR=156 anchor_m=122 Swiss=7 | 水草,珍珠,马龙鱼,舱底蠕虫,海螺壳,鲨齿爪,飞鱼,淬锋钢
  20. RR=171 anchor_m=90 Swiss=8 | 海螺壳,珍珠,马龙鱼,鲨齿爪,手斧,飞鱼,淬锋钢,舱底蠕虫

[GDF] seeds: 皮皮虾
[GDF] size=10 top 20
  1. RR=257 anchor_m=257 Swiss=10 | 海螺壳,打火机,海底热泉,绵鳚,迷幻蝠鲼,鹦鹉皮特,皮皮虾,水草,燃烧响炮
  2. RR=240 anchor_m=240 Swiss=9 | 珊瑚,打火机,海底热泉,绵鳚,迷幻蝠鲼,鹦鹉皮特,皮皮虾,水草,燃烧响炮
  3. RR=235 anchor_m=235 Swiss=9 | 水草,打火机,流星索,海底热泉,绵鳚,迷幻蝠鲼,鹦鹉皮特,皮皮虾,燃烧响炮
  4. RR=233 anchor_m=232 Swiss=9 | 打火机,珍珠,海底热泉,绵鳚,迷幻蝠鲼,鹦鹉皮特,皮皮虾,燃烧响炮,水草
  5. RR=237 anchor_m=159 Swiss=8 | 鱼饵,海螺壳,皮皮虾,迷幻蝠鲼,水母,雪怪蟹,毒须鲶,绵鳚,水草,珊瑚
  6. RR=205 anchor_m=204 Swiss=8 | 水草,打火机,珍珠,海螺壳,海底热泉,绵鳚,迷幻蝠鲼,鹦鹉皮特,皮皮虾
  7. RR=190 anchor_m=190 Swiss=8 | 海螺壳,打火机,海底热泉,绵鳚,迷幻蝠鲼,鹦鹉皮特,皮皮虾,珊瑚,水草
  8. RR=186 anchor_m=186 Swiss=8 | 打火机,龙涎香,海底热泉,绵鳚,迷幻蝠鲼,鹦鹉皮特,皮皮虾,水草,燃烧响炮
  9. RR=178 anchor_m=178 Swiss=8 | 葡萄弹,打火机,海底热泉,绵鳚,迷幻蝠鲼,鹦鹉皮特,皮皮虾,水草,燃烧响炮
  10. RR=184 anchor_m=163 Swiss=9 | 水草,湿件战服,绵鳚,迷幻蝠鲼,飞鱼,火药角,皮皮虾,珊瑚,海螺壳
  11. RR=177 anchor_m=176 Swiss=8 | 鱼饵,海螺壳,打火机,海底热泉,绵鳚,迷幻蝠鲼,鹦鹉皮特,皮皮虾,水草
  12. RR=189 anchor_m=147 Swiss=8 | 水草,绵鳚,迷幻蝠鲼,飞鱼,珊瑚,火药角,皮皮虾,鱼饵,龙涎香,海螺壳
  13. RR=172 anchor_m=171 Swiss=8 | 水草,珍珠,打火机,珊瑚,海底热泉,绵鳚,迷幻蝠鲼,鹦鹉皮特,皮皮虾
  14. RR=170 anchor_m=170 Swiss=8 | 打火机,海底热泉,绵鳚,迷幻蝠鲼,鹦鹉皮特,皮皮虾,水草,手斧,燃烧响炮
  15. RR=182 anchor_m=145 Swiss=8 | 水草,湿件战服,绵鳚,迷幻蝠鲼,飞鱼,火药角,皮皮虾,鱼饵,海螺壳
  16. RR=179 anchor_m=148 Swiss=9 | 打火机,水草,绵鳚,迷幻蝠鲼,飞鱼,珍珠,火药角,皮皮虾,海螺壳,珊瑚
  17. RR=167 anchor_m=167 Swiss=8 | 打火机,海底热泉,绵鳚,迷幻蝠鲼,皮皮虾,燃烧响炮,流星索,珊瑚,水草
  18. RR=178 anchor_m=136 Swiss=8 | 水草,绵鳚,迷幻蝠鲼,飞鱼,珍珠,火药角,皮皮虾,海螺壳,珊瑚,龙涎香
  19. RR=186 anchor_m=112 Swiss=8 | 水草,鱼饵,珍珠,珊瑚,海螺壳,珊瑚护甲,绵鳚,迷幻蝠鲼,皮皮虾
  20. RR=178 anchor_m=128 Swiss=8 | 水草,绵鳚,迷幻蝠鲼,飞鱼,木桶,珍珠,珊瑚,火药角,皮皮虾

[GDF] seeds: 绵鳚
[GDF] size=10 top 20
  1. RR=264 anchor_m=264 Swiss=10 | 珊瑚,马龙鱼,绵鳚,鲨齿爪,淬锋钢,手斧,飞鱼,打火机
  2. RR=242 anchor_m=242 Swiss=8 | 狼筅,打火机,绵鳚,海底热泉,火药角,火炮,燃烧响炮
  3. RR=244 anchor_m=228 Swiss=9 | 珊瑚,马龙鱼,绵鳚,鲨齿爪,手斧,飞鱼,淬锋钢,舱底蠕虫
  4. RR=222 anchor_m=222 Swiss=9 | 手斧,打火机,绵鳚,海底热泉,火药角,火炮,淬锋钢,燃烧响炮
  5. RR=226 anchor_m=211 Swiss=9 | 珊瑚,马龙鱼,绵鳚,鲨齿爪,淬锋钢,水草,手斧,飞鱼
  6. RR=220 anchor_m=218 Swiss=9 | 珊瑚,水草,马龙鱼,绵鳚,鲨齿爪,海螺壳,淬锋钢,飞鱼
  7. RR=220 anchor_m=207 Swiss=8 | 珊瑚,马龙鱼,绵鳚,鲨齿爪,手斧,淬锋钢,藏刃匕首,舱底蠕虫
  8. RR=213 anchor_m=210 Swiss=8 | 珊瑚,马龙鱼,绵鳚,鲨齿爪,海螺壳,淬锋钢,手斧,飞鱼
  9. RR=208 anchor_m=208 Swiss=9 | 珊瑚,水草,打火机,马龙鱼,绵鳚,海底热泉,淬锋钢,燃烧响炮
  10. RR=205 anchor_m=205 Swiss=8 | 靴里剑,打火机,绵鳚,海底热泉,火药角,火炮,淬锋钢,燃烧响炮
  11. RR=201 anchor_m=198 Swiss=8 | 珊瑚,马龙鱼,绵鳚,鲨齿爪,打火机,淬锋钢,手斧,舱底蠕虫
  12. RR=201 anchor_m=196 Swiss=8 | 珊瑚,马龙鱼,绵鳚,鲨齿爪,左轮手枪,手斧,淬锋钢,飞鱼
  13. RR=201 anchor_m=193 Swiss=8 | 珊瑚,马龙鱼,绵鳚,鲨齿爪,淬锋钢,飞鱼,藏刃匕首,舱底蠕虫
  14. RR=195 anchor_m=183 Swiss=9 | 珊瑚,马龙鱼,绵鳚,淬锋钢,靴里剑,手斧,鲨齿爪,飞鱼
  15. RR=190 anchor_m=190 Swiss=8 | 珊瑚,马龙鱼,绵鳚,鲨齿爪,藏刃匕首,海螺壳,淬锋钢,飞鱼
  16. RR=178 anchor_m=178 Swiss=8 | 珊瑚,马龙鱼,绵鳚,鲨齿爪,海螺壳,皮皮虾,淬锋钢,飞鱼
  17. RR=178 anchor_m=178 Swiss=8 | 珊瑚,马龙鱼,绵鳚,鲨齿爪,靴里剑,淬锋钢,飞鱼,打火机
  18. RR=179 anchor_m=175 Swiss=9 | 珊瑚,打火机,马龙鱼,绵鳚,鲨齿爪,飞鱼,淬锋钢,舱底蠕虫
  19. RR=177 anchor_m=177 Swiss=8 | 珊瑚,马龙鱼,绵鳚,鲨齿爪,皮皮虾,淬锋钢,手斧,飞鱼
  20. RR=177 anchor_m=171 Swiss=7 | 珊瑚,马龙鱼,绵鳚,鲨齿爪,淬锋钢,流星索,手斧,飞鱼

[GDF] seeds: 舱底蠕虫
[GDF] size=10 top 20
  1. RR=263 anchor_m=85 Swiss=9 | 舱底蠕虫,狼筅,藏刃匕首,绵鳚,鲨齿爪,左轮手枪,葡萄弹,手斧
  2. RR=248 anchor_m=85 Swiss=9 | 舱底蠕虫,狼筅,绵鳚,鲨齿爪,左轮手枪,刺刀,葡萄弹,手斧
  3. RR=247 anchor_m=82 Swiss=9 | 舱底蠕虫,狼筅,绵鳚,鲨齿爪,左轮手枪,葡萄弹,燃烧响炮,手斧
  4. RR=224 anchor_m=116 Swiss=9 | 舱底蠕虫,狼筅,绵鳚,鲨齿爪,飞鱼,左轮手枪,葡萄弹,手斧
  5. RR=240 anchor_m=80 Swiss=9 | 舱底蠕虫,狼筅,绵鳚,鲨齿爪,靴里剑,左轮手枪,葡萄弹,手斧
  6. RR=237 anchor_m=82 Swiss=9 | 舱底蠕虫,狼筅,绵鳚,鲨齿爪,左轮手枪,弹簧刀,葡萄弹,手斧
  7. RR=209 anchor_m=103 Swiss=8 | 舱底蠕虫,狼筅,绵鳚,鲨齿爪,左轮手枪,葡萄弹,手斧,独角鲸
  8. RR=205 anchor_m=68 Swiss=8 | 舱底蠕虫,狼筅,绵鳚,鲨齿爪,藏刃匕首,左轮手枪,刺刀,手斧
  9. RR=186 anchor_m=99 Swiss=8 | 舱底蠕虫,狼筅,绵鳚,鲨齿爪,左轮手枪,迷你弯刀,葡萄弹,手斧
  10. RR=182 anchor_m=87 Swiss=8 | 舱底蠕虫,狼筅,绵鳚,鲨齿爪,左轮手枪,葡萄弹,三花,手斧
  11. RR=208 anchor_m=31 Swiss=8 | 珊瑚护甲,水草,绵鳚,毒须鲶,雪怪蟹,水母,珊瑚,舱底蠕虫,海螺壳
  12. RR=177 anchor_m=90 Swiss=8 | 舱底蠕虫,狼筅,绵鳚,鲨齿爪,藏刃匕首,刺刀,珊瑚,手斧
  13. RR=196 anchor_m=44 Swiss=9 | 舱底蠕虫,狼筅,打火机,绵鳚,鲨齿爪,藏刃匕首,燃烧响炮,手斧
  14. RR=187 anchor_m=60 Swiss=8 | 舱底蠕虫,狼筅,绵鳚,鲨齿爪,藏刃匕首,刺刀,靴里剑,手斧
  15. RR=188 anchor_m=49 Swiss=8 | 舱底蠕虫,狼筅,绵鳚,鲨齿爪,藏刃匕首,独角鲸,刺刀,手斧
  16. RR=175 anchor_m=73 Swiss=8 | 舱底蠕虫,狼筅,绵鳚,鲨齿爪,飞鱼,藏刃匕首,燃烧响炮,手斧
  17. RR=169 anchor_m=83 Swiss=8 | 舱底蠕虫,狼筅,迷你弯刀,绵鳚,鲨齿爪,藏刃匕首,手斧,打火机
  18. RR=181 anchor_m=57 Swiss=8 | 舱底蠕虫,狼筅,绵鳚,鲨齿爪,弹簧刀,藏刃匕首,燃烧响炮,手斧
  19. RR=167 anchor_m=83 Swiss=8 | 舱底蠕虫,手雷,狼筅,绵鳚,鲨齿爪,手斧,藏刃匕首,珊瑚
  20. RR=172 anchor_m=71 Swiss=10 | 舱底蠕虫,狼筅,绵鳚,鲨齿爪,珊瑚,藏刃匕首,燃烧响炮,手斧

[GDF] seeds: 葡萄弹
[GDF] size=10 top 20
  1. RR=233 anchor_m=136 Swiss=8 | 舱底蠕虫,手斧,火药角,手雷,葡萄弹,鲨齿爪,淬锋钢,马龙鱼
  2. RR=220 anchor_m=172 Swiss=8 | 珊瑚护甲,珊瑚,狼筅,绵鳚,火药角,步枪,葡萄弹
  3. RR=218 anchor_m=171 Swiss=9 | 手斧,火药角,手雷,飞鱼,葡萄弹,鲨齿爪,淬锋钢,马龙鱼
  4. RR=222 anchor_m=161 Swiss=9 | 靴里剑,手斧,火药角,手雷,葡萄弹,鲨齿爪,淬锋钢,马龙鱼
  5. RR=188 anchor_m=188 Swiss=8 | 绵鳚,火药角,步枪,靴里剑,手斧,葡萄弹,左轮手枪,鲨齿爪
  6. RR=207 anchor_m=143 Swiss=9 | 火药角,手雷,手斧,葡萄弹,鲨齿爪,淬锋钢,弹簧刀,马龙鱼
  7. RR=193 anchor_m=164 Swiss=9 | 三花,手斧,火药角,手雷,葡萄弹,鲨齿爪,淬锋钢,马龙鱼
  8. RR=224 anchor_m=99 Swiss=10 | 珊瑚,火药角,流星索,手雷,填弹杆,步枪,葡萄弹,手斧
  9. RR=187 anchor_m=148 Swiss=9 | 手斧,火药角,手雷,葡萄弹,鲨齿爪,淬锋钢,藏刃匕首,马龙鱼
  10. RR=198 anchor_m=108 Swiss=8 | 珊瑚,火药角,手雷,流星索,填弹杆,步枪,绵鳚,葡萄弹
  11. RR=182 anchor_m=132 Swiss=9 | 珊瑚,火药角,流星索,弹簧刀,手雷,填弹杆,步枪,葡萄弹
  12. RR=180 anchor_m=129 Swiss=9 | 火药角,手雷,葡萄弹,珊瑚,飞鱼,鲨齿爪,淬锋钢,马龙鱼
  13. RR=180 anchor_m=115 Swiss=8 | 火药角,手雷,珊瑚,葡萄弹,鲨齿爪,淬锋钢,弹簧刀,马龙鱼
  14. RR=166 anchor_m=135 Swiss=8 | 火药角,手雷,葡萄弹,靴里剑,飞鱼,鲨齿爪,淬锋钢,马龙鱼
  15. RR=155 anchor_m=154 Swiss=8 | 鲨齿爪,湿件战服,绵鳚,火药角,步枪,弹簧刀,葡萄弹
  16. RR=177 anchor_m=110 Swiss=8 | 火药角,流星索,手雷,填弹杆,步枪,淬锋钢,手斧,葡萄弹
  17. RR=163 anchor_m=126 Swiss=8 | 手斧,火药角,手雷,左轮手枪,葡萄弹,鲨齿爪,淬锋钢,马龙鱼
  18. RR=167 anchor_m=117 Swiss=7 | 火药角,步枪,填弹杆,流星索,手斧,淬锋钢,珊瑚,葡萄弹
  19. RR=164 anchor_m=119 Swiss=7 | 珊瑚,火药角,流星索,手雷,填弹杆,步枪,抓钩,葡萄弹
  20. RR=154 anchor_m=133 Swiss=8 | 绵鳚,火药角,步枪,刺刀,舱底蠕虫,手斧,葡萄弹,鲨齿爪

[GDF] seeds: 藏刃匕首
[GDF] size=10 top 20
  1. RR=261 anchor_m=155 Swiss=9 | 舱底蠕虫,手斧,鲨齿爪,藏刃匕首,弹簧刀,武士刀,刺刀,淬锋钢
  2. RR=214 anchor_m=178 Swiss=9 | 舱底蠕虫,手斧,珊瑚,鲨齿爪,藏刃匕首,弹簧刀,马龙鱼,淬锋钢
  3. RR=245 anchor_m=111 Swiss=10 | 靴里剑,手斧,藏刃匕首,鲨齿爪,飞鱼,弹簧刀,马龙鱼,淬锋钢
  4. RR=217 anchor_m=163 Swiss=9 | 手斧,左轮手枪,鲨齿爪,藏刃匕首,弹簧刀,武士刀,刺刀,淬锋钢
  5. RR=252 anchor_m=86 Swiss=9 | 手斧,鲨齿爪,靴里剑,藏刃匕首,弹簧刀,武士刀,刺刀,淬锋钢
  6. RR=209 anchor_m=163 Swiss=8 | 珊瑚,手斧,鲨齿爪,藏刃匕首,弹簧刀,武士刀,刺刀,淬锋钢
  7. RR=218 anchor_m=142 Swiss=8 | 珊瑚,藏刃匕首,鲨齿爪,手斧,飞鱼,弹簧刀,马龙鱼,淬锋钢
  8. RR=182 anchor_m=151 Swiss=8 | 手斧,鲨齿爪,手雷,藏刃匕首,弹簧刀,武士刀,刺刀,淬锋钢
  9. RR=184 anchor_m=135 Swiss=8 | 珊瑚,淬锋钢,马龙鱼,绵鳚,鲨齿爪,水草,藏刃匕首,飞鱼
  10. RR=184 anchor_m=132 Swiss=8 | 手斧,鲨齿爪,飞鱼,藏刃匕首,弹簧刀,武士刀,刺刀,淬锋钢
  11. RR=184 anchor_m=129 Swiss=9 | 舱底蠕虫,手斧,鲨齿爪,藏刃匕首,靴里剑,淬锋钢,弹簧刀,马龙鱼
  12. RR=190 anchor_m=115 Swiss=8 | 藏刃匕首,鲨齿爪,手斧,左轮手枪,飞鱼,弹簧刀,马龙鱼,淬锋钢
  13. RR=183 anchor_m=128 Swiss=9 | 舱底蠕虫,手斧,鲨齿爪,藏刃匕首,左轮手枪,弹簧刀,武士刀,淬锋钢
  14. RR=170 anchor_m=151 Swiss=8 | 手斧,宠物石,鲨齿爪,藏刃匕首,弹簧刀,武士刀,刺刀,淬锋钢
  15. RR=165 anchor_m=152 Swiss=7 | 手斧,狼筅,鲨齿爪,藏刃匕首,弹簧刀,武士刀,淬锋钢
  16. RR=198 anchor_m=84 Swiss=7 | 舱底蠕虫,藏刃匕首,鲨齿爪,手斧,飞鱼,弹簧刀,马龙鱼,淬锋钢
  17. RR=167 anchor_m=141 Swiss=8 | 手斧,靴里剑,鲨齿爪,三花,藏刃匕首,弹簧刀,武士刀,淬锋钢
  18. RR=173 anchor_m=127 Swiss=9 | 舱底蠕虫,流星索,手斧,鲨齿爪,藏刃匕首,淬锋钢,弹簧刀,马龙鱼
  19. RR=182 anchor_m=106 Swiss=8 | 鲨齿爪,沙滩充气球,手斧,藏刃匕首,弹簧刀,马龙鱼,淬锋钢
  20. RR=175 anchor_m=111 Swiss=8 | 舱底蠕虫,手斧,鲨齿爪,藏刃匕首,淬锋钢,独角鲸,弹簧刀,马龙鱼

[GDF] seeds: 迷你弯刀
[GDF] size=10 top 20
  1. RR=238 anchor_m=224 Swiss=10 | 鲨齿爪,葡萄弹,左轮手枪,弹簧刀,迷你弯刀,狼筅,手斧,靴里剑
  2. RR=217 anchor_m=210 Swiss=8 | 狼筅,鲨齿爪,流星索,左轮手枪,弹簧刀,迷你弯刀,手斧,葡萄弹
  3. RR=229 anchor_m=157 Swiss=8 | 鲨齿爪,靴里剑,左轮手枪,弹簧刀,独角鲸,流星索,迷你弯刀,手斧,葡萄弹
  4. RR=208 anchor_m=188 Swiss=9 | 鲨齿爪,左轮手枪,弹簧刀,武士刀,刺刀,迷你弯刀,手斧,葡萄弹
  5. RR=197 anchor_m=197 Swiss=8 | 鲨齿爪,葡萄弹,左轮手枪,弹簧刀,迷你弯刀,刺刀,手斧,舱底蠕虫,靴里剑
  6. RR=197 anchor_m=184 Swiss=9 | 靴里剑,鲨齿爪,左轮手枪,弹簧刀,武士刀,刺刀,迷你弯刀,手斧
  7. RR=190 anchor_m=178 Swiss=8 | 鲨齿爪,葡萄弹,左轮手枪,弹簧刀,独角鲸,迷你弯刀,手斧,靴里剑,三花
  8. RR=190 anchor_m=175 Swiss=8 | 舱底蠕虫,鲨齿爪,靴里剑,左轮手枪,弹簧刀,独角鲸,迷你弯刀,手斧,葡萄弹
  9. RR=183 anchor_m=182 Swiss=9 | 鲨齿爪,葡萄弹,左轮手枪,弹簧刀,迷你弯刀,手斧,靴里剑,珊瑚护甲
  10. RR=196 anchor_m=144 Swiss=9 | 鲨齿爪,流星索,左轮手枪,弹簧刀,武士刀,刺刀,迷你弯刀,手斧
  11. RR=178 anchor_m=175 Swiss=8 | 三花,靴里剑,鲨齿爪,左轮手枪,弹簧刀,葡萄弹,迷你弯刀,刺刀,手斧
  12. RR=180 anchor_m=166 Swiss=9 | 鲨齿爪,靴里剑,左轮手枪,弹簧刀,独角鲸,刺刀,迷你弯刀,手斧,葡萄弹
  13. RR=180 anchor_m=166 Swiss=8 | 鲨齿爪,葡萄弹,左轮手枪,弹簧刀,迷你弯刀,手斧,三花,舱底蠕虫,靴里剑
  14. RR=181 anchor_m=162 Swiss=8 | 手斧,鲨齿爪,湿件战服,绵鳚,马龙鱼,弹簧刀,迷你弯刀
  15. RR=177 anchor_m=168 Swiss=9 | 救生圈,淬锋钢,迷你弯刀,鲨齿爪,飞鱼,弹簧刀,马龙鱼
  16. RR=175 anchor_m=171 Swiss=8 | 狼筅,手斧,流星索,鲨齿爪,独角鲸,弹簧刀,迷你弯刀,靴里剑
  17. RR=174 anchor_m=172 Swiss=8 | 珊瑚,鲨齿爪,湿件战服,绵鳚,马龙鱼,弹簧刀,迷你弯刀
  18. RR=173 anchor_m=162 Swiss=8 | 鲨齿爪,葡萄弹,左轮手枪,弹簧刀,迷你弯刀,流星索,藏刃匕首,手斧,靴里剑
  19. RR=168 anchor_m=167 Swiss=8 | 鲨齿爪,左轮手枪,弹簧刀,独角鲸,迷你弯刀,手斧,绵鳚,湿件战服
  20. RR=166 anchor_m=164 Swiss=8 | 狼筅,手斧,鲨齿爪,独角鲸,弹簧刀,左轮手枪,迷你弯刀,靴里剑

[GDF] seeds: 迷幻蝠鲼
[GDF] size=10 top 20
  1. RR=264 anchor_m=263 Swiss=9 | 水草,海底热泉,绵鳚,迷幻蝠鲼,鹦鹉皮特,皮皮虾,燃烧响炮,打火机,海螺壳
  2. RR=248 anchor_m=247 Swiss=10 | 水草,打火机,海底热泉,绵鳚,迷幻蝠鲼,鹦鹉皮特,皮皮虾,珊瑚,燃烧响炮
  3. RR=244 anchor_m=244 Swiss=8 | 珍珠,水草,海底热泉,绵鳚,迷幻蝠鲼,鹦鹉皮特,皮皮虾,燃烧响炮,打火机
  4. RR=248 anchor_m=228 Swiss=9 | 打火机,水草,流星索,海底热泉,绵鳚,迷幻蝠鲼,鹦鹉皮特,皮皮虾,燃烧响炮
  5. RR=228 anchor_m=228 Swiss=8 | 打火机,海螺壳,水草,珍珠,海底热泉,绵鳚,迷幻蝠鲼,鹦鹉皮特,皮皮虾
  6. RR=226 anchor_m=182 Swiss=9 | 水草,淬锋钢,飞鱼,迷幻蝠鲼,皮皮虾,鲨齿爪,绵鳚,马龙鱼
  7. RR=198 anchor_m=194 Swiss=8 | 水草,海底热泉,绵鳚,迷幻蝠鲼,鹦鹉皮特,皮皮虾,燃烧响炮,打火机,藏刃匕首
  8. RR=197 anchor_m=193 Swiss=9 | 葡萄弹,水草,海底热泉,绵鳚,迷幻蝠鲼,鹦鹉皮特,皮皮虾,燃烧响炮,打火机
  9. RR=204 anchor_m=177 Swiss=8 | 鱼饵,水草,绵鳚,毒须鲶,雪怪蟹,水母,迷幻蝠鲼,皮皮虾,珊瑚,海螺壳
  10. RR=223 anchor_m=138 Swiss=8 | 水草,淬锋钢,飞鱼,迷幻蝠鲼,食人鱼,鲨齿爪,绵鳚,马龙鱼
  11. RR=195 anchor_m=179 Swiss=8 | 珍珠,水草,绵鳚,毒须鲶,雪怪蟹,水母,迷幻蝠鲼,皮皮虾,鱼饵,海螺壳
  12. RR=189 anchor_m=189 Swiss=8 | 打火机,珍珠,珊瑚,水草,海底热泉,绵鳚,迷幻蝠鲼,鹦鹉皮特,皮皮虾
  13. RR=186 anchor_m=185 Swiss=9 | 燃烧响炮,水草,流星索,海螺壳,海底热泉,绵鳚,迷幻蝠鲼,鹦鹉皮特,皮皮虾
  14. RR=186 anchor_m=184 Swiss=8 | 燃烧响炮,打火机,水草,海底热泉,绵鳚,迷幻蝠鲼,鹦鹉皮特,皮皮虾,鱼饵
  15. RR=184 anchor_m=183 Swiss=8 | 水草,海底热泉,绵鳚,迷幻蝠鲼,鹦鹉皮特,皮皮虾,燃烧响炮,打火机,手斧
  16. RR=184 anchor_m=183 Swiss=8 | 打火机,珊瑚,水草,海底热泉,绵鳚,迷幻蝠鲼,鹦鹉皮特,皮皮虾,流星索
  17. RR=230 anchor_m=87 Swiss=9 | 水草,淬锋钢,飞鱼,迷幻蝠鲼,手斧,鲨齿爪,绵鳚,马龙鱼
  18. RR=178 anchor_m=178 Swiss=8 | 水草,海底热泉,绵鳚,迷幻蝠鲼,鹦鹉皮特,食人鱼,皮皮虾,燃烧响炮,打火机
  19. RR=178 anchor_m=177 Swiss=8 | 水草,海底热泉,绵鳚,迷幻蝠鲼,鹦鹉皮特,皮皮虾,珊瑚,燃烧响炮,流星索
  20. RR=178 anchor_m=176 Swiss=9 | 水草,海底热泉,绵鳚,迷幻蝠鲼,鹦鹉皮特,皮皮虾,靴里剑,燃烧响炮,打火机

[GDF] seeds: 钓鱼竿
[GDF] size=10 top 20
  1. RR=224 anchor_m=209 Swiss=10 | 珍珠,海螺壳,珊瑚,钓鱼竿,毒须鲶,绵鳚,水草,鱼饵,打火机
  2. RR=221 anchor_m=221 Swiss=8 | 珍珠,水母,雪怪蟹,鱼饵,钓鱼竿,毒须鲶,绵鳚,水草,打火机
  3. RR=207 anchor_m=207 Swiss=8 | 珊瑚,钓鱼竿,毒须鲶,绵鳚,水草,珍珠,水母,鱼饵,打火机
  4. RR=212 anchor_m=195 Swiss=9 | 沙滩充气球,海螺壳,珊瑚,钓鱼竿,毒须鲶,绵鳚,水草,鱼饵
  5. RR=196 anchor_m=195 Swiss=8 | 钓鱼竿,毒须鲶,绵鳚,水草,打火机,沙滩充气球,珊瑚,藏刃匕首
  6. RR=192 anchor_m=190 Swiss=8 | 钓鱼竿,毒须鲶,绵鳚,水草,珊瑚,海底热泉,海螺壳,鱼饵
  7. RR=191 anchor_m=190 Swiss=9 | 珊瑚,海螺壳,钓鱼竿,毒须鲶,绵鳚,水草,水母,鱼饵,打火机
  8. RR=191 anchor_m=184 Swiss=9 | 鱼饵,珊瑚,钓鱼竿,毒须鲶,绵鳚,水草,打火机,沙滩充气球
  9. RR=187 anchor_m=184 Swiss=8 | 海螺壳,珊瑚,独角鲸,钓鱼竿,毒须鲶,绵鳚,水草,鱼饵,打火机
  10. RR=183 anchor_m=174 Swiss=8 | 鱼饵,珊瑚,沙滩充气球,藏刃匕首,钓鱼竿,毒须鲶,绵鳚,水草
  11. RR=179 anchor_m=179 Swiss=8 | 珊瑚,钓鱼竿,毒须鲶,绵鳚,水草,迷幻蝠鲼,水母,鱼饵,打火机
  12. RR=178 anchor_m=177 Swiss=8 | 海螺壳,珊瑚,钓鱼竿,毒须鲶,绵鳚,水草,鱼饵,打火机,龙涎香
  13. RR=177 anchor_m=171 Swiss=9 | 鱼饵,珍珠,水母,迷幻蝠鲼,钓鱼竿,毒须鲶,绵鳚,水草,打火机
  14. RR=176 anchor_m=171 Swiss=8 | 海螺壳,鱼饵,珍珠,水母,钓鱼竿,毒须鲶,绵鳚,水草,打火机
  15. RR=174 anchor_m=172 Swiss=9 | 沙滩充气球,珊瑚,淬锋钢,钓鱼竿,毒须鲶,绵鳚,水草,鱼饵
  16. RR=170 anchor_m=168 Swiss=9 | 珊瑚,珍珠,水母,雪怪蟹,钓鱼竿,毒须鲶,绵鳚,水草,打火机
  17. RR=169 anchor_m=166 Swiss=8 | 海螺壳,珊瑚,钓鱼竿,毒须鲶,绵鳚,水草,食人鱼,鱼饵,打火机
  18. RR=167 anchor_m=167 Swiss=9 | 珍珠,水母,雪怪蟹,海底热泉,钓鱼竿,毒须鲶,绵鳚,水草
  19. RR=168 anchor_m=165 Swiss=9 | 海螺壳,飞鱼,珊瑚,钓鱼竿,毒须鲶,绵鳚,水草,鱼饵,打火机
  20. RR=165 anchor_m=165 Swiss=8 | 珍珠,水母,珊瑚,钓鱼竿,毒须鲶,绵鳚,水草,海螺壳,打火机

[GDF] seeds: 铲子
[GDF] size=10 top 20
  1. RR=246 anchor_m=155 Swiss=9 | 湿件战服,马龙鱼,弹簧刀,铲子,手斧,飞鱼,淬锋钢
  2. RR=229 anchor_m=151 Swiss=9 | 珊瑚,马龙鱼,弹簧刀,铲子,鲨齿爪,飞鱼,淬锋钢
  3. RR=226 anchor_m=153 Swiss=9 | 珊瑚,淬锋钢,飞鱼,手斧,鲨齿爪,铲子,马龙鱼
  4. RR=221 anchor_m=163 Swiss=8 | 舱底蠕虫,鲨齿爪,铲子,淬锋钢,飞鱼,弹簧刀,马龙鱼
