# gdf_enumerate_anchor_top1: full Top-K per anchor (last size tier only)
[GDF] seeds: 三花
[GDF] size=10 top 20
  1. RR=278 anchor_m=6 Swiss=11 | 燃烧响炮,淬锋钢,燃烧子弹,打火机,篝火,绵鳚,加速烙刀,三花
  2. RR=184 anchor_m=109 Swiss=9 | 小冰镐,绵鳚,元素深水炸弹,雪怪蟹,水母,潜水配重,迷幻蝠鲼,吸血章鱼,鱼饵
  3. RR=176 anchor_m=114 Swiss=10 | 海螺壳,拍立蚌,珍珠,小冰镐,绵鳚,元素深水炸弹,雪怪蟹,水母,吸血章鱼
  4. RR=181 anchor_m=104 Swiss=10 | 海螺壳,小冰镐,绵鳚,元素深水炸弹,雪怪蟹,水母,珍珠,吸血章鱼,鱼饵
  5. RR=180 anchor_m=105 Swiss=10 | 海螺壳,珍珠,小冰镐,绵鳚,元素深水炸弹,雪怪蟹,水母,迷幻蝠鲼,吸血章鱼
  6. RR=183 anchor_m=84 Swiss=10 | 拍立蚌,小冰镐,绵鳚,元素深水炸弹,雪怪蟹,水母,珍珠,潜水配重,吸血章鱼
  7. RR=175 anchor_m=84 Swiss=11 | 小冰镐,绵鳚,元素深水炸弹,雪怪蟹,水母,珍珠,潜水配重,吸血章鱼,鱼饵
  8. RR=169 anchor_m=92 Swiss=11 | 珊瑚,小冰镐,绵鳚,元素深水炸弹,雪怪蟹,水母,迷幻蝠鲼,吸血章鱼,鱼饵
  9. RR=170 anchor_m=90 Swiss=10 | 小冰镐,绵鳚,元素深水炸弹,雪怪蟹,水母,潜水配重,海螺壳,吸血章鱼,鱼饵
  10. RR=177 anchor_m=74 Swiss=10 | 拍立蚌,海螺壳,小冰镐,绵鳚,元素深水炸弹,雪怪蟹,水母,吸血章鱼,鱼饵
  11. RR=177 anchor_m=73 Swiss=10 | 小冰镐,绵鳚,元素深水炸弹,雪怪蟹,水母,潜水配重,拍立蚌,海螺壳,吸血章鱼
  12. RR=165 anchor_m=94 Swiss=10 | 水草,小冰镐,绵鳚,元素深水炸弹,雪怪蟹,水母,拍立蚌,迷幻蝠鲼,吸血章鱼
  13. RR=156 anchor_m=105 Swiss=10 | 小冰镐,绵鳚,元素深水炸弹,雪怪蟹,水母,潜水配重,吸血章鱼,海影宝驹
  14. RR=164 anchor_m=83 Swiss=10 | 小冰镐,绵鳚,元素深水炸弹,雪怪蟹,水母,吸血章鱼,鱼饵,拍立蚌,龙涎香
  15. RR=167 anchor_m=72 Swiss=10 | 拍立蚌,小冰镐,绵鳚,元素深水炸弹,雪怪蟹,水母,潜水配重,吸血章鱼,鱼饵
  16. RR=156 anchor_m=94 Swiss=9 | 珊瑚,小冰镐,海螺壳,绵鳚,元素深水炸弹,雪怪蟹,水母,迷幻蝠鲼,吸血章鱼
  17. RR=160 anchor_m=82 Swiss=10 | 拍立蚌,小冰镐,绵鳚,元素深水炸弹,雪怪蟹,水母,珍珠,吸血章鱼,迷幻蝠鲼
  18. RR=164 anchor_m=70 Swiss=11 | 小冰镐,绵鳚,元素深水炸弹,雪怪蟹,水母,吸血章鱼,鱼饵,珍珠,拍立蚌
  19. RR=177 anchor_m=44 Swiss=9 | 拍立蚌,皮皮虾,小冰镐,绵鳚,元素深水炸弹,雪怪蟹,水母,吸血章鱼,迷幻蝠鲼
  20. RR=156 anchor_m=82 Swiss=10 | 鱼饵,小冰镐,海螺壳,绵鳚,元素深水炸弹,雪怪蟹,水母,迷幻蝠鲼,吸血章鱼

[GDF] seeds: 喷射摩托
[GDF] size=10 top 20
  1. RR=271 anchor_m=271 Swiss=10 | 飞鱼,潜水配重,理查森先生,喷射摩托,淬锋钢,潜行滑翔机
  2. RR=263 anchor_m=263 Swiss=10 | 潜行滑翔机,飞鱼,潜水配重,水草,喷射摩托,淬锋钢
  3. RR=261 anchor_m=260 Swiss=11 | 淬锋钢,喷射摩托,潜行滑翔机,珊瑚,小冰镐,飞鱼
  4. RR=244 anchor_m=244 Swiss=11 | 飞鱼,潜水配重,潜行滑翔机,珊瑚,喷射摩托,淬锋钢
  5. RR=244 anchor_m=244 Swiss=10 | 淬锋钢,喷射摩托,藏刃匕首,飞鱼,珊瑚,潜行滑翔机
  6. RR=240 anchor_m=239 Swiss=10 | 舱底蠕虫,潜行滑翔机,淬锋钢,喷射摩托,小冰镐,飞鱼
  7. RR=237 anchor_m=237 Swiss=10 | 燃烧响炮,飞鱼,潜行滑翔机,喷射摩托,打火机,淬锋钢
  8. RR=237 anchor_m=230 Swiss=10 | 燃烧响炮,喷射摩托,打火机,舱底蠕虫,淬锋钢,潜行滑翔机
  9. RR=234 anchor_m=234 Swiss=10 | 飞鱼,潜水配重,珍珠,潜行滑翔机,喷射摩托,淬锋钢
  10. RR=230 anchor_m=225 Swiss=10 | 舱底蠕虫,潜行滑翔机,淬锋钢,喷射摩托,藏刃匕首,飞鱼
  11. RR=220 anchor_m=220 Swiss=9 | 潜行滑翔机,飞鱼,潜水配重,珊瑚,喷射摩托,小冰镐
  12. RR=215 anchor_m=215 Swiss=11 | 潜水配重,喷射摩托,淬锋钢,鸦巢,六分仪
  13. RR=213 anchor_m=213 Swiss=11 | 飞鱼,潜水配重,潜行滑翔机,套娃,喷射摩托,淬锋钢
  14. RR=212 anchor_m=212 Swiss=10 | 飞鱼,潜水配重,葡萄弹,喷射摩托,淬锋钢,潜行滑翔机
  15. RR=209 anchor_m=209 Swiss=10 | 飞鱼,潜水配重,枪套,大钢弩,套娃,喷射摩托,淬锋钢
  16. RR=207 anchor_m=207 Swiss=10 | 潜行滑翔机,飞鱼,潜水配重,绵鳚,喷射摩托,淬锋钢
  17. RR=202 anchor_m=202 Swiss=10 | 潜行滑翔机,飞鱼,潜水配重,燃烧响炮,喷射摩托,淬锋钢
  18. RR=200 anchor_m=197 Swiss=10 | 飞鱼,潜水配重,绵鳚,喷射摩托,枪套,小冰镐,大钢弩
  19. RR=198 anchor_m=198 Swiss=10 | 燃烧响炮,喷射摩托,潜行滑翔机,绵鳚,打火机,淬锋钢
  20. RR=201 anchor_m=181 Swiss=11 | 飞鱼,潜水配重,六分仪,珊瑚护甲,喷射摩托,淬锋钢

[GDF] seeds: 填弹杆
[GDF] size=10 top 20
  1. RR=222 anchor_m=222 Swiss=11 | 流星索,填弹杆,步枪,水车,淬锋钢,小冰镐
  2. RR=216 anchor_m=216 Swiss=10 | 流星索,填弹杆,步枪,套娃,水车,淬锋钢
  3. RR=215 anchor_m=215 Swiss=10 | 流星索,填弹杆,步枪,套娃,水车,小冰镐
  4. RR=208 anchor_m=208 Swiss=10 | 藏刃匕首,流星索,填弹杆,步枪,水车,小冰镐
  5. RR=199 anchor_m=199 Swiss=11 | 流星索,填弹杆,步枪,水车,套娃,葡萄弹
  6. RR=197 anchor_m=197 Swiss=10 | 拍立蚌,流星索,填弹杆,步枪,水车,淬锋钢
  7. RR=196 anchor_m=196 Swiss=10 | 珊瑚,流星索,填弹杆,步枪,水车,淬锋钢
  8. RR=195 anchor_m=195 Swiss=10 | 流星索,填弹杆,步枪,水车,小冰镐,珊瑚
  9. RR=192 anchor_m=192 Swiss=11 | 手雷,填弹杆,步枪,水车,套娃,小冰镐
  10. RR=187 anchor_m=187 Swiss=10 | 流星索,填弹杆,步枪,水车,小冰镐,十手
  11. RR=183 anchor_m=183 Swiss=11 | 流星索,填弹杆,步枪,水车,小冰镐,手斧
  12. RR=179 anchor_m=179 Swiss=10 | 十手,流星索,填弹杆,步枪,水车,淬锋钢
  13. RR=178 anchor_m=178 Swiss=10 | 小冰镐,流星索,填弹杆,步枪,水车,葡萄弹
  14. RR=177 anchor_m=177 Swiss=10 | 流星索,填弹杆,步枪,水车,淬锋钢,迷幻蝠鲼
  15. RR=176 anchor_m=176 Swiss=10 | 填弹杆,步枪,小冰镐,套娃,水车,淬锋钢
  16. RR=168 anchor_m=168 Swiss=11 | 流星索,填弹杆,步枪,水车,小冰镐,雪怪蟹
  17. RR=168 anchor_m=168 Swiss=9 | 填弹杆,步枪,水车,套娃,小冰镐,珊瑚
  18. RR=167 anchor_m=167 Swiss=10 | 码头缆索,填弹杆,步枪,水车,淬锋钢
  19. RR=167 anchor_m=167 Swiss=10 | 流星索,填弹杆,步枪,水车,淬锋钢,雪怪蟹
  20. RR=166 anchor_m=166 Swiss=10 | 流星索,填弹杆,步枪,燃烧响炮,水车,小冰镐

[GDF] seeds: 大钢弩
[GDF] size=10 top 20
  1. RR=246 anchor_m=246 Swiss=11 | 大钢弩,打火机,篝火,标枪,绵鳚,燃烧响炮,枪套
  2. RR=242 anchor_m=242 Swiss=10 | 大钢弩,燃烧子弹,打火机,篝火,绵鳚,标枪,燃烧响炮
  3. RR=232 anchor_m=232 Swiss=9 | 葡萄弹,大钢弩,打火机,标枪,篝火,绵鳚,燃烧响炮
  4. RR=224 anchor_m=224 Swiss=10 | 大钢弩,手雷,打火机,标枪,篝火,绵鳚,燃烧响炮
  5. RR=205 anchor_m=205 Swiss=10 | 理查森先生,大钢弩,拍立蚌,燃烧子弹,打火机,篝火,绵鳚,燃烧响炮
  6. RR=204 anchor_m=204 Swiss=9 | 大钢弩,拍立蚌,燃烧子弹,打火机,篝火,绵鳚,燃烧响炮,珊瑚
  7. RR=201 anchor_m=201 Swiss=9 | 大钢弩,流星索,打火机,篝火,标枪,绵鳚,燃烧响炮
  8. RR=201 anchor_m=201 Swiss=9 | 大钢弩,靴里剑,打火机,篝火,绵鳚,标枪,燃烧响炮
  9. RR=198 anchor_m=198 Swiss=9 | 大钢弩,打火机,篝火,潜水配重,小冰镐,绵鳚,燃烧响炮,枪套
  10. RR=196 anchor_m=196 Swiss=10 | 大钢弩,拍立蚌,燃烧子弹,打火机,篝火,绵鳚,燃烧响炮,流星索
  11. RR=194 anchor_m=194 Swiss=9 | 大钢弩,潜水配重,拍立蚌,打火机,篝火,绵鳚,燃烧响炮,枪套
  12. RR=191 anchor_m=191 Swiss=9 | 珍珠,大钢弩,拍立蚌,燃烧子弹,打火机,篝火,绵鳚,燃烧响炮
  13. RR=186 anchor_m=186 Swiss=10 | 大钢弩,烈酒杯,打火机,篝火,绵鳚,标枪,燃烧响炮
  14. RR=174 anchor_m=174 Swiss=10 | 大钢弩,龙涎香,拍立蚌,燃烧子弹,打火机,篝火,绵鳚,燃烧响炮
  15. RR=173 anchor_m=173 Swiss=9 | 大钢弩,手雷,拍立蚌,燃烧子弹,打火机,篝火,绵鳚,燃烧响炮
  16. RR=171 anchor_m=171 Swiss=9 | 大钢弩,潜水配重,拍立蚌,燃烧子弹,打火机,篝火,绵鳚,燃烧响炮
  17. RR=168 anchor_m=168 Swiss=9 | 大钢弩,葡萄弹,拍立蚌,燃烧子弹,打火机,篝火,绵鳚,燃烧响炮
  18. RR=166 anchor_m=166 Swiss=9 | 大钢弩,拍立蚌,燃烧子弹,打火机,篝火,绵鳚,迷幻蝠鲼,燃烧响炮
  19. RR=164 anchor_m=164 Swiss=9 | 大钢弩,拍立蚌,燃烧子弹,打火机,篝火,绵鳚,燃烧响炮,皮皮虾
  20. RR=160 anchor_m=160 Swiss=9 | 大钢弩,淬锋钢,拍立蚌,燃烧子弹,打火机,篝火,绵鳚,燃烧响炮

[GDF] seeds: 套娃
[GDF] size=10 top 20
  1. RR=267 anchor_m=174 Swiss=11 | 小冰镐,湿件战服,淬锋钢,深潜器,潜水配重,带刃悬浮板,套娃
  2. RR=232 anchor_m=219 Swiss=11 | 湿件战服,小冰镐,手雷,淬锋钢,深潜器,带刃悬浮板,套娃
  3. RR=234 anchor_m=210 Swiss=11 | 湿件战服,小冰镐,拍立蚌,深潜器,淬锋钢,带刃悬浮板,套娃
  4. RR=239 anchor_m=192 Swiss=10 | 深潜器,湿件战服,小冰镐,手斧,淬锋钢,带刃悬浮板,套娃
  5. RR=220 anchor_m=206 Swiss=10 | 龙涎香,湿件战服,小冰镐,深潜器,淬锋钢,带刃悬浮板,套娃
  6. RR=227 anchor_m=186 Swiss=10 | 藏刃匕首,湿件战服,小冰镐,深潜器,淬锋钢,带刃悬浮板,套娃
  7. RR=251 anchor_m=80 Swiss=11 | 湿件战服,葡萄弹,小冰镐,淬锋钢,带刃悬浮板,深潜器,套娃
  8. RR=189 anchor_m=187 Swiss=10 | 湿件战服,船首像,小冰镐,手斧,淬锋钢,带刃悬浮板,套娃
  9. RR=185 anchor_m=179 Swiss=10 | 加速烙刀,绵鳚,潜水配重,流星索,大钢弩,枪套,套娃,飞鱼
  10. RR=203 anchor_m=139 Swiss=11 | 湿件战服,马龙鱼,小冰镐,手斧,淬锋钢,带刃悬浮板,套娃
  11. RR=262 anchor_m=17 Swiss=10 | 湿件战服,小冰镐,流星索,淬锋钢,带刃悬浮板,深潜器,套娃
  12. RR=186 anchor_m=168 Swiss=10 | 藏刃匕首,加速烙刀,绵鳚,潜水配重,大钢弩,枪套,套娃,飞鱼
  13. RR=178 anchor_m=168 Swiss=10 | 湿件战服,船首像,小冰镐,流星索,淬锋钢,带刃悬浮板,套娃
  14. RR=176 anchor_m=169 Swiss=10 | 加速烙刀,绵鳚,潜水配重,珊瑚,大钢弩,枪套,套娃,飞鱼
  15. RR=199 anchor_m=108 Swiss=10 | 加速烙刀,绵鳚,潜水配重,烈酒杯,大钢弩,枪套,套娃,飞鱼
  16. RR=180 anchor_m=143 Swiss=10 | 枪套,小冰镐,淬锋钢,船长舱,潜水配重,带刃悬浮板,套娃
  17. RR=161 anchor_m=152 Swiss=10 | 湿件战服,小冰镐,船长舱,淬锋钢,带刃悬浮板,套娃
  18. RR=168 anchor_m=135 Swiss=9 | 小冰镐,藏刃匕首,淬锋钢,船长舱,潜水配重,带刃悬浮板,套娃
  19. RR=159 anchor_m=147 Swiss=10 | 小冰镐,沙滩充气球,淬锋钢,深潜器,潜水配重,带刃悬浮板,套娃
  20. RR=156 anchor_m=153 Swiss=10 | 加速烙刀,绵鳚,水母,潜水配重,大钢弩,枪套,套娃,飞鱼

[GDF] seeds: 定制准镜
[GDF] size=10 top 20
  1. RR=267 anchor_m=19 Swiss=10 | 大钢弩,燃烧响炮,绵鳚,打火机,定制准镜,小冰镐,篝火,枪套
  2. RR=264 anchor_m=10 Swiss=10 | 淬锋钢,六分仪,沙滩充气球,潜水配重,定制准镜,吸血章鱼,牌桌
  3. RR=198 anchor_m=76 Swiss=11 | 沙滩充气球,鱼饵,牌桌,淬锋钢,定制准镜,吸血章鱼,六分仪
  4. RR=156 anchor_m=154 Swiss=10 | 燃烧响炮,小冰镐,绵鳚,湿件战服,打火机,淬锋钢,定制准镜,手斧,独角鲸
  5. RR=213 anchor_m=35 Swiss=10 | 大钢弩,燃烧响炮,绵鳚,潜水配重,打火机,定制准镜,小冰镐,篝火
  6. RR=219 anchor_m=10 Swiss=11 | 大钢弩,燃烧响炮,绵鳚,打火机,烈酒杯,定制准镜,小冰镐,篝火
  7. RR=237 anchor_m=-32 Swiss=11 | 大钢弩,燃烧响炮,绵鳚,打火机,定制准镜,燃烧子弹,小冰镐,篝火
  8. RR=204 anchor_m=33 Swiss=10 | 大钢弩,手雷,燃烧响炮,绵鳚,打火机,定制准镜,小冰镐,篝火
  9. RR=211 anchor_m=13 Swiss=10 | 流星索,大钢弩,燃烧响炮,绵鳚,打火机,定制准镜,小冰镐,篝火
  10. RR=215 anchor_m=2 Swiss=10 | 燃烧响炮,燃烧子弹,打火机,定制准镜,小冰镐,篝火,绵鳚,加速烙刀
  11. RR=186 anchor_m=54 Swiss=10 | 淬锋钢,六分仪,潜水配重,炮弹,枪套,定制准镜,吸血章鱼,牌桌
  12. RR=189 anchor_m=47 Swiss=10 | 淬锋钢,六分仪,潜水配重,星盘,定制准镜,吸血章鱼,牌桌
  13. RR=209 anchor_m=1 Swiss=10 | 枪套,燃烧响炮,绵鳚,打火机,定制准镜,小冰镐,篝火,加速烙刀
  14. RR=189 anchor_m=30 Swiss=10 | 燃烧响炮,燃烧子弹,打火机,珊瑚,定制准镜,小冰镐,篝火,加速烙刀
  15. RR=184 anchor_m=27 Swiss=11 | 大钢弩,燃烧响炮,绵鳚,打火机,靴里剑,定制准镜,小冰镐,篝火
  16. RR=151 anchor_m=89 Swiss=9 | 沙滩充气球,鱼饵,海影宝驹,淬锋钢,定制准镜,吸血章鱼,六分仪
  17. RR=192 anchor_m=6 Swiss=10 | 燃烧响炮,绵鳚,打火机,定制准镜,小冰镐,珊瑚,篝火,加速烙刀
  18. RR=185 anchor_m=18 Swiss=10 | 大钢弩,燃烧响炮,绵鳚,打火机,定制准镜,手斧,小冰镐,篝火
  19. RR=188 anchor_m=6 Swiss=10 | 葡萄弹,大钢弩,燃烧响炮,绵鳚,打火机,定制准镜,小冰镐,篝火
  20. RR=180 anchor_m=20 Swiss=10 | 流星索,燃烧响炮,绵鳚,打火机,定制准镜,小冰镐,篝火,加速烙刀

[GDF] seeds: 宠物石
[GDF] size=10 top 20
  1. RR=280 anchor_m=6 Swiss=11 | 宠物石,燃烧响炮,枪套,加速烙刀,绵鳚,潜水配重,大钢弩,打火机
  2. RR=211 anchor_m=166 Swiss=9 | 宠物石,大钢弩,枪套,燃烧响炮,燃烧子弹,加速烙刀,绵鳚,打火机
  3. RR=261 anchor_m=59 Swiss=10 | 大钢弩,宠物石,枪套,燃烧响炮,加速烙刀,绵鳚,打火机,飞鱼
  4. RR=241 anchor_m=77 Swiss=11 | 大钢弩,枪套,宠物石,燃烧响炮,打火机,篝火,加速烙刀
  5. RR=208 anchor_m=137 Swiss=11 | 宠物石,大钢弩,枪套,燃烧响炮,加速烙刀,绵鳚,打火机,流星索
  6. RR=269 anchor_m=8 Swiss=10 | 大钢弩,宠物石,燃烧响炮,燃烧子弹,打火机,篝火,加速烙刀
  7. RR=269 anchor_m=3 Swiss=10 | 宠物石,珊瑚,绵鳚,燃烧响炮,燃烧子弹,打火机,篝火,加速烙刀
  8. RR=243 anchor_m=48 Swiss=10 | 大钢弩,宠物石,枪套,燃烧响炮,加速烙刀,绵鳚,打火机,烈酒杯
  9. RR=264 anchor_m=-3 Swiss=11 | 宠物石,大钢弩,燃烧响炮,加速烙刀,绵鳚,篝火,打火机
  10. RR=188 anchor_m=133 Swiss=10 | 宠物石,大钢弩,枪套,燃烧响炮,加速烙刀,绵鳚,打火机,珊瑚
  11. RR=220 anchor_m=58 Swiss=10 | 宠物石,大钢弩,枪套,燃烧响炮,藏刃匕首,加速烙刀,绵鳚,打火机
  12. RR=175 anchor_m=147 Swiss=10 | 宠物石,枪套,手斧,燃烧响炮,加速烙刀,绵鳚,打火机,大钢弩
  13. RR=171 anchor_m=141 Swiss=10 | 宠物石,枪套,靴里剑,燃烧响炮,加速烙刀,绵鳚,打火机,大钢弩
  14. RR=233 anchor_m=1 Swiss=10 | 宠物石,燃烧响炮,拍立蚌,燃烧子弹,打火机,篝火,绵鳚,加速烙刀
  15. RR=221 anchor_m=18 Swiss=10 | 宠物石,流星索,燃烧响炮,燃烧子弹,打火机,篝火,绵鳚,加速烙刀
  16. RR=215 anchor_m=21 Swiss=11 | 宠物石,小冰镐,燃烧响炮,燃烧子弹,打火机,篝火,绵鳚,加速烙刀
  17. RR=171 anchor_m=91 Swiss=10 | 小冰镐,宠物石,枪套,燃烧响炮,加速烙刀,绵鳚,标枪,打火机
  18. RR=152 anchor_m=121 Swiss=9 | 宠物石,枪套,燃烧响炮,加速烙刀,绵鳚,标枪,珊瑚,打火机
  19. RR=138 anchor_m=137 Swiss=10 | 鹦鹉皮特,宠物石,枪套,燃烧响炮,加速烙刀,绵鳚,打火机,大钢弩
  20. RR=147 anchor_m=100 Swiss=10 | 拍立蚌,宠物石,枪套,燃烧响炮,大钢弩,加速烙刀,绵鳚,打火机

[GDF] seeds: 小冰镐
[GDF] size=10 top 20
  1. RR=231 anchor_m=92 Swiss=10 | 大钢弩,燃烧响炮,拍立蚌,燃烧子弹,打火机,绵鳚,篝火,小冰镐
  2. RR=218 anchor_m=151 Swiss=11 | 小冰镐,绵鳚,元素深水炸弹,雪怪蟹,水母,珊瑚,救生圈,海螺壳
  3. RR=217 anchor_m=138 Swiss=11 | 大钢弩,绵鳚,燃烧响炮,燃烧子弹,打火机,篝火,小冰镐,枪套
  4. RR=212 anchor_m=126 Swiss=10 | 大钢弩,燃烧响炮,套娃,燃烧子弹,打火机,绵鳚,篝火,小冰镐
  5. RR=228 anchor_m=76 Swiss=11 | 大钢弩,流星索,绵鳚,燃烧响炮,燃烧子弹,打火机,篝火,小冰镐
  6. RR=208 anchor_m=114 Swiss=10 | 葡萄弹,大钢弩,绵鳚,燃烧响炮,燃烧子弹,打火机,篝火,小冰镐
  7. RR=198 anchor_m=121 Swiss=11 | 靴里剑,大钢弩,绵鳚,燃烧响炮,燃烧子弹,打火机,篝火,小冰镐
  8. RR=185 anchor_m=132 Swiss=10 | 大钢弩,燃烧响炮,燃烧子弹,打火机,绵鳚,篝火,小冰镐,手雷
  9. RR=178 anchor_m=144 Swiss=10 | 大钢弩,燃烧响炮,燃烧子弹,打火机,潜水配重,绵鳚,篝火,小冰镐
  10. RR=191 anchor_m=117 Swiss=11 | 大钢弩,珊瑚,燃烧响炮,燃烧子弹,打火机,绵鳚,篝火,小冰镐
  11. RR=188 anchor_m=120 Swiss=11 | 救生圈,小冰镐,绵鳚,元素深水炸弹,雪怪蟹,水母,珍珠,珊瑚
  12. RR=176 anchor_m=136 Swiss=10 | 龙涎香,大钢弩,燃烧响炮,燃烧子弹,打火机,绵鳚,篝火,小冰镐
  13. RR=163 anchor_m=152 Swiss=10 | 标枪,大钢弩,燃烧响炮,燃烧子弹,打火机,篝火,小冰镐
  14. RR=183 anchor_m=112 Swiss=10 | 大钢弩,藏刃匕首,燃烧响炮,燃烧子弹,打火机,绵鳚,篝火,小冰镐
  15. RR=174 anchor_m=123 Swiss=10 | 迷幻蝠鲼,大钢弩,燃烧响炮,燃烧子弹,打火机,绵鳚,篝火,小冰镐
  16. RR=185 anchor_m=100 Swiss=10 | 大钢弩,燃烧响炮,燃烧子弹,打火机,篝火,小冰镐,潜水配重,枪套
  17. RR=169 anchor_m=125 Swiss=10 | 水草,大钢弩,燃烧响炮,燃烧子弹,打火机,绵鳚,篝火,小冰镐
  18. RR=163 anchor_m=136 Swiss=10 | 大钢弩,燃烧响炮,套娃,燃烧子弹,打火机,篝火,小冰镐,枪套
  19. RR=165 anchor_m=128 Swiss=10 | 大钢弩,燃烧响炮,燃烧子弹,打火机,绵鳚,篝火,小冰镐,独角鲸
  20. RR=177 anchor_m=102 Swiss=10 | 大钢弩,燃烧响炮,燃烧子弹,打火机,篝火,小冰镐,流星索,枪套

[GDF] seeds: 左轮手枪
[GDF] size=10 top 20
  1. RR=282 anchor_m=29 Swiss=11 | 珊瑚,篝火,绵鳚,打火机,燃烧子弹,左轮手枪,大钢弩,燃烧响炮
  2. RR=267 anchor_m=203 Swiss=10 | 珊瑚,篝火,打火机,燃烧子弹,左轮手枪,大钢弩,枪套,燃烧响炮
  3. RR=264 anchor_m=50 Swiss=11 | 小冰镐,篝火,打火机,燃烧子弹,左轮手枪,燃烧响炮,枪套,大钢弩
  4. RR=278 anchor_m=10 Swiss=11 | 小冰镐,篝火,打火机,燃烧子弹,左轮手枪,绵鳚,燃烧响炮,大钢弩
  5. RR=227 anchor_m=103 Swiss=11 | 篝火,毒须鲶,绵鳚,打火机,燃烧子弹,左轮手枪,大钢弩,燃烧响炮
  6. RR=195 anchor_m=147 Swiss=10 | 珊瑚,篝火,打火机,燃烧子弹,左轮手枪,大钢弩,烈酒杯,燃烧响炮
  7. RR=186 anchor_m=146 Swiss=11 | 珊瑚,篝火,打火机,燃烧子弹,左轮手枪,大钢弩,燃烧响炮,藏刃匕首
  8. RR=247 anchor_m=18 Swiss=10 | 加速烙刀,篝火,打火机,燃烧子弹,左轮手枪,珊瑚,绵鳚,燃烧响炮
  9. RR=237 anchor_m=26 Swiss=10 | 大钢弩,加速烙刀,篝火,打火机,燃烧子弹,左轮手枪,燃烧响炮
  10. RR=205 anchor_m=65 Swiss=10 | 加速烙刀,篝火,打火机,枪套,大钢弩,左轮手枪,燃烧响炮
  11. RR=182 anchor_m=110 Swiss=10 | 小冰镐,篝火,打火机,燃烧子弹,左轮手枪,手雷,燃烧响炮,大钢弩
  12. RR=228 anchor_m=12 Swiss=11 | 加速烙刀,篝火,绵鳚,打火机,左轮手枪,燃烧响炮,大钢弩
  13. RR=184 anchor_m=98 Swiss=10 | 小冰镐,加速烙刀,篝火,打火机,燃烧子弹,左轮手枪,绵鳚,燃烧响炮
  14. RR=203 anchor_m=28 Swiss=10 | 烈酒杯,小冰镐,篝火,打火机,燃烧子弹,左轮手枪,燃烧响炮,大钢弩
  15. RR=157 anchor_m=119 Swiss=10 | 小冰镐,篝火,打火机,燃烧子弹,左轮手枪,飞鱼,燃烧响炮,大钢弩
  16. RR=201 anchor_m=23 Swiss=10 | 小冰镐,篝火,打火机,燃烧子弹,套娃,左轮手枪,燃烧响炮,大钢弩
  17. RR=202 anchor_m=10 Swiss=10 | 加速烙刀,篝火,打火机,枪套,左轮手枪,珊瑚,绵鳚,燃烧响炮
  18. RR=174 anchor_m=63 Swiss=10 | 小冰镐,篝火,打火机,燃烧子弹,左轮手枪,燃烧响炮,手斧,大钢弩
  19. RR=179 anchor_m=51 Swiss=10 | 加速烙刀,绵鳚,篝火,打火机,燃烧子弹,套娃,左轮手枪,燃烧响炮
  20. RR=148 anchor_m=112 Swiss=10 | 水母,珊瑚,篝火,打火机,燃烧子弹,左轮手枪,大钢弩,燃烧响炮

[GDF] seeds: 带刃悬浮板
[GDF] size=10 top 20
  1. RR=260 anchor_m=260 Swiss=11 | 淬锋钢,带刃悬浮板,潜水配重,鸦巢,船长舱
  2. RR=254 anchor_m=254 Swiss=11 | 淬锋钢,带刃悬浮板,潜水配重,拍立蚌,水车,深潜器
  3. RR=233 anchor_m=233 Swiss=11 | 淬锋钢,水车,套娃,带刃悬浮板,潜水配重,深潜器
  4. RR=217 anchor_m=217 Swiss=11 | 淬锋钢,水车,深潜器,带刃悬浮板,潜水配重,珊瑚
  5. RR=211 anchor_m=211 Swiss=10 | 拍立蚌,淬锋钢,带刃悬浮板,潜水配重,船长舱,海影宝驹
  6. RR=199 anchor_m=199 Swiss=10 | 淬锋钢,带刃悬浮板,潜水配重,码头缆索,船长舱,枪套
  7. RR=199 anchor_m=199 Swiss=10 | 淬锋钢,珍珠,带刃悬浮板,潜水配重,船舵,深潜器,拍立蚌
  8. RR=199 anchor_m=199 Swiss=10 | 淬锋钢,带刃悬浮板,潜水配重,拍立蚌,码头缆索,船长舱
  9. RR=191 anchor_m=191 Swiss=10 | 淬锋钢,星盘,带刃悬浮板,潜水配重,深潜器,海影宝驹
  10. RR=191 anchor_m=191 Swiss=10 | 淬锋钢,带刃悬浮板,潜水配重,船舵,船长舱,拍立蚌
  11. RR=191 anchor_m=191 Swiss=9 | 淬锋钢,星盘,带刃悬浮板,潜水配重,船舵,深潜器
  12. RR=181 anchor_m=181 Swiss=10 | 淬锋钢,带刃悬浮板,潜水配重,船舵,深潜器,海影宝驹
  13. RR=180 anchor_m=180 Swiss=10 | 燃烧响炮,水车,淬锋钢,带刃悬浮板,潜水配重,深潜器
  14. RR=180 anchor_m=180 Swiss=9 | 燃烧响炮,淬锋钢,带刃悬浮板,潜水配重,码头缆索,船长舱
  15. RR=179 anchor_m=179 Swiss=10 | 珊瑚,淬锋钢,珍珠,带刃悬浮板,潜水配重,船舵,深潜器
  16. RR=178 anchor_m=178 Swiss=10 | 海影宝驹,淬锋钢,带刃悬浮板,潜水配重,珊瑚,船长舱
  17. RR=176 anchor_m=176 Swiss=10 | 淬锋钢,带刃悬浮板,潜水配重,鸦巢,深潜器,燃烧子弹
