# gdf_enumerate_anchor_top1: full Top-K per anchor (last size tier only)
[GDF] seeds: 云精灵
[GDF] size=10 top 20
  1. RR=283 anchor_m=262 Swiss=9 | 彩虹药水,红宝石,蜡烛,香炉,火焰药水,瓶装闪电,煅烧釜,云精灵
  18. RR=178 anchor_m=129 Swiss=8 | 彩虹药水,鳄鱼眼泪,香炉,蜡烛,红宝石,瓶装闪电,煅烧釜,硫磺
  19. RR=167 anchor_m=143 Swiss=8 | 火焰药水,塔兹迪亚匕首,煅烧釜,彩虹药水,硫磺,蜡烛,香炉,红宝石
  20. RR=196 anchor_m=73 Swiss=8 | 彩虹药水,蛇怪之牙,煅烧釜,硫磺,瓶装闪电,蜡烛,香炉,红宝石

[GDF] seeds: 碎瓶
[GDF] size=10 top 20
  1. RR=287 anchor_m=274 Swiss=10 | 火焰药水,彩虹药水,碎瓶,红宝石,煅烧釜,蜡烛,香炉,瓶装闪电
  2. RR=274 anchor_m=266 Swiss=9 | 火焰药水,碎瓶,红宝石,煅烧釜,蜡烛,香炉,瓶装闪电,贤者之石
  3. RR=267 anchor_m=256 Swiss=9 | 彩虹药水,火焰药水,蜡烛,贤者之石,碎瓶,红宝石,煅烧釜,香炉
  4. RR=261 anchor_m=260 Swiss=8 | 火焰药水,塔兹迪亚匕首,碎瓶,蜡烛,红宝石,瓶装闪电,煅烧釜,香炉
  5. RR=256 anchor_m=250 Swiss=9 | 火焰药水,碎瓶,红宝石,蛇怪之牙,煅烧釜,蜡烛,香炉,瓶装闪电
  6. RR=247 anchor_m=246 Swiss=9 | 火焰药水,碎瓶,地刺陷阱,红宝石,煅烧釜,蜡烛,香炉,瓶装闪电
  7. RR=246 anchor_m=245 Swiss=8 | 火焰药水,碎瓶,红宝石,煅烧釜,云精灵,蜡烛,香炉,瓶装闪电
  8. RR=241 anchor_m=219 Swiss=8 | 彩虹药水,火焰药水,蜡烛,碎瓶,红宝石,煅烧釜,云精灵,香炉
  9. RR=235 anchor_m=225 Swiss=9 | 火焰药水,塔兹迪亚匕首,彩虹药水,碎瓶,蜡烛,红宝石,煅烧釜,香炉
  10. RR=226 anchor_m=225 Swiss=8 | 火焰药水,碎瓶,红宝石,煅烧釜,手术刀,蜡烛,香炉,瓶装闪电
  11. RR=224 anchor_m=224 Swiss=8 | 火焰药水,碎瓶,红宝石,煅烧釜,蜡烛,香炉,拆信刀,瓶装闪电
  12. RR=220 anchor_m=220 Swiss=9 | 彩虹药水,火焰药水,蜡烛,碎瓶,红宝石,煅烧釜,地刺陷阱,香炉
  13. RR=219 anchor_m=204 Swiss=9 | 彩虹药水,火焰药水,蜡烛,碎瓶,萤火虫,红宝石,煅烧釜,香炉
  14. RR=214 anchor_m=211 Swiss=8 | 拆信刀,彩虹药水,火焰药水,蜡烛,碎瓶,红宝石,煅烧釜,香炉
  15. RR=207 anchor_m=206 Swiss=9 | 火焰药水,碎瓶,硫磺,红宝石,煅烧釜,蜡烛,香炉,瓶装闪电
  16. RR=202 anchor_m=198 Swiss=8 | 彩虹药水,火焰药水,蜡烛,碎瓶,红宝石,硫磺,煅烧釜,香炉
  17. RR=200 anchor_m=191 Swiss=8 | 贤者之石,彩虹药水,碎瓶,红宝石,鳄鱼眼泪,煅烧釜,香炉,蜡烛
  18. RR=216 anchor_m=144 Swiss=8 | 彩虹药水,火焰药水,蜡烛,碎瓶,红宝石,蛇怪之牙,煅烧釜,香炉
  19. RR=188 anchor_m=187 Swiss=8 | 火焰药水,碎瓶,红宝石,煅烧釜,蜡烛,香炉,瓶装闪电,萤火虫
  20. RR=186 anchor_m=179 Swiss=8 | 瓶装闪电,火焰药水,碎瓶,贤者之石,彩虹药水,鳄鱼眼泪,红宝石,煅烧釜,香炉

[GDF] seeds: 离子闪电
[GDF] size=10 top 20
  1. RR=218 anchor_m=10 Swiss=8 | 煅烧釜,鳄鱼眼泪,萤火虫,瓶装闪电,火焰药水,红宝石,彩虹药水,离子闪电,香炉
  2. RR=218 anchor_m=3 Swiss=8 | 蜡烛,贤者之石,煅烧釜,火焰药水,红宝石,彩虹药水,离子闪电,香炉
  3. RR=199 anchor_m=35 Swiss=8 | 煅烧釜,云精灵,瓶装闪电,火焰药水,红宝石,离子闪电,蜡烛,香炉
  4. RR=211 anchor_m=9 Swiss=9 | 煅烧釜,碎瓶,瓶装闪电,火焰药水,红宝石,彩虹药水,鳄鱼眼泪,离子闪电,香炉
  5. RR=202 anchor_m=25 Swiss=8 | 贤者之石,煅烧釜,云精灵,火焰药水,红宝石,离子闪电,蜡烛,香炉
  6. RR=199 anchor_m=30 Swiss=9 | 煅烧釜,云精灵,火焰药水,红宝石,离子闪电,彩虹药水,蜡烛,香炉
  7. RR=202 anchor_m=21 Swiss=9 | 煅烧釜,鳄鱼眼泪,瓶装闪电,火焰药水,贤者之石,红宝石,彩虹药水,离子闪电,香炉
  8. RR=198 anchor_m=26 Swiss=8 | 煅烧釜,火焰药水,瓶装闪电,蜡烛,红宝石,彩虹药水,离子闪电,香炉
  9. RR=208 anchor_m=4 Swiss=9 | 贤者之石,煅烧釜,火焰药水,蜡烛,红宝石,离子闪电,香炉,瓶装闪电
  10. RR=197 anchor_m=10 Swiss=9 | 煅烧釜,瓶装闪电,蜡烛,红宝石,蛇怪之牙,彩虹药水,离子闪电,香炉
  11. RR=157 anchor_m=90 Swiss=8 | 煅烧釜,鳄鱼眼泪,彩虹药水,瓶装闪电,萤火虫,红宝石,手术刀,离子闪电,香炉
  12. RR=181 anchor_m=39 Swiss=8 | 煅烧釜,云精灵,昏睡药水,火焰药水,红宝石,离子闪电,蜡烛,香炉
  13. RR=191 anchor_m=18 Swiss=8 | 煅烧釜,瓶装闪电,红宝石,彩虹药水,火焰药水,硫磺,鳄鱼眼泪,离子闪电,香炉
  14. RR=188 anchor_m=16 Swiss=9 | 萤火虫,昏睡药水,煅烧釜,火焰药水,红宝石,鳄鱼眼泪,离子闪电,香炉,彩虹药水
  15. RR=185 anchor_m=21 Swiss=8 | 煅烧釜,瓶装闪电,蜡烛,红宝石,彩虹药水,鳄鱼眼泪,离子闪电,香炉
  16. RR=197 anchor_m=-8 Swiss=10 | 煅烧釜,云精灵,鳄鱼眼泪,瓶装闪电,火焰药水,红宝石,彩虹药水,离子闪电,香炉
  17. RR=180 anchor_m=22 Swiss=9 | 煅烧釜,萤火虫,瓶装闪电,蜡烛,红宝石,彩虹药水,离子闪电,香炉
  18. RR=169 anchor_m=44 Swiss=8 | 煅烧釜,云精灵,瓶装闪电,蜡烛,红宝石,彩虹药水,离子闪电,香炉
  19. RR=169 anchor_m=33 Swiss=8 | 蜡烛,贤者之石,煅烧釜,云精灵,红宝石,彩虹药水,离子闪电,香炉
  20. RR=161 anchor_m=45 Swiss=8 | 煅烧釜,红宝石,彩虹药水,蜡烛,离子闪电,火焰药水,塔兹迪亚匕首,香炉

[GDF] seeds: 空白石碑
[GDF] size=10 top 20
  1. RR=248 anchor_m=11 Swiss=9 | 瓶装闪电,鳄鱼眼泪,彩虹药水,红宝石,空白石碑,香炉,萤火虫,煅烧釜
  2. RR=209 anchor_m=192 Swiss=9 | 红宝石,剑杖,空白石碑,香炉,鳄鱼眼泪,火焰药水,煅烧釜
  3. RR=217 anchor_m=118 Swiss=8 | 贤者之石,空白石碑,香炉,煅烧釜,瓶装闪电,红宝石,蜡烛
  4. RR=232 anchor_m=83 Swiss=8 | 火焰药水,蜡烛,红宝石,空白石碑,蛇怪之牙,香炉,煅烧釜
  5. RR=217 anchor_m=95 Swiss=9 | 贤者之石,空白石碑,香炉,煅烧釜,红宝石,火焰药水,蜡烛
  6. RR=179 anchor_m=161 Swiss=8 | 红宝石,瓶装闪电,剑杖,空白石碑,香炉,鳄鱼眼泪,煅烧釜
  7. RR=194 anchor_m=129 Swiss=8 | 蜡烛,红宝石,空白石碑,蛇怪之牙,瓶装闪电,香炉,煅烧釜
  8. RR=210 anchor_m=95 Swiss=10 | 贤者之石,蜡烛,彩虹药水,红宝石,空白石碑,香炉,煅烧釜
  9. RR=193 anchor_m=128 Swiss=8 | 蜡烛,红宝石,空白石碑,蛇怪之牙,香炉,贤者之石,煅烧釜
  10. RR=194 anchor_m=124 Swiss=8 | 红宝石,空白石碑,香炉,蜡烛,煅烧釜,火焰药水,塔兹迪亚匕首
  11. RR=217 anchor_m=73 Swiss=8 | 红宝石,空白石碑,香炉,煅烧釜,云精灵,火焰药水,蜡烛
  12. RR=216 anchor_m=73 Swiss=8 | 蜡烛,彩虹药水,红宝石,空白石碑,香炉,煅烧釜,瓶装闪电
  13. RR=241 anchor_m=5 Swiss=9 | 鳄鱼眼泪,彩虹药水,红宝石,空白石碑,香炉,萤火虫,火焰药水,煅烧釜
  14. RR=187 anchor_m=111 Swiss=8 | 红宝石,蛇怪之牙,空白石碑,香炉,煅烧釜,云精灵,蜡烛
  15. RR=186 anchor_m=106 Swiss=8 | 彩虹药水,永恒火炬,空白石碑,香炉,火焰药水,煅烧釜,红宝石
  16. RR=201 anchor_m=65 Swiss=9 | 蜡烛,彩虹药水,红宝石,蛇怪之牙,空白石碑,香炉,煅烧釜
  17. RR=195 anchor_m=76 Swiss=8 | 火焰药水,彩虹药水,红宝石,空白石碑,香炉,萤火虫,瓶装闪电,煅烧釜
  18. RR=181 anchor_m=100 Swiss=9 | 红宝石,空白石碑,香炉,蜡烛,煅烧釜,碎瓶,火焰药水
  19. RR=176 anchor_m=104 Swiss=8 | 瓶装闪电,红宝石,永恒火炬,空白石碑,香炉,煅烧釜,火焰药水
  20. RR=195 anchor_m=60 Swiss=9 | 红宝石,空白石碑,香炉,煅烧釜,云精灵,蜡烛,彩虹药水

[GDF] seeds: 笔与墨
[GDF] size=10 top 20
  1. RR=255 anchor_m=52 Swiss=10 | 水蛭,笔与墨,倒刺利爪,毒液,腐朽圣像,翡翠,真菌孢子,毒液注射
  2. RR=248 anchor_m=211 Swiss=9 | 笔与墨,腐朽圣像,彩虹药水,水蛭,翡翠,真菌孢子,毒液注射,毒蜥
  3. RR=233 anchor_m=233 Swiss=9 | 贤者之石,毒液注射,笔与墨,毒液,腐朽圣像,曲颈甑,翡翠,真菌孢子
  4. RR=230 anchor_m=230 Swiss=8 | 笔与墨,毒液,腐朽圣像,彩虹药水,翡翠,曲颈甑,真菌孢子,毒液注射
  5. RR=235 anchor_m=206 Swiss=9 | 毒蜥,水蛭,毒芹,笔与墨,腐朽圣像,翡翠,真菌孢子,毒液注射
  6. RR=243 anchor_m=181 Swiss=9 | 笔与墨,腐朽圣像,水蛭,翡翠,真菌孢子,毒液,毒液注射,毒蜥
  7. RR=228 anchor_m=203 Swiss=8 | 水蛭,毒芹,笔与墨,腐朽圣像,翡翠,真菌孢子,彩虹药水,毒液注射
  8. RR=225 anchor_m=173 Swiss=8 | 水蛭,毒芹,笔与墨,腐朽圣像,翡翠,真菌孢子,毒液注射,毒液
  9. RR=204 anchor_m=204 Swiss=8 | 笔与墨,毒液,曲颈甑,翡翠,腐朽圣像,毒蜥,真菌孢子,毒液注射
  10. RR=202 anchor_m=200 Swiss=8 | 彩虹药水,笔与墨,毒液,腐朽圣像,水蛭,翡翠,真菌孢子,毒液注射
  11. RR=205 anchor_m=191 Swiss=9 | 笔与墨,倒刺利爪,毒液,腐朽圣像,翡翠,鳄鱼眼泪,真菌孢子,毒液注射,地刺陷阱
  12. RR=195 anchor_m=195 Swiss=9 | 贤者之石,彩虹药水,笔与墨,毒液,翡翠,真菌孢子,曲颈甑,腐朽圣像
  13. RR=195 anchor_m=195 Swiss=8 | 真菌孢子,彩虹药水,曲颈甑,毒蜥,笔与墨,毒液,翡翠,腐朽圣像
  14. RR=194 anchor_m=194 Swiss=8 | 笔与墨,毒液,贤者之石,颠茄,翡翠,毒液注射,腐朽圣像,真菌孢子
  15. RR=196 anchor_m=185 Swiss=8 | 笔与墨,倒刺利爪,毒液,腐朽圣像,曲颈甑,翡翠,真菌孢子,毒液注射
  16. RR=188 anchor_m=187 Swiss=8 | 贤者之石,毒液注射,笔与墨,腐朽圣像,曲颈甑,彩虹药水,翡翠,真菌孢子
  17. RR=186 anchor_m=186 Swiss=9 | 笔与墨,毒液,翡翠,贤者之石,毒液注射,腐朽圣像,彩虹药水,毒蜥,真菌孢子
  18. RR=190 anchor_m=178 Swiss=8 | 笔与墨,地刺陷阱,腐朽圣像,水蛭,翡翠,真菌孢子,毒液注射,毒蜥
  19. RR=186 anchor_m=186 Swiss=9 | 笔与墨,毒液,翡翠,贤者之石,毒液注射,腐朽圣像,彩虹药水,真菌孢子,黑玫瑰
  20. RR=182 anchor_m=182 Swiss=9 | 笔与墨,毒液,贤者之石,腐朽圣像,毒蜥,曲颈甑,翡翠,真菌孢子

[GDF] seeds: 红宝石
[GDF] size=10 top 20
  1. RR=257 anchor_m=257 Swiss=9 | 昏睡药水,红宝石,彩虹药水,萤火虫,火焰药水,蜡烛,碎瓶,瓶装闪电,香炉
  2. RR=251 anchor_m=250 Swiss=9 | 地刺陷阱,红宝石,彩虹药水,萤火虫,火焰药水,瓶装闪电,蜡烛,碎瓶,香炉
  3. RR=244 anchor_m=244 Swiss=9 | 红宝石,彩虹药水,火焰药水,塔兹迪亚匕首,萤火虫,蜡烛,瓶装闪电,香炉,碎瓶
  4. RR=242 anchor_m=241 Swiss=9 | 红宝石,瓶装闪电,彩虹药水,贤者之石,萤火虫,火焰药水,蜡烛,碎瓶,香炉
  5. RR=230 anchor_m=229 Swiss=8 | 红宝石,彩虹药水,萤火虫,火焰药水,瓶装闪电,蜡烛,碎瓶,香炉,硫磺
  6. RR=228 anchor_m=216 Swiss=8 | 红宝石,瓶装闪电,火焰药水,彩虹药水,萤火虫,蛇怪之牙,手术刀,蜡烛,香炉
  7. RR=209 anchor_m=209 Swiss=9 | 瓶装闪电,红宝石,彩虹药水,贤者之石,萤火虫,火焰药水,塔兹迪亚匕首,蜡烛,香炉
  8. RR=207 anchor_m=207 Swiss=9 | 红宝石,萤火虫,贤者之石,彩虹药水,蜡烛,火焰药水,香炉,瓶装闪电,昏睡药水
  9. RR=207 anchor_m=206 Swiss=9 | 红宝石,彩虹药水,萤火虫,火焰药水,瓶装闪电,手术刀,蜡烛,碎瓶,香炉
  10. RR=218 anchor_m=183 Swiss=8 | 红宝石,彩虹药水,蛇怪之牙,萤火虫,手术刀,火焰药水,蜡烛,碎瓶,香炉
  11. RR=206 anchor_m=206 Swiss=8 | 红宝石,彩虹药水,萤火虫,火焰药水,拆信刀,瓶装闪电,蜡烛,碎瓶,香炉
  12. RR=202 anchor_m=200 Swiss=8 | 昏睡药水,红宝石,彩虹药水,萤火虫,火焰药水,塔兹迪亚匕首,蜡烛,碎瓶,香炉
  13. RR=191 anchor_m=191 Swiss=8 | 红宝石,彩虹药水,萤火虫,火焰药水,瓶装闪电,蜡烛,碎瓶,香炉,蛇怪之牙
  14. RR=186 anchor_m=186 Swiss=8 | 剧毒药水,红宝石,彩虹药水,萤火虫,火焰药水,瓶装闪电,蜡烛,碎瓶,香炉
  15. RR=185 anchor_m=185 Swiss=9 | 红宝石,萤火虫,贤者之石,彩虹药水,蜡烛,硫磺,火焰药水,香炉,瓶装闪电
  16. RR=182 anchor_m=182 Swiss=8 | 红宝石,再生药水,彩虹药水,萤火虫,火焰药水,瓶装闪电,蜡烛,碎瓶,香炉
  17. RR=180 anchor_m=180 Swiss=9 | 红宝石,彩虹药水,萤火虫,火焰药水,瓶装闪电,蜡烛,熏香,碎瓶,香炉
  18. RR=175 anchor_m=168 Swiss=10 | 红宝石,彩虹药水,蛇怪之牙,萤火虫,贤者之石,火焰药水,蜡烛,碎瓶,香炉
  19. RR=171 anchor_m=171 Swiss=8 | 红宝石,彩虹药水,萤火虫,嗅盐,火焰药水,瓶装闪电,蜡烛,碎瓶,香炉
  20. RR=171 anchor_m=170 Swiss=8 | 红宝石,瓶装闪电,火焰药水,蛇怪之牙,彩虹药水,萤火虫,蜡烛,香炉,昏睡药水

[GDF] seeds: 翡翠
[GDF] size=10 top 20
  1. RR=290 anchor_m=127 Swiss=10 | 真菌孢子,地刺陷阱,倒刺利爪,毒液,蜡烛,毒液注射,鳄鱼眼泪,翡翠,昏睡药水
  2. RR=263 anchor_m=193 Swiss=9 | 真菌孢子,地刺陷阱,贤者之石,倒刺利爪,毒液,蜡烛,毒液注射,鳄鱼眼泪,翡翠
  3. RR=272 anchor_m=138 Swiss=9 | 真菌孢子,地刺陷阱,蜡烛,倒刺利爪,毒液,毒液注射,彩虹药水,鳄鱼眼泪,翡翠
  4. RR=252 anchor_m=170 Swiss=9 | 真菌孢子,地刺陷阱,红宝石,倒刺利爪,毒液,蜡烛,毒液注射,鳄鱼眼泪,翡翠
  5. RR=252 anchor_m=164 Swiss=9 | 真菌孢子,地刺陷阱,火焰药水,倒刺利爪,毒液,蜡烛,毒液注射,鳄鱼眼泪,翡翠
  6. RR=220 anchor_m=213 Swiss=9 | 真菌孢子,地刺陷阱,倒刺利爪,毒液,毒液注射,煅烧釜,鳄鱼眼泪,翡翠,昏睡药水
  7. RR=244 anchor_m=161 Swiss=9 | 真菌孢子,地刺陷阱,倒刺利爪,毒液,蜡烛,毒液注射,香炉,鳄鱼眼泪,翡翠
  8. RR=225 anchor_m=198 Swiss=8 | 真菌孢子,地刺陷阱,倒刺利爪,毒液,毒蜥,蜡烛,毒液注射,鳄鱼眼泪,翡翠
  9. RR=221 anchor_m=179 Swiss=8 | 真菌孢子,地刺陷阱,倒刺利爪,毒液,瓶装闪电,蜡烛,毒液注射,鳄鱼眼泪,翡翠
  10. RR=210 anchor_m=197 Swiss=8 | 真菌孢子,地刺陷阱,倒刺利爪,毒液,蜡烛,毒液注射,鳄鱼眼泪,剧毒药水,翡翠
  11. RR=211 anchor_m=175 Swiss=8 | 真菌孢子,地刺陷阱,倒刺利爪,毒液,蜡烛,毒液注射,拆信刀,鳄鱼眼泪,翡翠
  12. RR=193 anchor_m=189 Swiss=9 | 真菌孢子,地刺陷阱,折射棱镜,倒刺利爪,毒液,毒液注射,彩虹药水,鳄鱼眼泪,翡翠
  13. RR=203 anchor_m=165 Swiss=8 | 真菌孢子,手术刀,地刺陷阱,倒刺利爪,毒液,蜡烛,毒液注射,鳄鱼眼泪,翡翠
  14. RR=195 anchor_m=177 Swiss=8 | 真菌孢子,地刺陷阱,倒刺利爪,毒液,蜡烛,毒芹,毒液注射,鳄鱼眼泪,翡翠
  15. RR=193 anchor_m=175 Swiss=9 | 真菌孢子,地刺陷阱,倒刺利爪,毒液,蜡烛,毒液注射,鳄鱼眼泪,翡翠,黑玫瑰
  16. RR=186 anchor_m=179 Swiss=8 | 真菌孢子,地刺陷阱,云精灵,倒刺利爪,毒液,蜡烛,毒液注射,鳄鱼眼泪,翡翠
  17. RR=194 anchor_m=161 Swiss=8 | 真菌孢子,地刺陷阱,萤火虫,倒刺利爪,毒液,蜡烛,毒液注射,鳄鱼眼泪,翡翠
  18. RR=186 anchor_m=176 Swiss=8 | 再生药水,真菌孢子,地刺陷阱,倒刺利爪,毒液,蜡烛,毒液注射,鳄鱼眼泪,翡翠
  19. RR=178 anchor_m=177 Swiss=8 | 真菌孢子,倒刺利爪,毒液,彩虹药水,地刺陷阱,毒液注射,水蛭,云精灵,翡翠
  20. RR=182 anchor_m=169 Swiss=8 | 彩虹药水,真菌孢子,地刺陷阱,倒刺利爪,毒液,毒液注射,煅烧釜,鳄鱼眼泪,翡翠

[GDF] seeds: 腐朽圣像
[GDF] size=10 top 20
  1. RR=280 anchor_m=226 Swiss=10 | 腐朽圣像,倒刺利爪,毒液,真菌孢子,地刺陷阱,鳄鱼眼泪,翡翠,蜡烛
  2. RR=249 anchor_m=226 Swiss=9 | 腐朽圣像,倒刺利爪,毒液,真菌孢子,煅烧釜,地刺陷阱,鳄鱼眼泪,翡翠
  3. RR=242 anchor_m=230 Swiss=9 | 彩虹药水,香炉,腐朽圣像,倒刺利爪,毒液,真菌孢子,地刺陷阱,鳄鱼眼泪,翡翠
  4. RR=234 anchor_m=216 Swiss=9 | 地刺陷阱,翡翠,腐朽圣像,倒刺利爪,毒液,真菌孢子,蜡烛,彩虹药水
  5. RR=224 anchor_m=215 Swiss=9 | 彩虹药水,腐朽圣像,倒刺利爪,毒液,真菌孢子,毒蜥,地刺陷阱,鳄鱼眼泪,翡翠
  6. RR=223 anchor_m=211 Swiss=8 | 彩虹药水,腐朽圣像,倒刺利爪,毒液,真菌孢子,地刺陷阱,鳄鱼眼泪,翡翠,剧毒药水
  7. RR=219 anchor_m=205 Swiss=9 | 彩虹药水,腐朽圣像,萤火虫,倒刺利爪,毒液,真菌孢子,地刺陷阱,鳄鱼眼泪,翡翠
  8. RR=219 anchor_m=204 Swiss=8 | 彩虹药水,塔兹迪亚匕首,腐朽圣像,倒刺利爪,毒液,真菌孢子,地刺陷阱,鳄鱼眼泪,翡翠
  9. RR=216 anchor_m=206 Swiss=8 | 彩虹药水,碎瓶,腐朽圣像,倒刺利爪,毒液,真菌孢子,地刺陷阱,鳄鱼眼泪,翡翠
  10. RR=214 anchor_m=194 Swiss=8 | 火焰药水,彩虹药水,腐朽圣像,倒刺利爪,毒液,真菌孢子,地刺陷阱,鳄鱼眼泪,翡翠
  11. RR=208 anchor_m=198 Swiss=8 | 彩虹药水,毒液注射,腐朽圣像,倒刺利爪,毒液,真菌孢子,地刺陷阱,鳄鱼眼泪,翡翠
  12. RR=205 anchor_m=195 Swiss=8 | 彩虹药水,腐朽圣像,倒刺利爪,毒液,毒芹,真菌孢子,地刺陷阱,鳄鱼眼泪,翡翠
  13. RR=203 anchor_m=192 Swiss=8 | 彩虹药水,腐朽圣像,倒刺利爪,毒液,瓶装闪电,真菌孢子,地刺陷阱,鳄鱼眼泪,翡翠
  14. RR=190 anchor_m=187 Swiss=8 | 翡翠,贤者之石,毒液注射,水蛭,腐朽圣像,倒刺利爪,毒液,真菌孢子
  15. RR=190 anchor_m=181 Swiss=8 | 地刺陷阱,翡翠,曲颈甑,腐朽圣像,倒刺利爪,毒液,真菌孢子,彩虹药水
  16. RR=179 anchor_m=174 Swiss=8 | 彩虹药水,腐朽圣像,云精灵,倒刺利爪,毒液,真菌孢子,地刺陷阱,鳄鱼眼泪,翡翠
  17. RR=193 anchor_m=140 Swiss=8 | 腐朽圣像,蛇怪之牙,彩虹药水,倒刺利爪,毒液,真菌孢子,地刺陷阱,鳄鱼眼泪,翡翠
  18. RR=177 anchor_m=167 Swiss=8 | 水蛭,鳄鱼眼泪,地刺陷阱,翡翠,腐朽圣像,倒刺利爪,毒液,真菌孢子
  19. RR=172 anchor_m=164 Swiss=7 | 彩虹药水,腐朽圣像,倒刺利爪,毒液,真菌孢子,红宝石,地刺陷阱,鳄鱼眼泪,翡翠
  20. RR=160 anchor_m=160 Swiss=8 | 水蛭,真菌孢子,毒液,毒蜥,翡翠,腐朽圣像,毒液注射,黑玫瑰

[GDF] seeds: 萤火虫
[GDF] size=10 top 20
  1. RR=281 anchor_m=212 Swiss=10 | 萤火虫,煅烧釜,蜡烛,火焰药水,碎瓶,红宝石,彩虹药水,香炉
  2. RR=262 anchor_m=197 Swiss=8 | 火焰药水,萤火虫,煅烧釜,蜡烛,红宝石,瓶装闪电,彩虹药水,香炉
  3. RR=244 anchor_m=205 Swiss=9 | 萤火虫,煅烧釜,蜡烛,火焰药水,红宝石,彩虹药水,香炉,贤者之石
  4. RR=237 anchor_m=189 Swiss=9 | 萤火虫,煅烧釜,蜡烛,红宝石,瓶装闪电,碎瓶,彩虹药水,香炉
  5. RR=238 anchor_m=179 Swiss=9 | 萤火虫,煅烧釜,云精灵,蜡烛,火焰药水,红宝石,彩虹药水,香炉
  6. RR=221 anchor_m=182 Swiss=9 | 萤火虫,煅烧釜,蜡烛,红宝石,瓶装闪电,彩虹药水,香炉,贤者之石
  7. RR=217 anchor_m=159 Swiss=8 | 萤火虫,煅烧釜,云精灵,蜡烛,红宝石,瓶装闪电,彩虹药水,香炉
  8. RR=202 anchor_m=155 Swiss=8 | 昏睡药水,萤火虫,煅烧釜,蜡烛,红宝石,瓶装闪电,彩虹药水,香炉
  9. RR=194 anchor_m=166 Swiss=9 | 萤火虫,煅烧釜,蜡烛,红宝石,瓶装闪电,塔兹迪亚匕首,彩虹药水,香炉
  10. RR=193 anchor_m=159 Swiss=8 | 瓶装闪电,萤火虫,煅烧釜,红宝石,贤者之石,火焰药水,香炉,蜡烛
  11. RR=188 anchor_m=168 Swiss=8 | 拆信刀,萤火虫,煅烧釜,蜡烛,火焰药水,红宝石,彩虹药水,香炉
  12. RR=200 anchor_m=141 Swiss=9 | 萤火虫,煅烧釜,蜡烛,火焰药水,红宝石,昏睡药水,彩虹药水,香炉
  13. RR=193 anchor_m=149 Swiss=8 | 萤火虫,煅烧釜,彩虹药水,瓶装闪电,硫磺,蜡烛,红宝石,香炉
  14. RR=197 anchor_m=140 Swiss=8 | 瓶装闪电,彩虹药水,萤火虫,煅烧釜,红宝石,鳄鱼眼泪,火焰药水,昏睡药水,香炉
  15. RR=185 anchor_m=157 Swiss=8 | 萤火虫,煅烧釜,蜡烛,火焰药水,塔兹迪亚匕首,红宝石,彩虹药水,香炉
  16. RR=186 anchor_m=146 Swiss=9 | 瓶装闪电,彩虹药水,萤火虫,贤者之石,煅烧釜,红宝石,鳄鱼眼泪,火焰药水,香炉
  17. RR=173 anchor_m=164 Swiss=8 | 萤火虫,煅烧釜,蜡烛,火焰药水,飞蛾粉末,红宝石,彩虹药水,香炉
  18. RR=210 anchor_m=90 Swiss=8 | 萤火虫,煅烧釜,蜡烛,红宝石,瓶装闪电,彩虹药水,蛇怪之牙,香炉
  19. RR=204 anchor_m=98 Swiss=9 | 萤火虫,煅烧釜,蜡烛,蛇怪之牙,火焰药水,红宝石,彩虹药水,香炉
  20. RR=172 anchor_m=143 Swiss=8 | 香炉,瓶装闪电,萤火虫,红宝石,蜡烛,煅烧釜,嗅盐,彩虹药水

[GDF] seeds: 蛇怪之牙
[GDF] size=10 top 20
  1. RR=212 anchor_m=88 Swiss=9 | 蜡烛,火焰药水,蛇怪之牙,红宝石,手术刀,瓶装闪电,彩虹药水,贤者之石,香炉
  2. RR=206 anchor_m=118 Swiss=8 | 蜡烛,瓶装闪电,蛇怪之牙,火焰药水,红宝石,碎瓶,贤者之石,手术刀,香炉
  3. RR=206 anchor_m=104 Swiss=9 | 蜡烛,碎瓶,蛇怪之牙,火焰药水,红宝石,手术刀,彩虹药水,贤者之石,香炉
  4. RR=195 anchor_m=119 Swiss=8 | 蜡烛,蛇怪之牙,瓶装闪电,红宝石,碎瓶,手术刀,彩虹药水,贤者之石,香炉
  5. RR=194 anchor_m=98 Swiss=10 | 蜡烛,蛇怪之牙,瓶装闪电,红宝石,手术刀,拆信刀,彩虹药水,贤者之石,香炉
  6. RR=202 anchor_m=76 Swiss=8 | 彩虹药水,毒液注射,蜡烛,蛇怪之牙,红宝石,手术刀,贤者之石,火焰药水,香炉
  7. RR=188 anchor_m=97 Swiss=9 | 地刺陷阱,彩虹药水,毒液注射,蜡烛,蛇怪之牙,红宝石,手术刀,贤者之石,香炉
  8. RR=188 anchor_m=93 Swiss=8 | 蜡烛,火焰药水,蛇怪之牙,红宝石,手术刀,彩虹药水,贤者之石,香炉,萤火虫
  9. RR=180 anchor_m=106 Swiss=9 | 蜡烛,蛇怪之牙,红宝石,贤者之石,香炉,碎瓶,地刺陷阱,火焰药水,手术刀
  10. RR=179 anchor_m=101 Swiss=9 | 蜡烛,蛇怪之牙,红宝石,贤者之石,香炉,地刺陷阱,彩虹药水,倒刺利爪,手术刀
  11. RR=181 anchor_m=93 Swiss=8 | 蜡烛,蛇怪之牙,红宝石,瓶装闪电,贤者之石,香炉,地刺陷阱,彩虹药水,手术刀
