# gdf_enumerate_anchor_top1: full Top-K per anchor (last size tier only)
[GDF] seeds: 三花
[GDF] size=8 top 20
  1. RR=262 anchor_m=174 Swiss=9 | 手斧,左轮手枪,靴里剑,三花,鲨齿爪,葡萄弹,舱底蠕虫
  20. RR=167 anchor_m=136 Swiss=8 | 手斧,鲨齿爪,迷你弯刀,藏刃匕首,弹簧刀,左轮手枪,舱底蠕虫

[GDF] seeds: 迷你弯刀
[GDF] size=8 top 20
  1. RR=268 anchor_m=223 Swiss=10 | 舱底蠕虫,流星索,鲨齿爪,手斧,葡萄弹,迷你弯刀,左轮手枪
  2. RR=249 anchor_m=249 Swiss=9 | 鲨齿爪,流星索,弹簧刀,迷你弯刀,刺刀,靴里剑,手斧
  3. RR=248 anchor_m=235 Swiss=8 | 鲨齿爪,靴里剑,流星索,左轮手枪,弹簧刀,迷你弯刀,手斧
  4. RR=239 anchor_m=230 Swiss=9 | 鲨齿爪,靴里剑,独角鲸,弹簧刀,迷你弯刀,流星索,手斧
  5. RR=259 anchor_m=186 Swiss=8 | 舱底蠕虫,鲨齿爪,手斧,葡萄弹,靴里剑,迷你弯刀,左轮手枪
  6. RR=230 anchor_m=228 Swiss=8 | 舱底蠕虫,鲨齿爪,手斧,迷你弯刀,弹簧刀,左轮手枪,葡萄弹
  7. RR=249 anchor_m=180 Swiss=9 | 鲨齿爪,靴里剑,左轮手枪,弹簧刀,葡萄弹,迷你弯刀,手斧
  8. RR=225 anchor_m=219 Swiss=8 | 鲨齿爪,左轮手枪,弹簧刀,迷你弯刀,刺刀,流星索,手斧
  9. RR=228 anchor_m=209 Swiss=9 | 舱底蠕虫,手雷,鲨齿爪,手斧,葡萄弹,迷你弯刀,左轮手枪
  10. RR=224 anchor_m=213 Swiss=8 | 流星索,鲨齿爪,飞鱼,弹簧刀,迷你弯刀,靴里剑,手斧
  11. RR=220 anchor_m=220 Swiss=8 | 舱底蠕虫,狼筅,鲨齿爪,手斧,靴里剑,迷你弯刀
  12. RR=218 anchor_m=218 Swiss=9 | 舱底蠕虫,鲨齿爪,手斧,葡萄弹,迷你弯刀,刺刀,左轮手枪
  13. RR=214 anchor_m=214 Swiss=9 | 鲨齿爪,靴里剑,左轮手枪,弹簧刀,迷你弯刀,舱底蠕虫,手斧
  14. RR=210 anchor_m=197 Swiss=9 | 舱底蠕虫,流星索,鲨齿爪,手斧,迷你弯刀,弹簧刀,左轮手枪
  15. RR=200 anchor_m=197 Swiss=9 | 抓钩,鲨齿爪,左轮手枪,弹簧刀,迷你弯刀,手斧,靴里剑
  16. RR=194 anchor_m=194 Swiss=8 | 鲨齿爪,舱底蠕虫,弹簧刀,迷你弯刀,刺刀,靴里剑,手斧
  17. RR=198 anchor_m=185 Swiss=8 | 舱底蠕虫,鲨齿爪,手斧,淬锋钢,葡萄弹,迷你弯刀,左轮手枪
  18. RR=187 anchor_m=187 Swiss=8 | 鲨齿爪,独角鲸,弹簧刀,迷你弯刀,刺刀,流星索,手斧
  19. RR=187 anchor_m=182 Swiss=8 | 舱底蠕虫,流星索,靴里剑,手斧,鲨齿爪,迷你弯刀,淬锋钢
  20. RR=183 anchor_m=182 Swiss=8 | 舱底蠕虫,鲨齿爪,靴里剑,手斧,迷你弯刀,左轮手枪,刺刀

[GDF] seeds: 迷幻蝠鲼
[GDF] size=8 top 20
  1. RR=240 anchor_m=226 Swiss=9 | 珊瑚,打火机,绵鳚,鹦鹉皮特,迷幻蝠鲼,皮皮虾,流星索,燃烧响炮
  2. RR=234 anchor_m=234 Swiss=10 | 打火机,绵鳚,迷幻蝠鲼,鹦鹉皮特,皮皮虾,水草,海螺壳,燃烧响炮
  3. RR=234 anchor_m=232 Swiss=8 | 水草,打火机,绵鳚,鹦鹉皮特,迷幻蝠鲼,皮皮虾,流星索,燃烧响炮
  4. RR=232 anchor_m=221 Swiss=9 | 水草,珊瑚,打火机,绵鳚,鹦鹉皮特,迷幻蝠鲼,皮皮虾,燃烧响炮
  5. RR=227 anchor_m=223 Swiss=8 | 火炮,打火机,绵鳚,鹦鹉皮特,迷幻蝠鲼,皮皮虾,燃烧响炮
  6. RR=215 anchor_m=215 Swiss=9 | 打火机,绵鳚,鹦鹉皮特,迷幻蝠鲼,皮皮虾,葡萄弹,流星索,燃烧响炮
  7. RR=207 anchor_m=207 Swiss=8 | 打火机,绵鳚,迷幻蝠鲼,鹦鹉皮特,皮皮虾,水草,珍珠,燃烧响炮
  8. RR=231 anchor_m=134 Swiss=9 | 水草,珊瑚,淬锋钢,木桶,珍珠,飞鱼,迷幻蝠鲼
  9. RR=197 anchor_m=197 Swiss=9 | 打火机,绵鳚,鹦鹉皮特,迷幻蝠鲼,皮皮虾,流星索,靴里剑,燃烧响炮
  10. RR=220 anchor_m=149 Swiss=8 | 水草,珊瑚,珊瑚护甲,淬锋钢,海螺壳,飞鱼,迷幻蝠鲼
  11. RR=198 anchor_m=178 Swiss=8 | 海螺壳,珊瑚,打火机,绵鳚,鹦鹉皮特,迷幻蝠鲼,皮皮虾,燃烧响炮
  12. RR=201 anchor_m=158 Swiss=9 | 水草,淬锋钢,海螺壳,飞鱼,迷幻蝠鲼,木桶,珍珠
  13. RR=237 anchor_m=80 Swiss=7 | 水草,珊瑚,海螺壳,淬锋钢,木桶,独角鲸,迷幻蝠鲼
  14. RR=182 anchor_m=182 Swiss=8 | 流星索,打火机,绵鳚,鹦鹉皮特,迷幻蝠鲼,皮皮虾,抓钩,燃烧响炮
  15. RR=182 anchor_m=182 Swiss=8 | 珊瑚,打火机,绵鳚,鹦鹉皮特,迷幻蝠鲼,皮皮虾,燃烧响炮,抓钩
  16. RR=184 anchor_m=167 Swiss=8 | 火炮,打火机,绵鳚,迷幻蝠鲼,皮皮虾,流星索,燃烧响炮
  17. RR=166 anchor_m=166 Swiss=8 | 打火机,绵鳚,鹦鹉皮特,迷幻蝠鲼,皮皮虾,葡萄弹,燃烧响炮,珊瑚
  18. RR=162 anchor_m=162 Swiss=8 | 打火机,木桶,绵鳚,鹦鹉皮特,迷幻蝠鲼,皮皮虾,燃烧响炮
  19. RR=191 anchor_m=98 Swiss=8 | 水草,珊瑚,淬锋钢,海螺壳,飞鱼,迷幻蝠鲼,马龙鱼
  20. RR=156 anchor_m=156 Swiss=8 | 藏刃匕首,打火机,绵鳚,鹦鹉皮特,迷幻蝠鲼,皮皮虾,流星索,燃烧响炮

[GDF] seeds: 钓鱼竿
[GDF] size=8 top 20
  1. RR=244 anchor_m=244 Swiss=9 | 珊瑚,水母,钓鱼竿,毒须鲶,绵鳚,水草,打火机
  2. RR=243 anchor_m=243 Swiss=8 | 钓鱼竿,毒须鲶,绵鳚,沙滩充气球,水草,珊瑚
  3. RR=232 anchor_m=232 Swiss=9 | 打火机,珊瑚,钓鱼竿,毒须鲶,绵鳚,水草,鱼饵
  4. RR=226 anchor_m=221 Swiss=10 | 钓鱼竿,毒须鲶,绵鳚,水草,藏刃匕首,沙滩充气球
  5. RR=215 anchor_m=215 Swiss=9 | 珊瑚,海底热泉,钓鱼竿,毒须鲶,绵鳚,水草
  6. RR=214 anchor_m=214 Swiss=9 | 珍珠,钓鱼竿,毒须鲶,绵鳚,水草,打火机,珊瑚
  7. RR=204 anchor_m=204 Swiss=8 | 海底热泉,水母,钓鱼竿,毒须鲶,绵鳚,水草
  8. RR=202 anchor_m=202 Swiss=9 | 打火机,珊瑚,钓鱼竿,毒须鲶,绵鳚,水草,淬锋钢
  9. RR=201 anchor_m=197 Swiss=9 | 打火机,钓鱼竿,毒须鲶,绵鳚,沙滩充气球,水草
  10. RR=199 anchor_m=199 Swiss=8 | 钓鱼竿,毒须鲶,绵鳚,水草,水母,珍珠,打火机
  11. RR=194 anchor_m=194 Swiss=9 | 雪怪蟹,水母,钓鱼竿,毒须鲶,绵鳚,水草,打火机
  12. RR=194 anchor_m=194 Swiss=8 | 雪怪蟹,水母,珊瑚,钓鱼竿,毒须鲶,绵鳚,水草
  13. RR=193 anchor_m=193 Swiss=7 | 钓鱼竿,毒须鲶,雪怪蟹,水母,珊瑚,鱼饵,水草
  14. RR=192 anchor_m=192 Swiss=8 | 钓鱼竿,毒须鲶,绵鳚,水草,打火机,珍珠,鱼饵
  15. RR=188 anchor_m=187 Swiss=8 | 沙滩充气球,水母,钓鱼竿,毒须鲶,绵鳚,水草
  16. RR=187 anchor_m=187 Swiss=8 | 打火机,飞鱼,珊瑚,钓鱼竿,毒须鲶,绵鳚,水草
  17. RR=186 anchor_m=186 Swiss=8 | 海螺壳,打火机,珊瑚,钓鱼竿,毒须鲶,绵鳚,水草
  18. RR=182 anchor_m=182 Swiss=8 | 海底热泉,珍珠,钓鱼竿,毒须鲶,绵鳚,水草
  19. RR=180 anchor_m=180 Swiss=9 | 打火机,鱼饵,水母,钓鱼竿,毒须鲶,绵鳚,水草
  20. RR=174 anchor_m=174 Swiss=8 | 钓鱼竿,毒须鲶,绵鳚,沙滩充气球,水草,珍珠

[GDF] seeds: 铲子
[GDF] size=8 top 20
  1. RR=235 anchor_m=161 Swiss=8 | 舱底蠕虫,鲨齿爪,铲子,淬锋钢,手斧,左轮手枪
  2. RR=231 anchor_m=173 Swiss=8 | 水草,飞鱼,手斧,淬锋钢,铲子,马龙鱼
  3. RR=229 anchor_m=149 Swiss=7 | 水草,马龙鱼,弹簧刀,铲子,淬锋钢,飞鱼
  4. RR=219 anchor_m=168 Swiss=8 | 铲子,打火机,绵鳚,海底热泉,毒须鲶,燃烧响炮
  5. RR=210 anchor_m=184 Swiss=9 | 手斧,淬锋钢,狼筅,绵鳚,铲子,珊瑚
  6. RR=213 anchor_m=166 Swiss=8 | 葡萄弹,铲子,打火机,绵鳚,鹦鹉皮特,毒须鲶,燃烧响炮
  7. RR=208 anchor_m=148 Swiss=8 | 飞鱼,手斧,铲子,弹簧刀,马龙鱼,淬锋钢
  8. RR=206 anchor_m=135 Swiss=8 | 靴里剑,淬锋钢,手斧,铲子,弹簧刀,马龙鱼
  9. RR=229 anchor_m=86 Swiss=9 | 铲子,珊瑚,打火机,绵鳚,鹦鹉皮特,毒须鲶,燃烧响炮
  10. RR=194 anchor_m=146 Swiss=8 | 鲨齿爪,手斧,铲子,马龙鱼,淬锋钢
  11. RR=198 anchor_m=120 Swiss=8 | 舱底蠕虫,铲子,鲨齿爪,马龙鱼,淬锋钢
  12. RR=190 anchor_m=132 Swiss=8 | 舱底蠕虫,鲨齿爪,铲子,手斧,淬锋钢,飞鱼
  13. RR=187 anchor_m=132 Swiss=8 | 抓钩,手斧,铲子,弹簧刀,马龙鱼,淬锋钢
  14. RR=191 anchor_m=123 Swiss=10 | 舱底蠕虫,鲨齿爪,铲子,淬锋钢,手斧,靴里剑
  15. RR=205 anchor_m=94 Swiss=9 | 水草,飞鱼,淬锋钢,铲子,马龙鱼,珊瑚
  16. RR=192 anchor_m=118 Swiss=9 | 珊瑚护甲,马龙鱼,弹簧刀,铲子,淬锋钢
  17. RR=233 anchor_m=31 Swiss=8 | 铲子,火炮,打火机,绵鳚,毒须鲶,燃烧响炮
  18. RR=177 anchor_m=131 Swiss=8 | 靴里剑,淬锋钢,鲨齿爪,铲子,马龙鱼
  19. RR=181 anchor_m=112 Swiss=8 | 水草,海螺壳,飞鱼,淬锋钢,铲子,马龙鱼
  20. RR=209 anchor_m=54 Swiss=9 | 水草,飞鱼,淬锋钢,铲子,绵鳚,马龙鱼

[GDF] seeds: 雪怪蟹
[GDF] size=8 top 20
  1. RR=252 anchor_m=173 Swiss=10 | 水草,绵鳚,毒须鲶,雪怪蟹,水母,迷幻蝠鲼,皮皮虾,海螺壳
  2. RR=220 anchor_m=212 Swiss=9 | 水草,绵鳚,毒须鲶,雪怪蟹,水母,珍珠,珊瑚,海螺壳
  3. RR=222 anchor_m=94 Swiss=8 | 雪怪蟹,水草,海螺壳,飞鱼,弹簧刀,马龙鱼,淬锋钢
  4. RR=237 anchor_m=53 Swiss=9 | 雪怪蟹,飞鱼,鲨齿爪,弹簧刀,马龙鱼,淬锋钢
  5. RR=175 anchor_m=166 Swiss=8 | 水草,绵鳚,毒须鲶,雪怪蟹,水母,迷幻蝠鲼,鹦鹉皮特,皮皮虾
  6. RR=228 anchor_m=45 Swiss=9 | 雪怪蟹,手斧,飞鱼,弹簧刀,马龙鱼,淬锋钢,珊瑚
  7. RR=221 anchor_m=54 Swiss=8 | 雪怪蟹,珊瑚,飞鱼,弹簧刀,马龙鱼,淬锋钢,水草
  8. RR=194 anchor_m=104 Swiss=8 | 水草,毒须鲶,雪怪蟹,飞鱼,弹簧刀,马龙鱼,淬锋钢
  9. RR=202 anchor_m=86 Swiss=9 | 雪怪蟹,迷幻蝠鲼,飞鱼,弹簧刀,马龙鱼,淬锋钢,水草
  10. RR=211 anchor_m=55 Swiss=9 | 雪怪蟹,飞鱼,手斧,弹簧刀,马龙鱼,淬锋钢,水草
  11. RR=193 anchor_m=69 Swiss=8 | 雪怪蟹,飞鱼,鲨齿爪,马龙鱼,淬锋钢,珊瑚
  12. RR=155 anchor_m=140 Swiss=8 | 毒须鲶,雪怪蟹,水母,飞鱼,淬锋钢,珊瑚,水草,海螺壳
  13. RR=151 anchor_m=148 Swiss=8 | 水草,绵鳚,毒须鲶,雪怪蟹,水母,迷幻蝠鲼,珊瑚,海螺壳
  14. RR=154 anchor_m=136 Swiss=9 | 水草,绵鳚,毒须鲶,雪怪蟹,水母,迷幻蝠鲼,皮皮虾,珍珠
  15. RR=174 anchor_m=94 Swiss=7 | 雪怪蟹,飞鱼,海螺壳,手斧,弹簧刀,马龙鱼,淬锋钢
  16. RR=206 anchor_m=20 Swiss=8 | 雪怪蟹,飞鱼,手斧,藏刃匕首,弹簧刀,马龙鱼,淬锋钢
  17. RR=179 anchor_m=70 Swiss=8 | 雪怪蟹,左轮手枪,飞鱼,鲨齿爪,马龙鱼,淬锋钢
  18. RR=145 anchor_m=138 Swiss=8 | 鱼饵,海螺壳,珊瑚,水草,绵鳚,毒须鲶,雪怪蟹,水母
  19. RR=142 anchor_m=142 Swiss=7 | 水草,绵鳚,毒须鲶,雪怪蟹,水母,独角鲸,海螺壳,珊瑚
  20. RR=161 anchor_m=99 Swiss=8 | 雪怪蟹,水母,飞鱼,弹簧刀,马龙鱼,珊瑚,淬锋钢

[GDF] seeds: 靴里剑
[GDF] size=8 top 20
  1. RR=257 anchor_m=244 Swiss=8 | 手斧,鲨齿爪,流星索,靴里剑,左轮手枪,弹簧刀,葡萄弹
  2. RR=256 anchor_m=241 Swiss=9 | 手斧,鲨齿爪,靴里剑,流星索,左轮手枪,刺刀,葡萄弹
  3. RR=245 anchor_m=239 Swiss=10 | 流星索,葡萄弹,手斧,鲨齿爪,独角鲸,刺刀,靴里剑
  4. RR=239 anchor_m=226 Swiss=9 | 手斧,流星索,鲨齿爪,靴里剑,三花,左轮手枪,葡萄弹
  5. RR=226 anchor_m=216 Swiss=8 | 手斧,流星索,鲨齿爪,靴里剑,左轮手枪,迷你弯刀,葡萄弹
  6. RR=221 anchor_m=212 Swiss=9 | 手斧,鲨齿爪,靴里剑,左轮手枪,弹簧刀,葡萄弹,舱底蠕虫
  7. RR=218 anchor_m=208 Swiss=8 | 珊瑚,手斧,鲨齿爪,靴里剑,左轮手枪,葡萄弹,舱底蠕虫
  8. RR=218 anchor_m=206 Swiss=7 | 流星索,手斧,鲨齿爪,靴里剑,左轮手枪,葡萄弹,宠物石
  9. RR=216 anchor_m=209 Swiss=8 | 手斧,鲨齿爪,靴里剑,流星索,皮皮虾,左轮手枪,葡萄弹
  10. RR=210 anchor_m=198 Swiss=8 | 手斧,鲨齿爪,靴里剑,流星索,左轮手枪,飞鱼,葡萄弹
  11. RR=208 anchor_m=200 Swiss=8 | 手斧,流星索,鲨齿爪,靴里剑,左轮手枪,葡萄弹,舱底蠕虫
  12. RR=205 anchor_m=196 Swiss=9 | 手斧,鲨齿爪,靴里剑,左轮手枪,刺刀,舱底蠕虫,葡萄弹
  13. RR=193 anchor_m=188 Swiss=9 | 抓钩,手斧,鲨齿爪,靴里剑,左轮手枪,葡萄弹,舱底蠕虫
  14. RR=190 anchor_m=190 Swiss=8 | 手斧,鲨齿爪,靴里剑,三花,左轮手枪,弹簧刀,葡萄弹
  15. RR=188 anchor_m=183 Swiss=8 | 手斧,鲨齿爪,靴里剑,流星索,左轮手枪,珊瑚,葡萄弹
  16. RR=187 anchor_m=181 Swiss=8 | 手斧,藏刃匕首,鲨齿爪,靴里剑,流星索,左轮手枪,葡萄弹
  17. RR=183 anchor_m=180 Swiss=9 | 手斧,鲨齿爪,靴里剑,左轮手枪,弹簧刀,独角鲸,葡萄弹
  18. RR=182 anchor_m=176 Swiss=8 | 流星索,手斧,鲨齿爪,弹簧刀,独角鲸,刺刀,靴里剑
  19. RR=187 anchor_m=162 Swiss=8 | 手斧,珊瑚,鲨齿爪,靴里剑,左轮手枪,弹簧刀,葡萄弹
  20. RR=179 anchor_m=174 Swiss=8 | 手斧,鲨齿爪,靴里剑,独角鲸,左轮手枪,葡萄弹,舱底蠕虫

[GDF] seeds: 飞鱼
[GDF] size=8 top 20
  1. RR=259 anchor_m=207 Swiss=9 | 舱底蠕虫,手斧,飞鱼,鲨齿爪,马龙鱼,淬锋钢
  2. RR=225 anchor_m=213 Swiss=9 | 水草,珊瑚,淬锋钢,飞鱼,弹簧刀,马龙鱼,海螺壳
  3. RR=214 anchor_m=209 Swiss=9 | 鲨齿爪,水草,淬锋钢,飞鱼,弹簧刀,马龙鱼
  4. RR=227 anchor_m=173 Swiss=8 | 舱底蠕虫,鲨齿爪,葡萄弹,手斧,左轮手枪,飞鱼,淬锋钢
  5. RR=210 anchor_m=203 Swiss=8 | 水草,淬锋钢,左轮手枪,手斧,飞鱼,弹簧刀,马龙鱼
  6. RR=210 anchor_m=201 Swiss=8 | 珊瑚,马龙鱼,弹簧刀,左轮手枪,手斧,飞鱼,淬锋钢
  7. RR=206 anchor_m=184 Swiss=8 | 舱底蠕虫,手斧,鲨齿爪,左轮手枪,弹簧刀,飞鱼,淬锋钢
  8. RR=202 anchor_m=187 Swiss=9 | 水草,独角鲸,淬锋钢,手斧,飞鱼,弹簧刀,马龙鱼
  9. RR=203 anchor_m=163 Swiss=8 | 马龙鱼,鲨齿爪,手斧,飞鱼,靴里剑,淬锋钢
  10. RR=190 anchor_m=189 Swiss=7 | 水草,珊瑚,淬锋钢,迷幻蝠鲼,飞鱼,弹簧刀,马龙鱼
  11. RR=195 anchor_m=173 Swiss=9 | 舱底蠕虫,鲨齿爪,手斧,独角鲸,弹簧刀,飞鱼,淬锋钢
  12. RR=204 anchor_m=150 Swiss=8 | 马龙鱼,弹簧刀,手斧,飞鱼,淬锋钢,鲨齿爪
  13. RR=185 anchor_m=174 Swiss=9 | 水草,淬锋钢,飞鱼,弹簧刀,马龙鱼,珊瑚护甲
  14. RR=179 anchor_m=178 Swiss=8 | 毒须鲶,马龙鱼,绵鳚,淬锋钢,飞鱼,水草,海螺壳
  15. RR=191 anchor_m=152 Swiss=8 | 舱底蠕虫,手雷,手斧,飞鱼,弹簧刀,马龙鱼,淬锋钢
  16. RR=187 anchor_m=158 Swiss=8 | 舱底蠕虫,流星索,手斧,飞鱼,弹簧刀,马龙鱼,淬锋钢
  17. RR=189 anchor_m=144 Swiss=8 | 马龙鱼,鲨齿爪,手斧,飞鱼,淬锋钢,左轮手枪
  18. RR=176 anchor_m=170 Swiss=8 | 珊瑚,马龙鱼,弹簧刀,手斧,流星索,飞鱼,淬锋钢
  19. RR=175 anchor_m=167 Swiss=8 | 珊瑚,水草,淬锋钢,手斧,飞鱼,弹簧刀,马龙鱼
  20. RR=181 anchor_m=153 Swiss=8 | 珊瑚,马龙鱼,弹簧刀,藏刃匕首,手斧,飞鱼,淬锋钢

[GDF] seeds: 食人鱼
[GDF] size=8 top 20
  1. RR=265 anchor_m=91 Swiss=9 | 舱底蠕虫,食人鱼,鲨齿爪,绵鳚,马龙鱼,淬锋钢
  2. RR=248 anchor_m=123 Swiss=9 | 海螺壳,马龙鱼,绵鳚,淬锋钢,食人鱼,手斧,飞鱼
  3. RR=208 anchor_m=168 Swiss=9 | 水草,淬锋钢,飞鱼,迷幻蝠鲼,绵鳚,海螺壳,皮皮虾,食人鱼
  4. RR=233 anchor_m=116 Swiss=8 | 水草,海螺壳,马龙鱼,绵鳚,淬锋钢,食人鱼,飞鱼
  5. RR=219 anchor_m=142 Swiss=8 | 水草,马龙鱼,弹簧刀,飞鱼,淬锋钢,手斧,食人鱼
  6. RR=239 anchor_m=90 Swiss=8 | 珊瑚,马龙鱼,绵鳚,淬锋钢,食人鱼,手斧,飞鱼
  7. RR=217 anchor_m=114 Swiss=8 | 燃烧响炮,马龙鱼,绵鳚,淬锋钢,手斧,食人鱼,飞鱼
  8. RR=235 anchor_m=70 Swiss=9 | 珊瑚,食人鱼,淬锋钢,鲨齿爪,绵鳚,马龙鱼
  9. RR=214 anchor_m=99 Swiss=9 | 海螺壳,马龙鱼,绵鳚,鲨齿爪,淬锋钢,食人鱼
  10. RR=194 anchor_m=119 Swiss=9 | 珊瑚,马龙鱼,绵鳚,淬锋钢,食人鱼,飞鱼,海螺壳
  11. RR=200 anchor_m=101 Swiss=8 | 珊瑚,水草,马龙鱼,绵鳚,淬锋钢,食人鱼,飞鱼
  12. RR=188 anchor_m=122 Swiss=8 | 水草,珊瑚,食人鱼,手斧,淬锋钢,绵鳚,马龙鱼
  13. RR=180 anchor_m=131 Swiss=8 | 海螺壳,食人鱼,迷幻蝠鲼,水母,雪怪蟹,毒须鲶,绵鳚,水草
  14. RR=183 anchor_m=120 Swiss=8 | 舱底蠕虫,食人鱼,鲨齿爪,飞鱼,马龙鱼,淬锋钢
  15. RR=175 anchor_m=135 Swiss=8 | 舱底蠕虫,手斧,鲨齿爪,绵鳚,食人鱼,飞鱼,淬锋钢
  16. RR=176 anchor_m=130 Swiss=8 | 水草,海螺壳,马龙鱼,绵鳚,淬锋钢,手斧,食人鱼
  17. RR=184 anchor_m=112 Swiss=8 | 珊瑚,马龙鱼,淬锋钢,食人鱼,鲨齿爪,飞鱼
  18. RR=195 anchor_m=78 Swiss=9 | 打火机,马龙鱼,绵鳚,鲨齿爪,淬锋钢,食人鱼
  19. RR=191 anchor_m=85 Swiss=8 | 马龙鱼,绵鳚,鲨齿爪,淬锋钢,水草,食人鱼
  20. RR=160 anchor_m=141 Swiss=8 | 水草,淬锋钢,飞鱼,迷幻蝠鲼,食人鱼,手斧,马龙鱼

[GDF] seeds: 马龙鱼
[GDF] size=8 top 20
  1. RR=278 anchor_m=278 Swiss=10 | 手斧,鲨齿爪,飞鱼,弹簧刀,马龙鱼,淬锋钢
  2. RR=228 anchor_m=228 Swiss=8 | 舱底蠕虫,鲨齿爪,淬锋钢,飞鱼,弹簧刀,马龙鱼
  3. RR=223 anchor_m=223 Swiss=8 | 舱底蠕虫,手斧,淬锋钢,弹簧刀,马龙鱼,沙滩充气球
  4. RR=219 anchor_m=219 Swiss=9 | 靴里剑,沙滩充气球,手斧,淬锋钢,弹簧刀,马龙鱼
  5. RR=213 anchor_m=213 Swiss=8 | 水草,马龙鱼,绵鳚,淬锋钢,飞鱼,珊瑚,海螺壳
  6. RR=198 anchor_m=198 Swiss=8 | 沙滩充气球,手斧,淬锋钢,流星索,弹簧刀,马龙鱼
  7. RR=195 anchor_m=195 Swiss=8 | 珊瑚,水草,马龙鱼,绵鳚,淬锋钢,手斧,飞鱼
  8. RR=192 anchor_m=192 Swiss=9 | 沙滩充气球,淬锋钢,鲨齿爪,弹簧刀,马龙鱼
  9. RR=192 anchor_m=192 Swiss=8 | 水草,海螺壳,马龙鱼,绵鳚,淬锋钢,手斧,飞鱼
  10. RR=190 anchor_m=190 Swiss=7 | 燃烧响炮,马龙鱼,绵鳚,鲨齿爪,舱底蠕虫,淬锋钢
  11. RR=189 anchor_m=189 Swiss=8 | 打火机,马龙鱼,绵鳚,鲨齿爪,手斧,淬锋钢
  12. RR=189 anchor_m=189 Swiss=8 | 救生圈,马龙鱼,绵鳚,鲨齿爪,淬锋钢
  13. RR=189 anchor_m=189 Swiss=8 | 沙滩充气球,手斧,淬锋钢,迷你弯刀,弹簧刀,马龙鱼
  14. RR=186 anchor_m=186 Swiss=8 | 打火机,马龙鱼,绵鳚,鲨齿爪,淬锋钢,飞鱼
  15. RR=185 anchor_m=185 Swiss=9 | 打火机,马龙鱼,绵鳚,鲨齿爪,淬锋钢,舱底蠕虫
  16. RR=180 anchor_m=180 Swiss=8 | 沙滩充气球,淬锋钢,武士刀,弹簧刀,马龙鱼
  17. RR=177 anchor_m=177 Swiss=9 | 珊瑚,燃烧响炮,马龙鱼,绵鳚,鲨齿爪,淬锋钢
  18. RR=176 anchor_m=176 Swiss=7 | 水草,马龙鱼,绵鳚,淬锋钢,燃烧响炮,手斧,飞鱼
  19. RR=172 anchor_m=172 Swiss=9 | 珊瑚,马龙鱼,绵鳚,鲨齿爪,舱底蠕虫,淬锋钢
  20. RR=172 anchor_m=172 Swiss=9 | 舱底蠕虫,鲨齿爪,淬锋钢,左轮手枪,弹簧刀,马龙鱼

[GDF] seeds: 鱼饵
[GDF] size=8 top 20
  1. RR=265 anchor_m=60 Swiss=10 | 海螺壳,水草,鱼饵,马龙鱼,绵鳚,淬锋钢,飞鱼
  2. RR=249 anchor_m=98 Swiss=9 | 水草,鱼饵,淬锋钢,飞鱼,弹簧刀,马龙鱼,海螺壳
  3. RR=194 anchor_m=158 Swiss=8 | 鱼饵,珍珠,水母,雪怪蟹,毒须鲶,绵鳚,水草,海螺壳
  4. RR=231 anchor_m=57 Swiss=9 | 水草,鱼饵,淬锋钢,飞鱼,弹簧刀,马龙鱼,珊瑚
  5. RR=239 anchor_m=34 Swiss=9 | 鱼饵,淬锋钢,飞鱼,手斧,鲨齿爪,马龙鱼
  6. RR=225 anchor_m=60 Swiss=9 | 水草,马龙鱼,弹簧刀,鱼饵,手斧,淬锋钢,飞鱼
  7. RR=230 anchor_m=48 Swiss=9 | 鱼饵,淬锋钢,飞鱼,鲨齿爪,弹簧刀,马龙鱼
  8. RR=197 anchor_m=94 Swiss=9 | 鱼饵,水草,淬锋钢,珍珠,飞鱼,弹簧刀,马龙鱼
  9. RR=177 anchor_m=129 Swiss=8 | 鱼饵,珊瑚,水母,雪怪蟹,毒须鲶,绵鳚,水草,海螺壳
  10. RR=211 anchor_m=54 Swiss=8 | 水草,鱼饵,淬锋钢,飞鱼,鲨齿爪,马龙鱼
  11. RR=192 anchor_m=78 Swiss=9 | 鱼饵,淬锋钢,珊瑚,飞鱼,弹簧刀,马龙鱼,海螺壳
  12. RR=166 anchor_m=124 Swiss=8 | 海螺壳,水草,珊瑚,鱼饵,马龙鱼,淬锋钢,飞鱼
  13. RR=214 anchor_m=24 Swiss=8 | 手斧,鱼饵,淬锋钢,飞鱼,弹簧刀,马龙鱼,珊瑚
  14. RR=187 anchor_m=74 Swiss=8 | 鱼饵,淬锋钢,水草,迷幻蝠鲼,飞鱼,弹簧刀,马龙鱼
  15. RR=191 anchor_m=60 Swiss=8 | 鱼饵,淬锋钢,珊瑚,飞鱼,鲨齿爪,马龙鱼
  16. RR=200 anchor_m=32 Swiss=8 | 鱼饵,淬锋钢,飞鱼,鲨齿爪,绵鳚,马龙鱼
  17. RR=205 anchor_m=16 Swiss=8 | 舱底蠕虫,手斧,鱼饵,淬锋钢,飞鱼,弹簧刀,马龙鱼
  18. RR=186 anchor_m=49 Swiss=9 | 鱼饵,淬锋钢,飞鱼,靴里剑,鲨齿爪,马龙鱼
  19. RR=193 anchor_m=34 Swiss=8 | 鱼饵,淬锋钢,舱底蠕虫,飞鱼,鲨齿爪,马龙鱼
